x,t=1.00e+01s,t=2.00e+01s,t=3.00e+01s,t=4.00e+01s,t=5.00e+01s,t=6.00e+01s,t=7.00e+01s,t=8.00e+01s,t=9.00e+01s,t=1.00e+02s,t=1.10e+02s,t=1.20e+02s,t=1.30e+02s,t=1.40e+02s,t=1.50e+02s,t=1.60e+02s,t=1.70e+02s,t=1.80e+02s,t=1.90e+02s,t=2.00e+02s,t=2.10e+02s,t=2.20e+02s,t=2.30e+02s,t=2.40e+02s,t=2.50e+02s,t=2.60e+02s,t=2.70e+02s,t=2.80e+02s,t=2.90e+02s,t=3.00e+02s,t=3.10e+02s,t=3.20e+02s,t=3.30e+02s,t=3.40e+02s,t=3.50e+02s,t=3.60e+02s,t=3.70e+02s,t=3.80e+02s,t=3.90e+02s,t=4.00e+02s,t=4.10e+02s,t=4.20e+02s,t=4.30e+02s,t=4.40e+02s,t=4.50e+02s,t=4.60e+02s,t=4.70e+02s,t=4.80e+02s,t=4.90e+02s,t=5.00e+02s
3.030303030303030300e-04,1.103120849790113678e+11,1.130762763421887695e+13,1.818711585275197188e+14,1.170922052305186750e+15,4.448959104008896500e+15,1.214485563820385200e+16,2.660578591219715200e+16,5.000099968601755200e+16,8.410436231880561600e+16,1.302329480076750720e+17,1.892770743410347840e+17,2.617694132215258560e+17,3.479623128077811840e+17,4.478985287234487040e+17,5.614699296832916480e+17,6.884634656474373120e+17,8.285957459645941760e+17,9.815382573744487680e+17,1.146935281293719680e+18,1.324416325346560512e+18,1.513604554152271872e+18,1.714122377519043072e+18,1.925595067698310144e+18,2.147653042768243712e+18,2.379933269681160704e+18,2.622080101789629440e+18,2.873745763787608576e+18,3.134590624089095168e+18,3.404283343762472960e+18,3.682500956494568448e+18,3.968928911130031616e+18,4.263261093648005632e+18,4.565199836419038720e+18,4.874455917360369664e+18,5.190748548849333248e+18,5.513805355041894400e+18,5.843362335950733312e+18,6.179163816852382720e+18,6.520962382049906688e+18,6.868518792554084352e+18,7.221601887766424576e+18,7.579988471702245376e+18,7.943463184658854912e+18,8.311818361509196800e+18,8.684853877989484544e+18,9.062376986461503488e+18,9.444202142678728704e+18,9.830150825082437632e+18,1.022005134811207885e+19,1.061373867094264832e+19
0.000000000000000000e+00,1.100636950399578857e+11,1.128983266283949414e+13,1.816656556288860000e+14,1.169942053268734000e+15,4.446114263643563500e+15,1.213875063604118800e+16,2.659500351180341600e+16,4.998430210505564000e+16,8.408077987620225600e+16,1.302017880299628160e+17,1.892378892528046720e+17,2.617219543082539520e+17,3.479064838217509120e+17,4.478343454890234880e+17,5.613974875088205440e+17,6.883829142864256000e+17,8.285072710460147200e+17,9.814420670170142720e+17,1.146831596693859584e+18,1.324305374312180992e+18,1.513486566760259328e+18,1.713997583265806592e+18,1.925463693674877952e+18,2.147515312521429248e+18,2.379789402522411520e+18,2.621930312387912192e+18,2.873590261936877568e+18,3.134429614579383808e+18,3.404117026310106112e+18,3.682329525704849408e+18,3.968752556477528064e+18,4.263079999466723328e+18,4.565014181899347456e+18,4.874265876551910400e+18,5.190554290670442496e+18,5.513607043296464896e+18,5.843160129353548800e+18,6.178957869063643136e+18,6.520752841719467008e+18,6.868305803375488000e+18,7.221385588540620800e+18,7.579768996410469376e+18,7.943240662544184320e+18,8.311592917165881344e+18,8.684625631459247104e+18,9.062146053335873536e+18,9.443968634206484480e+18,9.829914848281278464e+18,1.021981300588347392e+19,1.061349806218927309e+19
6.060606060606060601e-04,1.129522781766222382e+11,1.149644707052476367e+13,1.840492985959190000e+14,1.181301756239402750e+15,4.479076424209888500e+15,1.220946718986850200e+16,2.671987596499954800e+16,5.017765265181368000e+16,8.435382701735395200e+16,1.305625444568376320e+17,1.896915315877056000e+17,2.622713583474060480e+17,3.485527614369370880e+17,4.485773120341573760e+17,5.622360388639521280e+17,6.893153165398577920e+17,8.295313753232684800e+17,9.825554643317433600e+17,1.148031726825881088e+18,1.325589600606256896e+18,1.514852226356692992e+18,1.715442020059600128e+18,1.926984279423297792e+18,2.149109460015744000e+18,2.381454573581320192e+18,2.623664022565890560e+18,2.875390083213129216e+18,3.136293176848659456e+18,3.406042018189768192e+18,3.684313694966045184e+18,3.970793710273462784e+18,4.265176004446084096e+18,4.567162964241885184e+18,4.876465421934590976e+18,5.192802644158390272e+18,5.515902309147542528e+18,5.845500470725181440e+18,6.181341507612916736e+18,6.523178057091139584e+18,6.870770932576320512e+18,7.223889025202038784e+18,7.582309189944493056e+18,7.945816117199783936e+18,8.314202190994867200e+18,8.687267335201555456e+18,9.064818849235067904e+18,9.446671234766123008e+18,9.832646014972909568e+18,1.022257154781655859e+19,1.061628283475272499e+19
3.030303030303030300e-04,1.103120849790112457e+11,1.130762763421886914e+13,1.818711585275196250e+14,1.170922052305185750e+15,4.448959104008894000e+15,1.214485563820383400e+16,2.660578591219711600e+16,5.000099968601752000e+16,8.410436231880556800e+16,1.302329480076749600e+17,1.892770743410345920e+17,2.617694132215256960e+17,3.479623128077809280e+17,4.478985287234482560e+17,5.614699296832910080e+17,6.884634656474368000e+17,8.285957459645935360e+17,9.815382573744476160e+17,1.146935281293719168e+18,1.324416325346559232e+18,1.513604554152271616e+18,1.714122377519041792e+18,1.925595067698308608e+18,2.147653042768241664e+18,2.379933269681159680e+18,2.622080101789629952e+18,2.873745763787606528e+18,3.134590624089090560e+18,3.404283343762469888e+18,3.682500956494565888e+18,3.968928911130027008e+18,4.263261093648000512e+18,4.565199836419035648e+18,4.874455917360364544e+18,5.190748548849328128e+18,5.513805355041889280e+18,5.843362335950729216e+18,6.179163816852379648e+18,6.520962382049900544e+18,6.868518792554074112e+18,7.221601887766420480e+18,7.579988471702236160e+18,7.943463184658846720e+18,8.311818361509185536e+18,8.684853877989477376e+18,9.062376986461503488e+18,9.444202142678716416e+18,9.830150825082425344e+18,1.022005134811207270e+19,1.061373867094264218e+19
9.090909090909090901e-04,1.171795442379004822e+11,1.179699419603714844e+13,1.875032007632154375e+14,1.197721091994184250e+15,4.526642809434316000e+15,1.231140499394910400e+16,2.689974560866531200e+16,5.045601378775742400e+16,8.474677543834267200e+16,1.310815706898968000e+17,1.903440545330762240e+17,2.630614949487665600e+17,3.494820978662710400e+17,4.496455746876599040e+17,5.634416354581452800e+17,6.906557517409623040e+17,8.310035589257761280e+17,9.841559333644894720e+17,1.149756801697709056e+18,1.327435492364000000e+18,1.516815108704435968e+18,1.717518076608443904e+18,1.929169733946653696e+18,2.151400595326711552e+18,2.383847742986775552e+18,2.626155656612101120e+18,2.877976693537505792e+18,3.138971358314921984e+18,3.408808450043700224e+18,3.687165141452912128e+18,3.973727020964860416e+18,4.268188114402237952e+18,4.570250894062245888e+18,4.879626277708689408e+18,5.196033617308552192e+18,5.519200676147433472e+18,5.848863592677780480e+18,6.184766829675123712e+18,6.526663107737244672e+18,6.874313322698188800e+18,7.227486447048855552e+18,7.585959415909085184e+18,7.949516998462113792e+18,8.317951656035414016e+18,8.691063388199115776e+18,9.068659568364212224e+18,9.450554770409885696e+18,9.836570587866013696e+18,1.022653544713400934e+19,1.062028441615761408e+19
6.060606060606060601e-04,1.129522781766221924e+11,1.149644707052476172e+13,1.840492985959188750e+14,1.181301756239401500e+15,4.479076424209884500e+15,1.220946718986848200e+16,2.671987596499953600e+16,5.017765265181367200e+16,8.435382701735392000e+16,1.305625444568374560e+17,1.896915315877054080e+17,2.622713583474058880e+17,3.485527614369367680e+17,4.485773120341568000e+17,5.622360388639519360e+17,6.893153165398579200e+17,8.295313753232670720e+17,9.825554643317425920e+17,1.148031726825880576e+18,1.325589600606255104e+18,1.514852226356692736e+18,1.715442020059598848e+18,1.926984279423297024e+18,2.149109460015741696e+18,2.381454573581319168e+18,2.623664022565890048e+18,2.875390083213128192e+18,3.136293176848656896e+18,3.406042018189762560e+18,3.684313694966043136e+18,3.970793710273460736e+18,4.265176004446083072e+18,4.567162964241882624e+18,4.876465421934585856e+18,5.192802644158384128e+18,5.515902309147535360e+18,5.845500470725178368e+18,6.181341507612915712e+18,6.523178057091130368e+18,6.870770932576315392e+18,7.223889025202034688e+18,7.582309189944479744e+18,7.945816117199777792e+18,8.314202190994851840e+18,8.687267335201548288e+18,9.064818849235065856e+18,9.446671234766118912e+18,9.832646014972899328e+18,1.022257154781655040e+19,1.061628283475271680e+19
1.212121212121212120e-03,1.232113996279632874e+11,1.222216806763690039e+13,1.923623375668515000e+14,1.220738610883880500e+15,4.593169203267412000e+15,1.245375403246418800e+16,2.715065308571506400e+16,5.084401838453764800e+16,8.529420265205788800e+16,1.318043469031923680e+17,1.912524534905585280e+17,2.641612087731422720e+17,3.507753084474330880e+17,4.511318851456981760e+17,5.651188209272480000e+17,6.925203358782246400e+17,8.330512412715430400e+17,9.863818972790944000e+17,1.152155930807130752e+18,1.330002519211532288e+18,1.519544714545949440e+18,1.720404956872825088e+18,1.932208640143506688e+18,2.154586361188423168e+18,2.387175300326862848e+18,2.629620044662253568e+18,2.881573064277695488e+18,3.142694979427392512e+18,3.412654706511672320e+18,3.691129536414561280e+18,3.977805176165359104e+18,4.272375770417966080e+18,4.574543910370091520e+18,4.884020632616689664e+18,5.200525407736104960e+18,5.523786117232724992e+18,5.853539017189706752e+18,6.189528687211826176e+18,6.531507963700686848e+18,6.879237857041781760e+18,7.232487452801974272e+18,7.591033797488625664e+18,7.954661769785447424e+18,8.323163938452739072e+18,8.696340408265254912e+18,9.073998655471100928e+18,9.455953354301386752e+18,9.842026196056309760e+18,1.023204570225026458e+19,1.062584703322606592e+19
9.090909090909090901e-04,1.171795442379004364e+11,1.179699419603714258e+13,1.875032007632151875e+14,1.197721091994182500e+15,4.526642809434309000e+15,1.231140499394909400e+16,2.689974560866528000e+16,5.045601378775739200e+16,8.474677543834265600e+16,1.310815706898966080e+17,1.903440545330761600e+17,2.630614949487663680e+17,3.494820978662708480e+17,4.496455746876591360e+17,5.634416354581448960e+17,6.906557517409623040e+17,8.310035589257749760e+17,9.841559333644880640e+17,1.149756801697708032e+18,1.327435492363999232e+18,1.516815108704435200e+18,1.717518076608443136e+18,1.929169733946652160e+18,2.151400595326709504e+18,2.383847742986773504e+18,2.626155656612100096e+18,2.877976693537503744e+18,3.138971358314923008e+18,3.408808450043695616e+18,3.687165141452908544e+18,3.973727020964857856e+18,4.268188114402235904e+18,4.570250894062243328e+18,4.879626277708683264e+18,5.196033617308546048e+18,5.519200676147428352e+18,5.848863592677779456e+18,6.184766829675117568e+18,6.526663107737236480e+18,6.874313322698182656e+18,7.227486447048846336e+18,7.585959415909076992e+18,7.949516998462107648e+18,8.317951656035400704e+18,8.691063388199106560e+18,9.068659568364212224e+18,9.450554770409877504e+18,9.836570587866005504e+18,1.022653544713399910e+19,1.062028441615760179e+19
1.515151515151515150e-03,1.312209172694766693e+11,1.278045702081126953e+13,1.986968362070957500e+14,1.250605422958792750e+15,4.679229374390320000e+15,1.263752544196047800e+16,2.747411898497683200e+16,5.134373250758324000e+16,8.599873199908273600e+16,1.327340510604658400e+17,1.924204504281301120e+17,2.655747511126675200e+17,3.524371572925960320e+17,4.530415032479608960e+17,5.672733338112147200e+17,6.949152695513573120e+17,8.356810689019653120e+17,9.892404329985864960e+17,1.155236606442235136e+18,1.333298574292846848e+18,1.523049323837598208e+18,1.724111314004253696e+18,1.936110011136271104e+18,2.158676117836733952e+18,2.391446940440652288e+18,2.634067203981944832e+18,2.886189523273503744e+18,3.147474667066407424e+18,3.417591702296130560e+18,3.696218071470572544e+18,3.983039633819070464e+18,4.277750686480961024e+18,4.580053973226526208e+18,4.889660683132590080e+18,5.206290438975333376e+18,5.529671273950983168e+18,5.859539595077350400e+18,6.195640131862736896e+18,6.537725869293670400e+18,6.885557964730618880e+18,7.238905648819461120e+18,7.597546110977324032e+18,7.961264370373875712e+18,8.329853133600003072e+18,8.703112640399982592e+18,9.080850498951791616e+18,9.462881512226109440e+18,9.849027496948961280e+18,1.023911709664969728e+19,1.063298559020311757e+19
1.212121212121212120e-03,1.232113996279631805e+11,1.222216806763689258e+13,1.923623375668513438e+14,1.220738610883879250e+15,4.593169203267405000e+15,1.245375403246417400e+16,2.715065308571504400e+16,5.084401838453756000e+16,8.529420265205787200e+16,1.318043469031922240e+17,1.912524534905584000e+17,2.641612087731418560e+17,3.507753084474328960e+17,4.511318851456977280e+17,5.651188209272474880e+17,6.925203358782245120e+17,8.330512412715421440e+17,9.863818972790922240e+17,1.152155930807129472e+18,1.330002519211531520e+18,1.519544714545948416e+18,1.720404956872824832e+18,1.932208640143506688e+18,2.154586361188421632e+18,2.387175300326859776e+18,2.629620044662251520e+18,2.881573064277694464e+18,3.142694979427392000e+18,3.412654706511667712e+18,3.691129536414556160e+18,3.977805176165352448e+18,4.272375770417963008e+18,4.574543910370086400e+18,4.884020632616677376e+18,5.200525407736096768e+18,5.523786117232721920e+18,5.853539017189700608e+18,6.189528687211816960e+18,6.531507963700681728e+18,6.879237857041771520e+18,7.232487452801971200e+18,7.591033797488619520e+18,7.954661769785439232e+18,8.323163938452730880e+18,8.696340408265249792e+18,9.073998655471095808e+18,9.455953354301368320e+18,9.842026196056303616e+18,1.023204570225025843e+19,1.062584703322605773e+19
