x,t=1.00e+01s,t=2.00e+01s,t=3.00e+01s,t=4.00e+01s,t=5.00e+01s,t=6.00e+01s,t=7.00e+01s,t=8.00e+01s,t=9.00e+01s,t=1.00e+02s,t=1.10e+02s,t=1.20e+02s,t=1.30e+02s,t=1.40e+02s,t=1.50e+02s,t=1.60e+02s,t=1.70e+02s,t=1.80e+02s,t=1.90e+02s,t=2.00e+02s,t=2.10e+02s,t=2.20e+02s,t=2.30e+02s,t=2.40e+02s,t=2.50e+02s,t=2.60e+02s,t=2.70e+02s,t=2.80e+02s,t=2.90e+02s,t=3.00e+02s,t=3.10e+02s,t=3.20e+02s,t=3.30e+02s,t=3.40e+02s,t=3.50e+02s,t=3.60e+02s,t=3.70e+02s,t=3.80e+02s,t=3.90e+02s,t=4.00e+02s,t=4.10e+02s,t=4.20e+02s,t=4.30e+02s,t=4.40e+02s,t=4.50e+02s,t=4.60e+02s,t=4.70e+02s,t=4.80e+02s,t=4.90e+02s,t=5.00e+02s
3.030303030303030300e-04,1.103120850158243713e+11,1.130762772644156445e+13,1.818711805567362500e+14,1.170923418199188750e+15,4.448993768037087000e+15,1.214532206470935200e+16,2.660970805003676400e+16,5.002404383552232800e+16,8.420675492949124800e+16,1.305975308969868000e+17,1.903634587655659200e+17,2.645697471632909440e+17,3.543688251146545920e+17,4.611717094753559040e+17,5.867762367552760320e+17,7.334385358738426880e+17,9.038854699685012480e+17,1.101274777342739712e+18,1.329115212254379520e+18,1.591161132078155008e+18,1.891295441369625856e+18,2.233412591845984256e+18,2.621310377284114432e+18,3.058596239270460928e+18,3.548611130763031040e+18,4.094371863384532480e+18,4.698531329912574976e+18,5.363354992884596736e+18,6.090711468189020160e+18,6.882074802840642560e+18,7.738536050221947904e+18,8.660821901291489280e+18,9.649318372337072128e+18,1.070409783179253760e+19,1.182494793811648717e+19,1.301140133701681766e+19,1.426276521733652685e+19,1.557815004480318464e+19,1.695649697987430810e+19,1.839660364102927360e+19,1.989714800057432883e+19,2.145671029963976704e+19,2.307379294613669888e+19,2.474683841753818726e+19,2.647424523274988749e+19,2.825438208699229389e+19,3.008560026310928384e+19,3.196624444424010957e+19,3.389466205818498253e+19,3.586921128457370829e+19
0.000000000000000000e+00,1.100636950766733704e+11,1.128983275485627148e+13,1.816656776165860625e+14,1.169943416984203500e+15,4.446148880710259500e+15,1.213921652341819600e+16,2.659892176227814800e+16,5.000732656420370400e+16,8.418309663897313600e+16,1.305661354692524320e+17,1.903236585919675520e+17,2.645208906733745600e+17,3.543101628774481920e+17,4.611022983807392000e+17,5.866948749431987200e+17,7.333437338110571520e+17,9.037754565675961600e+17,1.101147535317229696e+18,1.328968534387377408e+18,1.590992689520453120e+18,1.891102855916486400e+18,2.233193505751910912e+18,2.621062516047175680e+18,3.058317464601859584e+18,3.548299482460166144e+18,4.094025589973166080e+18,4.698148908720344064e+18,5.362935140700444672e+18,6.090253143914139648e+18,6.881577203610607616e+18,7.737998602433101824e+18,8.660244247843592192e+18,9.648700357243236352e+18,1.070343948313149030e+19,1.182424945012730266e+19,1.301066305197365453e+19,1.426198760769501798e+19,1.557733369598435328e+19,1.695564257394580480e+19,1.839571194145695744e+19,1.989621983814714573e+19,2.145574655961611878e+19,2.307279455661848576e+19,2.474580633904774758e+19,2.647318044896195379e+19,2.825328559655860634e+19,3.008447307250291098e+19,3.196508756154177126e+19,3.389347648773158502e+19,3.586799802238918656e+19
6.060606060606060601e-04,1.129522782144730072e+11,1.149644716493624414e+13,1.840493210660572188e+14,1.181303145253798000e+15,4.479111586338177500e+15,1.220993933189240600e+16,2.672383929784300800e+16,5.020090539409245600e+16,8.445702291494096000e+16,1.309296203756677120e+17,1.907844275298522880e+17,2.650864852129225600e+17,3.549892588760956160e+17,4.619058145880960640e+17,5.876367255894305280e+17,7.344411627945360640e+17,9.050489661238850560e+17,1.102620476428022656e+18,1.330666455276939008e+18,1.592942545060890624e+18,1.893332171099506688e+18,2.235729567742676224e+18,2.623931647665291264e+18,3.061544411428108288e+18,3.551906928382957568e+18,4.098033802714516992e+18,4.702575507666503680e+18,5.367794973668951040e+18,6.095558256586110976e+18,6.887336884503430144e+18,7.744219486828283904e+18,8.666930465487261696e+18,9.655853710500120576e+18,1.071105964431129190e+19,1.183233416872359731e+19,1.301920836444090778e+19,1.427098804407446938e+19,1.558678247914685235e+19,1.696553180844499763e+19,1.840603278999327130e+19,1.990696268445108634e+19,2.146690115719375258e+19,2.308435016328747008e+19,2.475775183755404083e+19,2.648550445422685798e+19,2.826597655028328038e+19,3.009751932597029274e+19,3.197847744751746662e+19,3.390719838238905958e+19,3.588204039817898803e+19
3.030303030303030300e-04,1.103120850158242645e+11,1.130762772644155469e+13,1.818711805567361250e+14,1.170923418199188000e+15,4.448993768037084000e+15,1.214532206470933800e+16,2.660970805003673200e+16,5.002404383552228800e+16,8.420675492949118400e+16,1.305975308969866880e+17,1.903634587655657280e+17,2.645697471632909120e+17,3.543688251146543360e+17,4.611717094753555200e+17,5.867762367552753920e+17,7.334385358738421760e+17,9.038854699685007360e+17,1.101274777342739712e+18,1.329115212254379264e+18,1.591161132078153984e+18,1.891295441369623808e+18,2.233412591845982464e+18,2.621310377284112384e+18,3.058596239270456832e+18,3.548611130763026944e+18,4.094371863384528384e+18,4.698531329912570880e+18,5.363354992884595712e+18,6.090711468189016064e+18,6.882074802840634368e+18,7.738536050221938688e+18,8.660821901291483136e+18,9.649318372337068032e+18,1.070409783179253555e+19,1.182494793811648102e+19,1.301140133701680128e+19,1.426276521733651251e+19,1.557815004480317440e+19,1.695649697987429171e+19,1.839660364102925926e+19,1.989714800057430835e+19,2.145671029963976294e+19,2.307379294613668250e+19,2.474683841753816269e+19,2.647424523274985882e+19,2.825438208699224474e+19,3.008560026310926336e+19,3.196624444424009728e+19,3.389466205818495386e+19,3.586921128457370010e+19
9.090909090909090901e-04,1.171795442774188538e+11,1.179699429395356055e+13,1.875032239373387500e+14,1.197722517833405750e+15,4.526678763313259000e+15,1.231188620595900600e+16,2.690377422468374800e+16,5.047959672133858400e+16,8.485124170992811200e+16,1.314525862077694080e+17,1.914472336398924800e+17,2.658999706048501760e+17,3.559659016663698560e+17,4.630613228753945600e+17,5.889911159441515520e+17,7.360192373377574400e+17,9.068802072068218880e+17,1.104738455879845632e+18,1.333107896801829120e+18,1.595746187517941760e+18,1.896537566416767744e+18,2.239375920383883008e+18,2.628056771421799424e+18,3.066183849658127360e+18,3.557093258868193792e+18,4.103796129261807616e+18,4.708939127370122240e+18,5.374781200592312320e+18,6.103184378468808704e+18,6.895616227885579264e+18,7.753161566768365568e+18,8.676541198069840896e+18,9.666135669009971200e+18,1.072201234287933645e+19,1.184395436015377203e+19,1.303149034163517850e+19,1.428392393689301606e+19,1.560036254063223603e+19,1.697974468609905050e+19,1.842086577923996877e+19,1.992240196257893171e+19,2.148293199698115379e+19,2.310095712621167411e+19,2.477491894700247859e+19,2.650321534950256640e+19,2.828421462245016371e+19,3.011626783674581402e+19,3.199771963250863309e+19,3.392691754000122266e+19,3.590221996551910195e+19
6.060606060606060601e-04,1.129522782144729156e+11,1.149644716493624414e+13,1.840493210660571562e+14,1.181303145253797500e+15,4.479111586338177500e+15,1.220993933189239200e+16,2.672383929784297200e+16,5.020090539409243200e+16,8.445702291494084800e+16,1.309296203756675680e+17,1.907844275298522240e+17,2.650864852129225280e+17,3.549892588760954880e+17,4.619058145880954880e+17,5.876367255894295040e+17,7.344411627945354240e+17,9.050489661238837760e+17,1.102620476428022272e+18,1.330666455276938240e+18,1.592942545060889600e+18,1.893332171099505152e+18,2.235729567742674944e+18,2.623931647665289728e+18,3.061544411428106240e+18,3.551906928382954496e+18,4.098033802714511872e+18,4.702575507666498560e+18,5.367794973668944896e+18,6.095558256586107904e+18,6.887336884503426048e+18,7.744219486828279808e+18,8.666930465487255552e+18,9.655853710500108288e+18,1.071105964431128166e+19,1.183233416872359322e+19,1.301920836444088730e+19,1.427098804407445914e+19,1.558678247914683187e+19,1.696553180844497101e+19,1.840603278999324672e+19,1.990696268445107814e+19,2.146690115719373619e+19,2.308435016328746189e+19,2.475775183755401626e+19,2.648550445422682522e+19,2.826597655028324762e+19,3.009751932597025997e+19,3.197847744751745434e+19,3.390719838238903501e+19,3.588204039817895936e+19
1.212121212121212120e-03,1.232113996698737488e+11,1.222216817055533984e+13,1.923623617413775312e+14,1.220740088867520500e+15,4.593206274978283000e+15,1.245424801880733200e+16,2.715477346334756800e+16,5.086806466412380800e+16,8.540044915171873600e+16,1.321808768640112480e+17,1.923700127840961600e+17,2.670323099540285440e+17,3.573251698751119360e+17,4.646693927148404480e+17,5.908758576190864640e+17,7.382151754063613440e+17,9.094283685303018240e+17,1.107685544037407872e+18,1.336504985879990016e+18,1.599647140607006464e+18,1.900997364518561280e+18,2.244449050044749824e+18,2.633795776095968768e+18,3.072638108624371200e+18,3.564308022894955008e+18,4.111811815808290816e+18,4.717790859803314176e+18,5.384498564609274880e+18,6.113791363177472000e+18,6.907131317335865344e+18,7.765597948832523264e+18,8.689907060388814848e+18,9.680434555452921856e+18,1.073724354803602637e+19,1.186011334341423309e+19,1.304856914617309594e+19,1.430191160222975181e+19,1.561924550036243046e+19,1.699950714480160768e+19,1.844149006460334080e+19,1.994386885037944422e+19,2.150522100781547110e+19,2.312404679385153126e+19,2.479878705895871283e+19,2.652783916090189005e+19,2.830957104468069990e+19,3.014233360255120589e+19,3.202447143933250355e+19,3.395433217343041126e+19,3.593027440466244403e+19
9.090909090909090901e-04,1.171795442774186859e+11,1.179699429395355273e+13,1.875032239373386562e+14,1.197722517833405000e+15,4.526678763313257000e+15,1.231188620595899200e+16,2.690377422468372800e+16,5.047959672133853600e+16,8.485124170992801600e+16,1.314525862077693120e+17,1.914472336398923200e+17,2.658999706048497600e+17,3.559659016663696000e+17,4.630613228753939840e+17,5.889911159441507840e+17,7.360192373377570560e+17,9.068802072068211200e+17,1.104738455879844736e+18,1.333107896801827840e+18,1.595746187517941504e+18,1.896537566416765952e+18,2.239375920383881728e+18,2.628056771421796864e+18,3.066183849658125312e+18,3.557093258868191744e+18,4.103796129261800960e+18,4.708939127370117120e+18,5.374781200592304128e+18,6.103184378468802560e+18,6.895616227885574144e+18,7.753161566768354304e+18,8.676541198069832704e+18,9.666135669009963008e+18,1.072201234287932416e+19,1.184395436015376794e+19,1.303149034163517030e+19,1.428392393689299968e+19,1.560036254063221555e+19,1.697974468609902387e+19,1.842086577923994214e+19,1.992240196257891533e+19,2.148293199698113741e+19,2.310095712621164954e+19,2.477491894700246630e+19,2.650321534950252544e+19,2.828421462245013504e+19,3.011626783674577715e+19,3.199771963250861261e+19,3.392691754000119398e+19,3.590221996551908557e+19
1.515151515151515150e-03,1.312209173145852814e+11,1.278045713037336133e+13,1.986968617029900938e+14,1.250606969498527250e+15,4.679267910119620000e+15,1.263803610570090600e+16,2.747835884689852800e+16,5.136838080943170400e+16,8.610728738278088000e+16,1.331177223621163360e+17,1.935566092603951680e+17,2.684880066751724800e+17,3.590722948936651520e+17,4.667360780676795520e+17,5.932979457265537280e+17,7.410370514948180480e+17,9.127027559644714240e+17,1.111472437447015040e+18,1.340869970090806528e+18,1.604659358824373248e+18,1.906727373698183680e+18,2.250966753251733248e+18,2.641168566053427712e+18,3.080929303863320064e+18,3.573575633577384448e+18,4.122107642513565696e+18,4.729159905172530176e+18,5.396978723334493184e+18,6.127413348523805696e+18,6.921918780296175616e+18,7.781567747463560192e+18,8.707069640510835712e+18,9.698794408689096704e+18,1.075679971839610880e+19,1.188085995880264704e+19,1.307049595602439373e+19,1.432500450678113485e+19,1.564348706079433114e+19,1.702487706660528947e+19,1.846796564910324122e+19,1.997142541139794739e+19,2.153383225208472371e+19,2.315368516501342618e+19,2.482942404591417344e+19,2.655944557193102131e+19,2.834211724920589517e+19,3.017578974270065459e+19,3.205880761361783603e+19,3.398951859490994995e+19,3.596628153594671514e+19
1.212121212121212120e-03,1.232113996698735962e+11,1.222216817055533594e+13,1.923623617413775000e+14,1.220740088867519000e+15,4.593206274978281000e+15,1.245424801880731200e+16,2.715477346334754400e+16,5.086806466412372000e+16,8.540044915171860800e+16,1.321808768640111200e+17,1.923700127840960320e+17,2.670323099540282240e+17,3.573251698751116160e+17,4.646693927148399360e+17,5.908758576190860800e+17,7.382151754063612160e+17,9.094283685303013120e+17,1.107685544037407488e+18,1.336504985879988480e+18,1.599647140607005952e+18,1.900997364518559744e+18,2.244449050044748800e+18,2.633795776095967744e+18,3.072638108624369664e+18,3.564308022894951936e+18,4.111811815808286720e+18,4.717790859803309056e+18,5.384498564609274880e+18,6.113791363177464832e+18,6.907131317335863296e+18,7.765597948832514048e+18,8.689907060388806656e+18,9.680434555452909568e+18,1.073724354803602432e+19,1.186011334341422899e+19,1.304856914617308365e+19,1.430191160222974157e+19,1.561924550036241818e+19,1.699950714480158106e+19,1.844149006460333261e+19,1.994386885037942784e+19,2.150522100781546291e+19,2.312404679385151488e+19,2.479878705895870874e+19,2.652783916090184090e+19,2.830957104468067123e+19,3.014233360255116493e+19,3.202447143933246259e+19,3.395433217343037030e+19,3.593027440466242355e+19
