x,t=1.00e+01s,t=2.00e+01s,t=3.00e+01s,t=4.00e+01s,t=5.00e+01s,t=6.00e+01s,t=7.00e+01s,t=8.00e+01s,t=9.00e+01s,t=1.00e+02s,t=1.10e+02s,t=1.20e+02s,t=1.30e+02s,t=1.40e+02s,t=1.50e+02s,t=1.60e+02s,t=1.70e+02s,t=1.80e+02s,t=1.90e+02s,t=2.00e+02s,t=2.10e+02s,t=2.20e+02s,t=2.30e+02s,t=2.40e+02s,t=2.50e+02s,t=2.60e+02s,t=2.70e+02s,t=2.80e+02s,t=2.90e+02s,t=3.00e+02s,t=3.10e+02s,t=3.20e+02s,t=3.30e+02s,t=3.40e+02s,t=3.50e+02s,t=3.60e+02s,t=3.70e+02s,t=3.80e+02s,t=3.90e+02s,t=4.00e+02s,t=4.10e+02s,t=4.20e+02s,t=4.30e+02s,t=4.40e+02s,t=4.50e+02s,t=4.60e+02s,t=4.70e+02s,t=4.80e+02s,t=4.90e+02s,t=5.00e+02s
3.030303030303030300e-04,1.103120849786432190e+11,1.130762763329664844e+13,1.818711583072274688e+14,1.170922038646247000e+15,4.448958757368614500e+15,1.214485097393879800e+16,2.660574669081874000e+16,5.000076924452251200e+16,8.410333839269876800e+16,1.302293021787819840e+17,1.892662104967895040e+17,2.617414098821082240e+17,3.478982476847125120e+17,4.477657969159296000e+17,5.612168666125717760e+17,6.880137149451733760e+17,8.278428487245556480e+17,9.803408921747655680e+17,1.145113481984113280e+18,1.321748877279244800e+18,1.509827645280099328e+18,1.708929475375774464e+18,1.918637914602451712e+18,2.138543610803221760e+18,2.368246491070342144e+18,2.607357184173684224e+18,2.855497908126359552e+18,3.112302980401138688e+18,3.377419062518210048e+18,3.650505218031109120e+18,3.931232839739110912e+18,4.219285485571570176e+18,4.514358651059857920e+18,4.816159498216047616e+18,5.124406554956661760e+18,5.438829395222141952e+18,5.759168307136877568e+18,6.085173954572877824e+18,6.416607036071661568e+18,6.753237944069329920e+18,7.094846426638346240e+18,7.441221253422867456e+18,7.792159887044074496e+18,8.147468160948905984e+18,8.506959964441880576e+18,8.870456935456199680e+18,9.237788161474418688e+18,9.608789888890863616e+18,9.983305241011349504e+18,1.036118394480633856e+19
0.000000000000000000e+00,1.100636950395906982e+11,1.128983266191932812e+13,1.816656554090090625e+14,1.169942039631578500e+15,4.446113917472895500e+15,1.213874597716741400e+16,2.659496432929867600e+16,4.998407186046416800e+16,8.407975670857456000e+16,1.301981445555698720e+17,1.892270315594130560e+17,2.616939649446027840e+17,3.478424470311939200e+17,4.477016659601062400e+17,5.611445136344767360e+17,6.879333060911795200e+17,8.277545891907988480e+17,9.802450123340120320e+17,1.145010227316924544e+18,1.321638501160098304e+18,1.509710403868696576e+18,1.708805624040944640e+18,1.918507705451155712e+18,2.138407291000623616e+18,2.368104301723035136e+18,2.607209359612057600e+18,2.855344675469043200e+18,3.112144559318174208e+18,3.377255665134063616e+18,3.650337048925792768e+18,3.931060096017975296e+18,4.219108356982952960e+18,4.514177320145908736e+18,4.815974140486113280e+18,5.124217339075870720e+18,5.438636483209694208e+18,5.758971854570134528e+18,6.084974110794432512e+18,6.416403944397205504e+18,6.753031741994676224e+18,7.094637246044554240e+18,7.441009220778416128e+18,7.791945123603442688e+18,8.147250782947063808e+18,8.506740083284216832e+18,8.870234657903643648e+18,9.237563589823526912e+18,9.608563121148676096e+18,9.983076371065001984e+18,1.036095306258727322e+19
6.060606060606060601e-04,1.129522781762437592e+11,1.149644706958064453e+13,1.840492983712176250e+14,1.181301742349258500e+15,4.479076072588601500e+15,1.220946246844825200e+16,2.671983633167112400e+16,5.017742012439088000e+16,8.435279505837806400e+16,1.305588736976493120e+17,1.896806026282840640e+17,2.622432070787509120e+17,3.484883964625452160e+17,4.484440270086180480e+17,5.619820319966976640e+17,6.888640580773114880e+17,8.287761994152624640e+17,9.813548142107805440e+17,1.146205379541370624e+18,1.322916071161710592e+18,1.511067426909265408e+18,1.710239144582770432e+18,1.920014805740878848e+18,2.139985110501620480e+18,2.369750050033305600e+18,2.608920324764404736e+18,2.857118228968595456e+18,3.113978158880455680e+18,3.379146855805804544e+18,3.652283463070672384e+18,3.933059452507914240e+18,4.221158459835675136e+18,4.516276056779305984e+18,4.818119479710826496e+18,5.126407328912734208e+18,5.440869248594608128e+18,5.761245594991689728e+18,6.087287097897580544e+18,6.418754519577603072e+18,6.755418314002151424e+18,7.097058288609550336e+18,7.443463270271995904e+18,7.794430776738902016e+18,8.149766694529273856e+18,8.509284964011310080e+18,8.872807272224584704e+18,9.240162753854083072e+18,9.611187700647460864e+18,9.985725279470837760e+18,1.036362525911845683e+19
3.030303030303030300e-04,1.103120849786431427e+11,1.130762763329664258e+13,1.818711583072273438e+14,1.170922038646245000e+15,4.448958757368612000e+15,1.214485097393878800e+16,2.660574669081870400e+16,5.000076924452248800e+16,8.410333839269872000e+16,1.302293021787818880e+17,1.892662104967892800e+17,2.617414098821080320e+17,3.478982476847121920e+17,4.477657969159291520e+17,5.612168666125713280e+17,6.880137149451723520e+17,8.278428487245546240e+17,9.803408921747654400e+17,1.145113481984112000e+18,1.321748877279243776e+18,1.509827645280097792e+18,1.708929475375772160e+18,1.918637914602449152e+18,2.138543610803218944e+18,2.368246491070340608e+18,2.607357184173680640e+18,2.855497908126358016e+18,3.112302980401136128e+18,3.377419062518204416e+18,3.650505218031106048e+18,3.931232839739109888e+18,4.219285485571563520e+18,4.514358651059853312e+18,4.816159498216041472e+18,5.124406554956656640e+18,5.438829395222139904e+18,5.759168307136869376e+18,6.085173954572871680e+18,6.416607036071656448e+18,6.753237944069320704e+18,7.094846426638342144e+18,7.441221253422862336e+18,7.792159887044073472e+18,8.147468160948901888e+18,8.506959964441875456e+18,8.870456935456193536e+18,9.237788161474416640e+18,9.608789888890853376e+18,9.983305241011341312e+18,1.036118394480633651e+19
9.090909090909090901e-04,1.171795442375053711e+11,1.179699419505798438e+13,1.875032005314741250e+14,1.197721077735791000e+15,4.526642449895523000e+15,1.231140018182899800e+16,2.689970532250511600e+16,5.045577795842161600e+16,8.474573077562683200e+16,1.310778605347180640e+17,1.903330227420080640e+17,2.630331101922056640e+17,3.494172598282702080e+17,4.495114172057824000e+17,5.631861406532852480e+17,6.902021168849945600e+17,8.302447924429657600e+17,9.829501081393352960e+17,1.147923290746668672e+18,1.324752385412460288e+18,1.513017884127313408e+18,1.712299498170689536e+18,1.922180863571902976e+18,2.142252762783397632e+18,2.372115287827961856e+18,2.611379251885604864e+18,2.859667069199180800e+18,3.116613259892148224e+18,3.381864690759450112e+18,3.655080630588586496e+18,3.935932675506829312e+18,4.224104583565562368e+18,4.519292046312769024e+18,4.821202417056985088e+18,5.129554409880098816e+18,5.444077779492553728e+18,5.764512989235629056e+18,6.090610872565555200e+18,6.422132291953623040e+18,6.758847798132773888e+18,7.100537291893553152e+18,7.446989690098362368e+18,7.798002597184613376e+18,8.153381983125737472e+18,8.512941868586083328e+18,8.876504017823353856e+18,9.243897639746531328e+18,9.614959097419589632e+18,9.989531626205337600e+18,1.036746506066399437e+19
6.060606060606060601e-04,1.129522781762435608e+11,1.149644706958065039e+13,1.840492983712174688e+14,1.181301742349257500e+15,4.479076072588601500e+15,1.220946246844824600e+16,2.671983633167110400e+16,5.017742012439086400e+16,8.435279505837806400e+16,1.305588736976492320e+17,1.896806026282839680e+17,2.622432070787506560e+17,3.484883964625452160e+17,4.484440270086174720e+17,5.619820319966972160e+17,6.888640580773109760e+17,8.287761994152609280e+17,9.813548142107805440e+17,1.146205379541369856e+18,1.322916071161709568e+18,1.511067426909264384e+18,1.710239144582768640e+18,1.920014805740876032e+18,2.139985110501618176e+18,2.369750050033302528e+18,2.608920324764403200e+18,2.857118228968593408e+18,3.113978158880454656e+18,3.379146855805798912e+18,3.652283463070668800e+18,3.933059452507910144e+18,4.221158459835669504e+18,4.516276056779301376e+18,4.818119479710818304e+18,5.126407328912730112e+18,5.440869248594601984e+18,5.761245594991684608e+18,6.087287097897575424e+18,6.418754519577594880e+18,6.755418314002142208e+18,7.097058288609541120e+18,7.443463270271989760e+18,7.794430776738904064e+18,8.149766694529268736e+18,8.509284964011296768e+18,8.872807272224583680e+18,9.240162753854074880e+18,9.611187700647450624e+18,9.985725279470825472e+18,1.036362525911845069e+19
1.212121212121212120e-03,1.232113996275441742e+11,1.222216806660771484e+13,1.923623373251062188e+14,1.220738596104044000e+15,4.593168832550300000e+15,1.245374909260076000e+16,2.715061188193874800e+16,5.084377792174177600e+16,8.529314018706128000e+16,1.318005816035840960e+17,1.912412778976233280e+17,2.641324977613334080e+17,3.507098098331564160e+17,4.509965100700066560e+17,5.648612505603294080e+17,6.920633874829432320e+17,8.322874699989555200e+17,9.851688608115104000e+17,1.150312440256401792e+18,1.327306072997577472e+18,1.515730188046223616e+18,1.715164515941106688e+18,1.925192768783982080e+18,2.145405843714064384e+18,2.375403973101180928e+18,2.614798126950793728e+18,2.863210886322439680e+18,3.120276943575578112e+18,3.385643339945013248e+18,3.658969518605347840e+18,3.939927248438688256e+18,4.228200457518260736e+18,4.523485003919261184e+18,4.825488403462490112e+18,5.133929528379319296e+18,5.448538286943321088e+18,5.769055291339305984e+18,6.095231519080315904e+18,6.426827971889679360e+18,6.763615334966163456e+18,7.105373638826206208e+18,7.451891925385359360e+18,7.802967919544784896e+18,8.158407707247675392e+18,8.518025420738888704e+18,8.881642931579008000e+18,9.249089551818876928e+18,9.620201743623553024e+18,9.994822837538471936e+18,1.037280275951170150e+19
9.090909090909090901e-04,1.171795442375052643e+11,1.179699419505797656e+13,1.875032005314739688e+14,1.197721077735789500e+15,4.526642449895521000e+15,1.231140018182898800e+16,2.689970532250508800e+16,5.045577795842160000e+16,8.474573077562683200e+16,1.310778605347179520e+17,1.903330227420079360e+17,2.630331101922053440e+17,3.494172598282696960e+17,4.495114172057818880e+17,5.631861406532848640e+17,6.902021168849945600e+17,8.302447924429647360e+17,9.829501081393349120e+17,1.147923290746667520e+18,1.324752385412459520e+18,1.513017884127312640e+18,1.712299498170688256e+18,1.922180863571901440e+18,2.142252762783394304e+18,2.372115287827959296e+18,2.611379251885603840e+18,2.859667069199179264e+18,3.116613259892146176e+18,3.381864690759444480e+18,3.655080630588582400e+18,3.935932675506822144e+18,4.224104583565560320e+18,4.519292046312767488e+18,4.821202417056978944e+18,5.129554409880094720e+18,5.444077779492550656e+18,5.764512989235628032e+18,6.090610872565551104e+18,6.422132291953619968e+18,6.758847798132765696e+18,7.100537291893542912e+18,7.446989690098356224e+18,7.798002597184609280e+18,8.153381983125731328e+18,8.512941868586078208e+18,8.876504017823347712e+18,9.243897639746527232e+18,9.614959097419577344e+18,9.989531626205323264e+18,1.036746506066399437e+19
1.515151515151515150e-03,1.312209172690256195e+11,1.278045701971564453e+13,1.986968359521369062e+14,1.250605407493394250e+15,4.679228989033024000e+15,1.263752033532306400e+16,2.747407658635760000e+16,5.134348602456472800e+16,8.599764644524577600e+16,1.327302143474493760e+17,1.924090888398074240e+17,2.655456185570422720e+17,3.523708059165852800e+17,4.529045574997636480e+17,5.670130876920613760e+17,6.944540517319229440e+17,8.349108520313401600e+17,9.880181129541018880e+17,1.153380272805750528e+18,1.330584966447531520e+18,1.519212543338992128e+18,1.718842759611779840e+18,1.929059425587100416e+18,2.149453585976467200e+18,2.379625653509286912e+18,2.619186799596627968e+18,2.867759819454515712e+18,3.124979626503726592e+18,3.390493485833854464e+18,3.663961064382316032e+18,3.945054352682626048e+18,4.233457496940662784e+18,4.528866568871903744e+18,4.830989292779954176e+18,5.139544743777059840e+18,5.454263027130251264e+18,5.774884945960307712e+18,6.101161662573416448e+18,6.432854357320550400e+18,6.769733887886892032e+18,7.111580451193678848e+18,7.458183249566258176e+18,7.809340162427476992e+18,8.164857424476866560e+18,8.524549311084673024e+18,8.888237831449250816e+18,9.255752429921363968e+18,9.626929695782273024e+18,1.000161308166709453e+19,1.037965263074568397e+19
1.212121212121212120e-03,1.232113996275440826e+11,1.222216806660770898e+13,1.923623373251059062e+14,1.220738596104043250e+15,4.593168832550295000e+15,1.245374909260074200e+16,2.715061188193872400e+16,5.084377792174172800e+16,8.529314018706121600e+16,1.318005816035839840e+17,1.912412778976230400e+17,2.641324977613331840e+17,3.507098098331561600e+17,4.509965100700063360e+17,5.648612505603291520e+17,6.920633874829429760e+17,8.322874699989544960e+17,9.851688608115091200e+17,1.150312440256400768e+18,1.327306072997576704e+18,1.515730188046222080e+18,1.715164515941104896e+18,1.925192768783980800e+18,2.145405843714063360e+18,2.375403973101177856e+18,2.614798126950791680e+18,2.863210886322437120e+18,3.120276943575574016e+18,3.385643339945009152e+18,3.658969518605344256e+18,3.939927248438683136e+18,4.228200457518254592e+18,4.523485003919259648e+18,4.825488403462484992e+18,5.133929528379315200e+18,5.448538286943315968e+18,5.769055291339303936e+18,6.095231519080313856e+18,6.426827971889678336e+18,6.763615334966154240e+18,7.105373638826192896e+18,7.451891925385348096e+18,7.802967919544781824e+18,8.158407707247667200e+18,8.518025420738883584e+18,8.881642931578999808e+18,9.249089551818872832e+18,9.620201743623540736e+18,9.994822837538453504e+18,1.037280275951169741e+19
