x,t=1.00e+01s,t=2.00e+01s,t=3.00e+01s,t=4.00e+01s,t=5.00e+01s,t=6.00e+01s,t=7.00e+01s,t=8.00e+01s,t=9.00e+01s,t=1.00e+02s,t=1.10e+02s,t=1.20e+02s,t=1.30e+02s,t=1.40e+02s,t=1.50e+02s,t=1.60e+02s,t=1.70e+02s,t=1.80e+02s,t=1.90e+02s,t=2.00e+02s,t=2.10e+02s,t=2.20e+02s,t=2.30e+02s,t=2.40e+02s,t=2.50e+02s,t=2.60e+02s,t=2.70e+02s,t=2.80e+02s,t=2.90e+02s,t=3.00e+02s,t=3.10e+02s,t=3.20e+02s,t=3.30e+02s,t=3.40e+02s,t=3.50e+02s,t=3.60e+02s,t=3.70e+02s,t=3.80e+02s,t=3.90e+02s,t=4.00e+02s,t=4.10e+02s,t=4.20e+02s,t=4.30e+02s,t=4.40e+02s,t=4.50e+02s,t=4.60e+02s,t=4.70e+02s,t=4.80e+02s,t=4.90e+02s,t=5.00e+02s
3.030303030303030300e-04,1.103120853504879150e+11,1.130762856482962305e+13,1.818713808223401562e+14,1.170935835417389000e+15,4.449308895566083500e+15,1.214956230566840200e+16,2.664536384857880400e+16,5.023353610374731200e+16,8.513759684481523200e+16,1.339119207998206080e+17,2.002396808067575680e+17,2.900273284520650880e+17,4.126098460862299520e+17,5.818369890381500160e+17,8.168335737733194240e+17,1.142302810659346560e+18,1.588337506367656192e+18,2.189788595236300032e+18,2.985296402805837824e+18,4.016113920547196928e+18,5.324848961527379968e+18,6.954232722090900480e+18,8.945995009882332160e+18,1.133989802565424128e+19,1.417295532241637376e+19,1.747884242333818675e+19,2.128749102195770163e+19,2.562484925466193101e+19,3.051278532661219328e+19,3.596910976962309325e+19,4.200769186014846976e+19,4.863864742532320461e+19,5.586857778977374208e+19,6.370084250844868608e+19,7.213585147690876109e+19,8.117136480951607296e+19,9.080279141175271424e+19,1.010234793898104586e+20,1.118249933237325169e+20,1.231973749908037632e+20,1.351293853897369682e+20,1.476087269172536934e+20,1.606222453232080650e+20,1.741561116541653156e+20,1.881959848214807511e+20,2.027271557281811661e+20,2.177346740852053770e+20,2.332034591638552576e+20,2.491183957861203640e+20,2.654644168630380134e+20
0.000000000000000000e+00,1.100636954104503174e+11,1.128983359137237891e+13,1.816658775047681562e+14,1.169955814397564500e+15,4.446463581316585000e+15,1.214345186320923400e+16,2.663454222113934400e+16,5.021663982918604000e+16,8.511324902779891200e+16,1.338783849173408480e+17,2.001942889479941120e+17,2.899657667199246720e+17,4.125254270201509760e+17,5.817200519417914880e+17,8.166711243466344960e+17,1.142078456762249216e+18,1.588031688581971712e+18,2.189379065319188992e+18,2.984758877055717376e+18,4.015422827777472000e+18,5.323978211882185728e+18,6.953156437443779584e+18,8.944688173977155584e+18,1.133833702896941875e+19,1.417111839098521190e+19,1.747670993165731226e+19,2.128504569766096077e+19,2.562207628725554790e+19,3.050967239485990912e+19,3.596564700275387597e+19,4.200387174748377088e+19,4.863446468763326874e+19,5.586402922400586138e+19,6.369592681567310643e+19,7.213056908155328922e+19,8.116571767631175680e+19,9.079678286534477414e+19,1.010171139407180431e+20,1.118182765032760934e+20,1.231903131967429345e+20,1.351219857436610560e+20,1.476009971342128251e+20,1.606141935936576225e+20,1.741477465379737764e+20,1.881873151535320269e+20,2.027181905349471109e+20,2.177254225115611464e+20,2.331939304093643571e+20,2.491085990499869000e+20,2.654543612969337815e+20
6.060606060606060601e-04,1.129522785585705719e+11,1.149644802322244336e+13,1.840495253400408125e+14,1.181315772657393000e+15,4.479431242049919000e+15,1.221423153210973800e+16,2.675986959641972000e+16,5.041229396026304800e+16,8.539516743845904000e+16,1.342666741832136320e+17,2.007198451857326080e+17,2.906785476267092480e+17,4.135028719593564800e+17,5.830740196239008000e+17,8.185520594574141440e+17,1.144676128746151552e+18,1.591572518856762880e+18,2.194120586394200320e+18,2.990982168468377600e+18,4.023423858284836352e+18,5.334058941488708608e+18,6.965616364861548544e+18,8.959816813501594624e+18,1.135640760608598016e+19,1.419238288112511181e+19,1.750139544042928128e+19,2.131335209360627302e+19,2.565417494476251136e+19,3.054570587837106586e+19,3.600572951666144870e+19,4.204809018278119834e+19,4.868288011131616461e+19,5.591667867648403046e+19,6.375282530228126515e+19,7.219171166477092454e+19,8.123108159438050099e+19,9.086632961997707674e+19,1.010907913112734433e+20,1.118960204571164017e+20,1.232720496756018708e+20,1.352076323139878912e+20,1.476904644958233887e+20,1.607073869459027722e+20,1.742445668062737531e+20,1.882876600817294377e+20,2.028219556507213496e+20,2.178325019732807516e+20,2.333042177433772360e+20,2.492219877875934822e+20,2.655707455202361016e+20
3.030303030303030300e-04,1.103120853504878845e+11,1.130762856482961523e+13,1.818713808223399375e+14,1.170935835417388000e+15,4.449308895566079500e+15,1.214956230566838400e+16,2.664536384857878400e+16,5.023353610374725600e+16,8.513759684481518400e+16,1.339119207998204160e+17,2.002396808067574400e+17,2.900273284520649600e+17,4.126098460862295040e+17,5.818369890381493760e+17,8.168335737733185280e+17,1.142302810659346176e+18,1.588337506367654400e+18,2.189788595236297472e+18,2.985296402805833728e+18,4.016113920547192832e+18,5.324848961527376896e+18,6.954232722090895360e+18,8.945995009882327040e+18,1.133989802565423104e+19,1.417295532241636352e+19,1.747884242333816627e+19,2.128749102195769344e+19,2.562484925466190643e+19,3.051278532661214413e+19,3.596910976962305638e+19,4.200769186014842061e+19,4.863864742532315546e+19,5.586857778977369293e+19,6.370084250844862054e+19,7.213585147690876109e+19,8.117136480951599104e+19,9.080279141175264870e+19,1.010234793898103603e+20,1.118249933237324186e+20,1.231973749908035502e+20,1.351293853897369190e+20,1.476087269172535296e+20,1.606222453232079012e+20,1.741561116541652173e+20,1.881959848214805545e+20,2.027271557281810022e+20,2.177346740852051476e+20,2.332034591638550282e+20,2.491183957861200364e+20,2.654644168630376202e+20
9.090909090909090901e-04,1.171795446366762543e+11,1.179699518410271875e+13,1.875034346111865625e+14,1.197735480008157000e+15,4.527005616758203000e+15,1.231626086059449400e+16,2.694039800666952800e+16,5.069398702662176000e+16,8.580093508797684800e+16,1.348254545520665280e+17,2.014761346109482560e+17,2.917042947510648960e+17,4.149095725763596160e+17,5.850226700366188800e+17,8.212591203623879680e+17,1.148414560944982400e+18,1.596667918852692480e+18,2.200943206019448320e+18,2.999936034112008192e+18,4.034934325281051136e+18,5.348559909256142848e+18,6.983538136524241920e+18,8.981575293923119104e+18,1.138239525267101286e+19,1.422296158506289766e+19,1.753689133516818637e+19,2.135405216221206528e+19,2.570032522129583309e+19,3.059751100051525222e+19,3.606335337727343411e+19,4.211165743770927923e+19,4.875247832232081818e+19,5.599236089580746342e+19,6.383461293533975347e+19,7.227959747692854477e+19,8.132503275516013773e+19,9.096629070248592998e+19,1.011966871856967680e+20,1.120077590348426281e+20,1.233895244750742487e+20,1.353307248310342124e+20,1.478190463703636378e+20,1.608413219239349780e+20,1.743837125012485898e+20,1.884318695431701463e+20,2.029710787505041900e+20,2.179863866216177664e+20,2.334627109474417050e+20,2.493849365660666429e+20,2.657379976869869650e+20
6.060606060606060601e-04,1.129522785585704956e+11,1.149644802322243164e+13,1.840495253400406875e+14,1.181315772657391500e+15,4.479431242049917500e+15,1.221423153210971800e+16,2.675986959641969200e+16,5.041229396026302400e+16,8.539516743845897600e+16,1.342666741832135360e+17,2.007198451857324160e+17,2.906785476267088640e+17,4.135028719593560320e+17,5.830740196239002880e+17,8.185520594574133760e+17,1.144676128746151040e+18,1.591572518856760320e+18,2.194120586394198272e+18,2.990982168468374528e+18,4.023423858284832256e+18,5.334058941488706560e+18,6.965616364861543424e+18,8.959816813501585408e+18,1.135640760608596787e+19,1.419238288112510362e+19,1.750139544042926694e+19,2.131335209360626074e+19,2.565417494476248269e+19,3.054570587837104128e+19,3.600572951666143642e+19,4.204809018278119014e+19,4.868288011131608269e+19,5.591667867648398950e+19,6.375282530228122419e+19,7.219171166477092454e+19,8.123108159438041907e+19,9.086632961997701120e+19,1.010907913112733942e+20,1.118960204571163034e+20,1.232720496756016906e+20,1.352076323139877765e+20,1.476904644958233559e+20,1.607073869459026412e+20,1.742445668062735237e+20,1.882876600817293066e+20,2.028219556507211858e+20,2.178325019732806533e+20,2.333042177433768755e+20,2.492219877875932856e+20,2.655707455202359378e+20
1.212121212121212120e-03,1.232114000508770752e+11,1.222216910617751758e+13,1.923625815097962812e+14,1.220753525082421750e+15,4.593543290531670000e+15,1.245873880374487200e+16,2.719223144182483600e+16,5.108666720581606400e+16,8.636632642136201600e+16,1.356038765078194560e+17,2.025296427253471360e+17,2.931332297802670080e+17,4.168693646721904640e+17,5.877376433434073600e+17,8.250307366357999360e+17,1.153622807480335360e+18,1.603765889064474880e+18,2.210445969112993792e+18,3.012405486542352384e+18,4.050961880565863936e+18,5.368748727905932288e+18,7.008486260698602496e+18,9.011860648391086080e+18,1.141856308531481805e+19,1.426551459169580851e+19,1.758628246259043942e+19,2.141067991003620557e+19,2.576453115717182259e+19,3.066957915104835584e+19,3.614351114389320909e+19,4.220007770035218022e+19,4.884928242376010957e+19,5.609762223802410598e+19,6.394836096093914726e+19,7.240182184957909402e+19,8.145568759108557210e+19,9.110529873895743488e+19,1.013439438017315471e+20,1.121631360639007621e+20,1.235528737697084375e+20,1.355018815556292444e+20,1.479978320107867668e+20,1.610275470126340506e+20,1.745771790635584717e+20,1.886323732757801861e+20,2.031784109465862144e+20,2.182003358593676739e+20,2.336830645600250102e+20,2.496114819114317578e+20,2.659705232359023903e+20
9.090909090909090901e-04,1.171795446366762085e+11,1.179699518410270703e+13,1.875034346111864688e+14,1.197735480008156250e+15,4.527005616758203000e+15,1.231626086059448200e+16,2.694039800666949200e+16,5.069398702662175200e+16,8.580093508797681600e+16,1.348254545520664160e+17,2.014761346109480960e+17,2.917042947510644480e+17,4.149095725763591040e+17,5.850226700366181120e+17,8.212591203623875840e+17,1.148414560944981760e+18,1.596667918852690176e+18,2.200943206019446528e+18,2.999936034112005632e+18,4.034934325281047552e+18,5.348559909256139776e+18,6.983538136524232704e+18,8.981575293923113984e+18,1.138239525267100467e+19,1.422296158506288742e+19,1.753689133516818227e+19,2.135405216221204890e+19,2.570032522129580851e+19,3.059751100051521946e+19,3.606335337727343002e+19,4.211165743770925466e+19,4.875247832232076083e+19,5.599236089580740608e+19,6.383461293533969613e+19,7.227959747692850381e+19,8.132503275516008858e+19,9.096629070248584806e+19,1.011966871856967516e+20,1.120077590348425462e+20,1.233895244750740849e+20,1.353307248310340649e+20,1.478190463703635722e+20,1.608413219239348142e+20,1.743837125012484588e+20,1.884318695431699825e+20,2.029710787505039933e+20,2.179863866216176353e+20,2.334627109474413445e+20,2.493849365660664463e+20,2.657379976869867028e+20
1.515151515151515150e-03,1.312209177246630707e+11,1.278045812639238672e+13,1.986970934838470312e+14,1.250621028950665500e+15,4.679618234931483000e+15,1.264267850334123000e+16,2.751690304618688800e+16,5.159245628078147200e+16,8.709415450730923200e+16,1.366056432862116160e+17,2.038853259173500480e+17,2.949721481524911360e+17,4.193917276306568960e+17,5.912322127923936000e+17,8.298853267750926080e+17,1.160325978253547520e+18,1.612899911078167296e+18,2.222672477887281152e+18,3.028446003259637248e+18,4.071575581838253568e+18,5.394709645158055936e+18,7.040561655501547520e+18,9.050791792573035520e+18,1.146504917683227034e+19,1.432020011663858483e+19,1.764974799280100966e+19,2.148343610425453363e+19,2.584701559849893478e+19,3.076215558695721779e+19,3.624647067871074714e+19,4.231364150786802483e+19,4.897360558623693210e+19,5.623279836743960986e+19,6.409442731170086093e+19,7.255876468450557952e+19,8.162344761123712205e+19,9.128377643136099942e+19,1.015330045965360660e+20,1.123626152239836856e+20,1.237625809615815967e+20,1.357216050712022385e+20,1.482273426257883300e+20,1.612666014799184200e+20,1.748255232487704166e+20,1.888897449494857318e+20,2.034445422515158385e+20,2.184749554742873948e+20,2.339658995833349734e+20,2.499022594881845658e+20,2.662689719517976658e+20
1.212121212121212120e-03,1.232114000508769684e+11,1.222216910617750195e+13,1.923625815097961562e+14,1.220753525082420500e+15,4.593543290531664000e+15,1.245873880374486400e+16,2.719223144182480000e+16,5.108666720581604000e+16,8.636632642136192000e+16,1.356038765078192480e+17,2.025296427253470080e+17,2.931332297802666240e+17,4.168693646721899520e+17,5.877376433434065920e+17,8.250307366357987840e+17,1.153622807480335360e+18,1.603765889064472832e+18,2.210445969112993024e+18,3.012405486542349312e+18,4.050961880565861376e+18,5.368748727905929216e+18,7.008486260698599424e+18,9.011860648391080960e+18,1.141856308531481190e+19,1.426551459169579827e+19,1.758628246259042304e+19,2.141067991003620557e+19,2.576453115717181850e+19,3.066957915104833536e+19,3.614351114389319680e+19,4.220007770035213926e+19,4.884928242376010957e+19,5.609762223802408141e+19,6.394836096093908173e+19,7.240182184957905306e+19,8.145568759108552294e+19,9.110529873895732019e+19,1.013439438017315308e+20,1.121631360639006802e+20,1.235528737697083228e+20,1.355018815556291133e+20,1.479978320107867341e+20,1.610275470126338540e+20,1.745771790635583406e+20,1.886323732757799567e+20,2.031784109465859850e+20,2.182003358593674445e+20,2.336830645600247153e+20,2.496114819114315612e+20,2.659705232359019643e+20
