x,t=1.00e+01s,t=2.00e+01s,t=3.00e+01s,t=4.00e+01s,t=5.00e+01s,t=6.00e+01s,t=7.00e+01s,t=8.00e+01s,t=9.00e+01s,t=1.00e+02s,t=1.10e+02s,t=1.20e+02s,t=1.30e+02s,t=1.40e+02s,t=1.50e+02s,t=1.60e+02s,t=1.70e+02s,t=1.80e+02s,t=1.90e+02s
2.454545454545454392e-02,1.191265017261476769e+24,1.066817872930652027e+24,9.453779507887778656e+23,8.410044243123832734e+23,7.544994560497683907e+23,6.829797436095942749e+23,6.232798738326261470e+23,5.727931081905187429e+23,5.295309416413651964e+23,4.920043743885809408e+23,4.590956842325243393e+23,4.299569493787222401e+23,4.039362551876285786e+23,3.805253443750150642e+23,3.593225657192826651e+23,3.400064619203174334e+23,3.223167285656813316e+23,3.060403095762787390e+23,2.910011082258862718e+23
2.424242424242424240e-02,1.203089348240500695e+24,1.089892365097243595e+24,9.748604445123258289e+23,8.730956833536958697e+23,7.870398222949686318e+23,7.148870566743191071e+23,6.540556188205243360e+23,6.022360013031299130e+23,5.575878552268034760e+23,5.186947412452255298e+23,4.844730996253981231e+23,4.540895132055239949e+23,4.268964796355295377e+23,4.023850306422101540e+23,3.801503026219999109e+23,3.598665213332333150e+23,3.412687050586552533e+23,3.241391505981646905e+23,3.082973408981714941e+23
2.484848484848484890e-02,1.177528428692486037e+24,1.041113824915092801e+24,9.135033527336522366e+23,8.070232016949357041e+23,7.205378730117770070e+23,6.500193842660321463e+23,5.917260014570056303e+23,5.427753838344245105e+23,5.010503187990249241e+23,4.650037963842859576e+23,4.334942622816480044e+23,4.056665451616687452e+23,3.808694398723852956e+23,3.585990581694782736e+23,3.384596106447949755e+23,3.201359038467841102e+23,3.033737616845042698e+23,2.879658712091371126e+23,2.737413942929159545e+23
2.454545454545454392e-02,1.191265017261477172e+24,1.066817872930652161e+24,9.453779507887773288e+23,8.410044243123830050e+23,7.544994560497683907e+23,6.829797436095940065e+23,6.232798738326258786e+23,5.727931081905188771e+23,5.295309416413647937e+23,4.920043743885807394e+23,4.590956842325240038e+23,4.299569493787220388e+23,4.039362551876284444e+23,3.805253443750149971e+23,3.593225657192825980e+23,3.400064619203179032e+23,3.223167285656813316e+23,3.060403095762784034e+23,2.910011082258862047e+23
2.515151515151515041e-02,1.161568381897733311e+24,1.012529848311585119e+24,8.791276127975122686e+23,7.711341263111929977e+23,6.851801174873863933e+23,6.160474398249134850e+23,5.594395499998066204e+23,5.122272050025259671e+23,4.721871721758781992e+23,4.377304159754465302e+23,4.077024953020812834e+23,3.812484897710720533e+23,3.577231048068368328e+23,3.366304853427743915e+23,3.175833288482029044e+23,3.002746175409949371e+23,2.844577178259572256e+23,2.699321211622477917e+23,2.565330551255268642e+23
2.484848484848484890e-02,1.177528428692486708e+24,1.041113824915092801e+24,9.135033527336525051e+23,8.070232016949359726e+23,7.205378730117770070e+23,6.500193842660324147e+23,5.917260014570058988e+23,5.427753838344244434e+23,5.010503187990247228e+23,4.650037963842859576e+23,4.334942622816479373e+23,4.056665451616686781e+23,3.808694398723854298e+23,3.585990581694782736e+23,3.384596106447949755e+23,3.201359038467844457e+23,3.033737616845042698e+23,2.879658712091371462e+23,2.737413942929160216e+23
2.545454545454545539e-02,1.143022760010389589e+24,9.808034443291432845e+23,8.421528989633383823e+23,7.333340934391169076e+23,6.484631625519827465e+23,5.811138614728866388e+23,5.264719089632366475e+23,4.811969576128841620e+23,4.429854620332108640e+23,4.102235834498220514e+23,3.817554170639085868e+23,3.567339497104632279e+23,3.345250201037417753e+23,3.146444392293548069e+23,2.967159676279891281e+23,2.804426235904939692e+23,2.655866822850739018e+23,2.519554585094107693e+23,2.393910161607355353e+23
2.515151515151515041e-02,1.161568381897732774e+24,1.012529848311584582e+24,8.791276127975124029e+23,7.711341263111927292e+23,6.851801174873866617e+23,6.160474398249129481e+23,5.594395499998066204e+23,5.122272050025256316e+23,4.721871721758781321e+23,4.377304159754463289e+23,4.077024953020812162e+23,3.812484897710719191e+23,3.577231048068367657e+23,3.366304853427743244e+23,3.175833288482029044e+23,3.002746175409948700e+23,2.844577178259572256e+23,2.699321211622478588e+23,2.565330551255265622e+23
2.575757575757575690e-02,1.121470161372739055e+24,9.456627077633042484e+23,8.024965029654201945e+23,6.936368778137565890e+23,6.104366983749355323e+23,5.452772727435532488e+23,4.928802563701071675e+23,4.497369083550777947e+23,4.134917819277629572e+23,3.825244586123284112e+23,3.556893176688792515e+23,3.321549695455820954e+23,3.113035707674832467e+23,2.926661620771107981e+23,2.758800699507084404e+23,2.606601416516221429e+23,2.467788686945142859e+23,2.340523584512621785e+23,2.223302401819958544e+23
2.545454545454545539e-02,1.143022760010389454e+24,9.808034443291436872e+23,8.421528989633386507e+23,7.333340934391169076e+23,6.484631625519834176e+23,5.811138614728862361e+23,5.264719089632368489e+23,4.811969576128842291e+23,4.429854620332112667e+23,4.102235834498219843e+23,3.817554170639086539e+23,3.567339497104634964e+23,3.345250201037417753e+23,3.146444392293549411e+23,2.967159676279892287e+23,2.804426235904940027e+23,2.655866822850742038e+23,2.519554585094107693e+23,2.393910161607355353e+23
2.606060606060606188e-02,1.096420150104751142e+24,9.068302694528964320e+23,7.600953102169958158e+23,6.520752390930495418e+23,5.711638063749195650e+23,5.086050510155010676e+23,4.587274376423092372e+23,4.179030328164106507e+23,3.837551898315683508e+23,3.546758613273922450e+23,3.295416163643485921e+23,3.075443652563483209e+23,2.880876676248902912e+23,2.707212505771715089e+23,2.550984119627278524e+23,2.409475377646672313e+23,2.280525743708766690e+23,2.162393342641418587e+23,2.053656947214571673e+23
2.575757575757575690e-02,1.121470161372738920e+24,9.456627077633043826e+23,8.024965029654205972e+23,6.936368778137569916e+23,6.104366983749355323e+23,5.452772727435531817e+23,4.928802563701071675e+23,4.497369083550777947e+23,4.134917819277630243e+23,3.825244586123282098e+23,3.556893176688791844e+23,3.321549695455822967e+23,3.113035707674831125e+23,2.926661620771107981e+23,2.758800699507083733e+23,2.606601416516221429e+23,2.467788686945143866e+23,2.340523584512621449e+23,2.223302401819957537e+23
2.636363636363636340e-02,1.067301897162952922e+24,8.640287917085212216e+23,7.149108255961340214e+23,6.087029785309304597e+23,5.307214855573448205e+23,4.711732951425519830e+23,4.240817720913980744e+23,3.857547994872862747e+23,3.538270122906083593e+23,3.267221053070257171e+23,3.033507237354614974e+23,2.829356107259965174e+23,2.649066537491018012e+23,2.488355783953296885e+23,2.343939384886897997e+23,2.213252703101670790e+23,2.094261347434134577e+23,1.985328986326204322e+23,1.885123190537019416e+23
2.606060606060606188e-02,1.096420150104751545e+24,9.068302694528969689e+23,7.600953102169959500e+23,6.520752390930502129e+23,5.711638063749194978e+23,5.086050510155007991e+23,4.587274376423093043e+23,4.179030328164106507e+23,3.837551898315682837e+23,3.546758613273920437e+23,3.295416163643487263e+23,3.075443652563481196e+23,2.880876676248903919e+23,2.707212505771714082e+23,2.550984119627280537e+23,2.409475377646672649e+23,2.280525743708768368e+23,2.162393342641417916e+23,2.053656947214572008e+23
2.666666666666666491e-02,1.033450945279576297e+24,8.169884228373356311e+23,6.669347336897686699e+23,5.635968733148741255e+23,4.892009954331758848e+23,4.330666672173296805e+23,3.890167841461286910e+23,3.533549097113392660e+23,3.237606224569607798e+23,2.987088160545256243e+23,2.771558940674607850e+23,2.583627180094580987e+23,2.417902068842776473e+23,2.270352161040321269e+23,2.137896968305611448e+23,2.018138348546168728e+23,1.909178770629101313e+23,1.809495245244678768e+23,1.717849909094439778e+23
2.636363636363636340e-02,1.067301897162952922e+24,8.640287917085212216e+23,7.149108255961340214e+23,6.087029785309308623e+23,5.307214855573444850e+23,4.711732951425519159e+23,4.240817720913982757e+23,3.857547994872861405e+23,3.538270122906082922e+23,3.267221053070257842e+23,3.033507237354614974e+23,2.829356107259965509e+23,2.649066537491020361e+23,2.488355783953295878e+23,2.343939384886898333e+23,2.213252703101670119e+23,2.094261347434135248e+23,1.985328986326203651e+23,1.885123190537018745e+23
2.696969696969696989e-02,9.940937868766983540e+23,7.654567090225461624e+23,6.161949359795484303e+23,5.168583996679936289e+23,4.467079789477621410e+23,3.943780980648832003e+23,3.536108577178536630e+23,3.207689943998907359e+23,2.936111932480891147e+23,2.706827341067219464e+23,2.509970688023227846e+23,2.338601121001552080e+23,2.187682384250077037e+23,2.053463489419810670e+23,1.933087691986311106e+23,1.824337081448859089e+23,1.725460735955382294e+23,1.635056057713533890e+23,1.551984930405838760e+23
2.666666666666666491e-02,1.033450945279575491e+24,8.169884228373356311e+23,6.669347336897682672e+23,5.635968733148740583e+23,4.892009954331758848e+23,4.330666672173297477e+23,3.890167841461284897e+23,3.533549097113391318e+23,3.237606224569605785e+23,2.987088160545255572e+23,2.771558940674606844e+23,2.583627180094579645e+23,2.417902068842776138e+23,2.270352161040320262e+23,2.137896968305613461e+23,2.018138348546168392e+23,1.909178770629100978e+23,1.809495245244678432e+23,1.717849909094439442e+23
2.727272727272727140e-02,9.483298923758860810e+23,7.092115733950398034e+23,5.627619576302195169e+23,4.686151399274942028e+23,4.033623292066703973e+23,3.552083482844859675e+23,3.179468135791213433e+23,2.880652691330605200e+23,2.634354273109315336e+23,2.426915049452155154e+23,2.249147121394955196e+23,2.094625009857553456e+23,1.958707895459429315e+23,1.837951928532622817e+23,1.729742041209012801e+23,1.632052915199057477e+23,1.543288945122019356e+23,1.462174175220873434e+23,1.387674797701404295e+23
2.696969696969696989e-02,9.940937868766984882e+23,7.654567090225465650e+23,6.161949359795481619e+23,5.168583996679936289e+23,4.467079789477622081e+23,3.943780980648831332e+23,3.536108577178534617e+23,3.207689943998909372e+23,2.936111932480889805e+23,2.706827341067219464e+23,2.509970688023227846e+23,2.338601121001551409e+23,2.187682384250078379e+23,2.053463489419809663e+23,1.933087691986312112e+23,1.824337081448860431e+23,1.725460735955381623e+23,1.635056057713533890e+23,1.551984930405839767e+23
2.757575757575757638e-02,8.951107660384975318e+23,6.480781070888186413e+23,5.067555490627359521e+23,4.190217532747526995e+23,3.592977658618609779e+23,3.156654195418689364e+23,2.821114112824315247e+23,2.553141501043042482e+23,2.332912658883467794e+23,2.147834571643723752e+23,1.989496399469620243e+23,1.852047418478790254e+23,1.731279251137996553e+23,1.624079092791802887e+23,1.528089471898222718e+23,1.441488540155741722e+23,1.362843606882344837e+23,1.291010767377039853e+23,1.225064436619509225e+23
2.727272727272727140e-02,9.483298923758863495e+23,7.092115733950396692e+23,5.627619576302195169e+23,4.686151399274940014e+23,4.033623292066703973e+23,3.552083482844859675e+23,3.179468135791213433e+23,2.880652691330604529e+23,2.634354273109313659e+23,2.426915049452153812e+23,2.249147121394953182e+23,2.094625009857551778e+23,1.958707895459431328e+23,1.837951928532622482e+23,1.729742041209013136e+23,1.632052915199057141e+23,1.543288945122017007e+23,1.462174175220872092e+23,1.387674797701403624e+23
2.787878787878787790e-02,8.332155361369873910e+23,5.819500801026153544e+23,4.483512174098860705e+23,3.682603759417274422e+23,3.146610912322630399e+23,2.758638143707778300e+23,2.461947789417588751e+23,2.225878342108475325e+23,2.032375790911830045e+23,1.870073706862504197e+23,1.731428432539103254e+23,1.611217043171336614e+23,1.505696260449279683e+23,1.412105191933144046e+23,1.328357715150599189e+23,1.252844754442377222e+23,1.184302966312095292e+23,1.121725028991268175e+23,1.064296824456060841e+23
2.757575757575757638e-02,8.951107660384980687e+23,6.480781070888183729e+23,5.067555490627365561e+23,4.190217532747524981e+23,3.592977658618609108e+23,3.156654195418689364e+23,2.821114112824315247e+23,2.553141501043042817e+23,2.332912658883466116e+23,2.147834571643723752e+23,1.989496399469618565e+23,1.852047418478789583e+23,1.731279251137997895e+23,1.624079092791802216e+23,1.528089471898223053e+23,1.441488540155741555e+23,1.362843606882344501e+23,1.291010767377039853e+23,1.225064436619509225e+23
2.818181818181818288e-02,7.612225041940502272e+23,5.108172765187231502e+23,3.877863040748101996e+23,3.165403064943872815e+23,2.696111029980089192e+23,2.359236469446861883e+23,2.102897760934630712e+23,1.899598474258724401e+23,1.733338404602188902e+23,1.594122369953382143e+23,1.475353076876818283e+23,1.372481317420403576e+23,1.282256807964619540e+23,1.202288168834339072e+23,1.130772082577759682e+23,1.066319897334277483e+23,1.007842837560208602e+23,9.544737909848330050e+22,9.055126633184231424e+22
2.787878787878787790e-02,8.332155361369872568e+23,5.819500801026152202e+23,4.483512174098860705e+23,3.682603759417273751e+23,3.146610912322630399e+23,2.758638143707778636e+23,2.461947789417588080e+23,2.225878342108475661e+23,2.032375790911829710e+23,1.870073706862503862e+23,1.731428432539102919e+23,1.611217043171337956e+23,1.505696260449278173e+23,1.412105191933142704e+23,1.328357715150599189e+23,1.252844754442376551e+23,1.184302966312094621e+23,1.121725028991267840e+23,1.064296824456061009e+23
2.848484848484848439e-02,6.774759822740883526e+23,4.347999957750543653e+23,3.253650692307306058e+23,2.640968279448846221e+23,2.243171500112329981e+23,1.959696120518928362e+23,1.744912967868841617e+23,1.575045663836454393e+23,1.436397890478450336e+23,1.320470135245284017e+23,1.221678302934678834e+23,1.136185014675417596e+23,1.061255766973102089e+23,9.948828399260059828e+22,9.355547762567783698e+22,8.821092880975126331e+22,8.336361422629609302e+22,7.894111368439708359e+22,7.488500585257312348e+22
2.818181818181818288e-02,7.612225041940503614e+23,5.108172765187232844e+23,3.877863040748101996e+23,3.165403064943872815e+23,2.696111029980089863e+23,2.359236469446862554e+23,2.102897760934629369e+23,1.899598474258726078e+23,1.733338404602190244e+23,1.594122369953382143e+23,1.475353076876818115e+23,1.372481317420404079e+23,1.282256807964619036e+23,1.202288168834338904e+23,1.130772082577760017e+23,1.066319897334277147e+23,1.007842837560207763e+23,9.544737909848335083e+22,9.055126633184234779e+22
2.878787878787878937e-02,5.800476355814831696e+23,3.541923472725907478e+23,2.614620426245775305e+23,2.111890247850359794e+23,1.789573306955196227e+23,1.561298247167048533e+23,1.388955219573211513e+23,1.252967188385220599e+23,1.142150825490647131e+23,1.049603744538157740e+23,9.708083523352488260e+22,9.026688514496356208e+22,8.429839183643870547e+22,7.901400433583246960e+22,7.429242070871773807e+22,7.004046731285984654e+22,6.618524557954956604e+22,6.266880262969853424e+22,5.944442035786779040e+22
2.848484848484848439e-02,6.774759822740884868e+23,4.347999957750546338e+23,3.253650692307305386e+23,2.640968279448845550e+23,2.243171500112328639e+23,1.959696120518927356e+23,1.744912967868840275e+23,1.575045663836454393e+23,1.436397890478449329e+23,1.320470135245283179e+23,1.221678302934679840e+23,1.136185014675417093e+23,1.061255766973101921e+23,9.948828399260058151e+22,9.355547762567778664e+22,8.821092880975124654e+22,8.336361422629604268e+22,7.894111368439711715e+22,7.488500585257307315e+22
2.909090909090909088e-02,4.666914172406618233e+23,2.695163092093278261e+23,1.965226405828322184e+23,1.580964747769534470e+23,1.337163497610314724e+23,1.165345483547394515e+23,1.035991319237562991e+23,9.341086929517461216e+22,8.511894525540856916e+22,7.820046028116408559e+22,7.231418990207136537e+22,6.722681010996162802e+22,6.277268822984920505e+22,5.883058000804192033e+22,5.530943253279286493e+22,5.213936842128864208e+22,4.926575635031046226e+22,4.664519278704048315e+22,4.424270729952522718e+22
2.878787878787878937e-02,5.800476355814832367e+23,3.541923472725910162e+23,2.614620426245774298e+23,2.111890247850360465e+23,1.789573306955196227e+23,1.561298247167048868e+23,1.388955219573211681e+23,1.252967188385220432e+23,1.142150825490647131e+23,1.049603744538158244e+23,9.708083523352488260e+22,9.026688514496357886e+22,8.429839183643872225e+22,7.901400433583250316e+22,7.429242070871772968e+22,7.004046731285983815e+22,6.618524557954956604e+22,6.266880262969851747e+22,5.944442035786775685e+22
2.939393939393939240e-02,3.347910299840231579e+23,1.815889355980540666e+23,1.310597169383903571e+23,1.051147395151526856e+23,8.878306832633163887e+22,7.731483475601399375e+22,6.869849144174777362e+22,6.192089662338809987e+22,5.640981478480719485e+22,5.181462858762154934e+22,4.790702301125590961e+22,4.453112286761527856e+22,4.157640698411658668e+22,3.896204929346265783e+22,3.662739670305163602e+22,3.452593106662067693e+22,3.262130290074908937e+22,3.088464619383376629e+22,2.929271242741419449e+22
2.909090909090909088e-02,4.666914172406620918e+23,2.695163092093277590e+23,1.965226405828321178e+23,1.580964747769534470e+23,1.337163497610314892e+23,1.165345483547394682e+23,1.035991319237562823e+23,9.341086929517459538e+22,8.511894525540860271e+22,7.820046028116413592e+22,7.231418990207134020e+22,6.722681010996162802e+22,6.277268822984920505e+22,5.883058000804195389e+22,5.530943253279285654e+22,5.213936842128866725e+22,4.926575635031044548e+22,4.664519278704045798e+22,4.424270729952525235e+22
2.969696969696969738e-02,1.812986719127825254e+23,9.160559158962182685e+22,6.564429250710494983e+22,5.254965377864068130e+22,4.434780429429875147e+22,3.860110420618512853e+22,3.428882103709618458e+22,3.089947084189831319e+22,2.814499164811356117e+22,2.584920844380038339e+22,2.389754620192627884e+22,2.221185571422762906e+22,2.073676616331874533e+22,1.943180687652060502e+22,1.826662199953402416e+22,1.721793880497278734e+22,1.626757766213389831e+22,1.540110558280048391e+22,1.460690102052316827e+22
2.939393939393939240e-02,3.347910299840231579e+23,1.815889355980539995e+23,1.310597169383902397e+23,1.051147395151526185e+23,8.878306832633158854e+22,7.731483475601394342e+22,6.869849144174769812e+22,6.192089662338808309e+22,5.640981478480713613e+22,5.181462858762159129e+22,4.790702301125587606e+22,4.453112286761527017e+22,4.157640698411656151e+22,3.896204929346264944e+22,3.662739670305161085e+22,3.452593106662066854e+22,3.262130290074904743e+22,3.088464619383375790e+22,2.929271242741419029e+22
2.999999999999999889e-02,2.663616269175987634e+21,1.242692750862905246e+21,8.881712995239570964e+20,7.105339499525265162e+20,5.994625064465762877e+20,5.216982721613576929e+20,4.633692607950040596e+20,4.175364613947061699e+20,3.802957433353202565e+20,3.492608906992568893e+20,3.228807099452115517e+20,3.000975034669217874e+20,2.801620476772759306e+20,2.625268390963414958e+20,2.467812758754491105e+20,2.326106052314452787e+20,2.197689827963413135e+20,2.080612482860848251e+20,1.973302696742338232e+20
2.969696969696969738e-02,1.812986719127824583e+23,9.160559158962186040e+22,6.564429250710491628e+22,5.254965377864063936e+22,4.434780429429872630e+22,3.860110420618511175e+22,3.428882103709614683e+22,3.089947084189830060e+22,2.814499164811353181e+22,2.584920844380039597e+22,2.389754620192625787e+22,2.221185571422762487e+22,2.073676616331873695e+22,1.943180687652059244e+22,1.826662199953401368e+22,1.721793880497277895e+22,1.626757766213388154e+22,1.540110558280048810e+22,1.460690102052315988e+22
