x,t=1.00e+01s,t=2.00e+01s,t=3.00e+01s,t=4.00e+01s,t=5.00e+01s,t=6.00e+01s,t=7.00e+01s,t=8.00e+01s,t=9.00e+01s,t=1.00e+02s,t=1.10e+02s,t=1.20e+02s,t=1.30e+02s,t=1.40e+02s,t=1.50e+02s,t=1.60e+02s,t=1.70e+02s,t=1.80e+02s,t=1.90e+02s
7.272727272727272721e-03,1.276703978245914267e+24,1.276528395243194704e+24,1.275945793834510637e+24,1.274565536252884326e+24,1.271920852192819061e+24,1.267548179547900745e+24,1.261057515008570696e+24,1.252176291705126644e+24,1.240764377872212601e+24,1.226806742061336052e+24,1.210392938987495379e+24,1.191691380015197676e+24,1.170923815133195379e+24,1.148343010707381714e+24,1.124214810980847853e+24,1.098804665842730432e+24,1.072368137740102389e+24,1.045144680468087638e+24,1.017353961213142455e+24
6.969696969696969474e-03,1.276706609419817962e+24,1.276548953531751068e+24,1.276018635433979016e+24,1.274747783058537381e+24,1.272287762427366510e+24,1.268182960190472506e+24,1.262039614650238233e+24,1.253571629927925052e+24,1.242619265952692927e+24,1.229145665384227818e+24,1.213219424979119006e+24,1.194990852651115975e+24,1.174667414051773074e+24,1.152491605378598718e+24,1.128722719744623135e+24,1.103622823402825075e+24,1.077446621265094158e+24,1.050434608475455778e+24,1.022808835306834044e+24
7.575757575757575968e-03,1.276700902391585350e+24,1.276505098125864323e+24,1.275864241835092382e+24,1.274363440589107240e+24,1.271517347088006256e+24,1.266855171670200877e+24,1.259992204878660944e+24,1.250671253299690998e+24,1.238773523161346147e+24,1.224307177240955061e+24,1.207383654513236679e+24,1.188189983617346628e+24,1.166962382949446096e+24,1.143963838665320443e+24,1.119466546878531521e+24,1.093739060030953874e+24,1.067037482918941202e+24,1.039599909944306354e+24,1.011643323018251992e+24
7.272727272727272721e-03,1.276703978245913731e+24,1.276528395243195241e+24,1.275945793834510369e+24,1.274565536252883521e+24,1.271920852192817450e+24,1.267548179547899940e+24,1.261057515008569622e+24,1.252176291705125033e+24,1.240764377872211259e+24,1.226806742061334709e+24,1.210392938987494306e+24,1.191691380015197541e+24,1.170923815133195379e+24,1.148343010707381714e+24,1.124214810980847450e+24,1.098804665842729895e+24,1.072368137740101584e+24,1.045144680468087235e+24,1.017353961213141650e+24
7.878787878787879215e-03,1.276697312266806746e+24,1.276478696857199809e+24,1.275772945912918364e+24,1.274139395243079415e+24,1.271073797228535917e+24,1.266099059565296202e+24,1.258837510896786560e+24,1.249049331365694967e+24,1.236638875908683644e+24,1.221638882753838966e+24,1.204183565941761320e+24,1.184479022910146634e+24,1.162776052908967389e+24,1.139347742239927380e+24,1.114472379183108037e+24,1.088421288660700880e+24,1.061450765307822855e+24,1.033797199314330331e+24,1.005674567216300273e+24
7.575757575757575968e-03,1.276700902391585081e+24,1.276505098125863517e+24,1.275864241835091039e+24,1.274363440589106703e+24,1.271517347088004914e+24,1.266855171670198997e+24,1.259992204878660407e+24,1.250671253299690193e+24,1.238773523161345073e+24,1.224307177240954524e+24,1.207383654513236276e+24,1.188189983617345823e+24,1.166962382949446230e+24,1.143963838665320577e+24,1.119466546878531655e+24,1.093739060030953337e+24,1.067037482918941471e+24,1.039599909944306354e+24,1.011643323018251589e+24
8.181818181818182462e-03,1.276693127684900354e+24,1.276448776407147092e+24,1.275670747279173448e+24,1.273891073241039482e+24,1.270586423800825163e+24,1.265274555480442692e+24,1.257586801619575949e+24,1.247302874309010498e+24,1.234352163603270248e+24,1.218793368184285917e+24,1.200784322939389041e+24,1.180550575302102426e+24,1.158357540371402852e+24,1.134488211993819882e+24,1.109226648500617901e+24,1.082846567497537998e+24,1.055604063679913151e+24,1.027733451942624410e+24,9.994453661629096028e+23
7.878787878787879215e-03,1.276697312266807014e+24,1.276478696857199004e+24,1.275772945912917022e+24,1.274139395243078878e+24,1.271073797228535111e+24,1.266099059565294860e+24,1.258837510896786292e+24,1.249049331365694430e+24,1.236638875908682839e+24,1.221638882753838429e+24,1.204183565941761320e+24,1.184479022910147037e+24,1.162776052908967657e+24,1.139347742239927380e+24,1.114472379183107097e+24,1.088421288660700880e+24,1.061450765307823123e+24,1.033797199314330331e+24,1.005674567216300005e+24
8.484848484848483974e-03,1.276688256227048467e+24,1.276414865298290916e+24,1.275556347114617425e+24,1.273615898608099805e+24,1.270051091109303810e+24,1.264375932363715880e+24,1.256232962653316509e+24,1.245423743965547798e+24,1.231904656597401880e+24,1.215761737986708588e+24,1.197177234212452508e+24,1.176396445130049282e+24,1.153699353326434117e+24,1.129378591071553894e+24,1.103723600481119216e+24,1.077010061841817141e+24,1.049493443158678025e+24,1.021405587399791654e+24,9.929534322091653396e+23
8.181818181818182462e-03,1.276693127684901160e+24,1.276448776407147361e+24,1.275670747279173448e+24,1.273891073241040288e+24,1.270586423800824626e+24,1.265274555480443229e+24,1.257586801619575681e+24,1.247302874309011840e+24,1.234352163603270517e+24,1.218793368184285917e+24,1.200784322939389578e+24,1.180550575302102963e+24,1.158357540371403792e+24,1.134488211993820553e+24,1.109226648500617632e+24,1.082846567497538132e+24,1.055604063679913956e+24,1.027733451942624812e+24,9.994453661629102739e+23
8.787878787878787221e-03,1.276682591349769585e+24,1.276376427948796537e+24,1.275428290096463172e+24,1.273311021327823439e+24,1.269463276506582752e+24,1.263396993768028803e+24,1.254768371032996968e+24,1.243403297336552302e+24,1.229287158272501955e+24,1.212534689728313403e+24,1.193353272602363066e+24,1.172008174009798321e+24,1.148793806380008854e+24,1.124012091378154393e+24,1.097957403009735736e+24,1.070906903830629079e+24,1.043114971983089068e+24,1.014810557256312172e+24,9.861965322577402942e+23
8.484848484848483974e-03,1.276688256227047662e+24,1.276414865298290110e+24,1.275556347114617156e+24,1.273615898608099805e+24,1.270051091109303273e+24,1.264375932363715075e+24,1.256232962653315972e+24,1.245423743965548067e+24,1.231904656597400806e+24,1.215761737986707246e+24,1.197177234212452240e+24,1.176396445130048611e+24,1.153699353326433849e+24,1.129378591071553626e+24,1.103723600481118008e+24,1.077010061841816470e+24,1.049493443158677354e+24,1.021405587399791251e+24,9.929534322091648027e+23
9.090909090909090468e-03,1.276676010194619576e+24,1.276332855975572861e+24,1.275284946031942220e+24,1.272973289937287120e+24,1.268818038108344786e+24,1.262331042204905648e+24,1.253184868950568235e+24,1.241232368537306220e+24,1.226489996083297459e+24,1.209102513622831910e+24,1.189303081654238824e+24,1.167377052668654501e+24,1.143633036117978212e+24,1.118381810969956982e+24,1.091922164422236738e+24,1.064532210578364194e+24,1.036464738941129726e+24,1.007945361396334558e+24,9.791725027143883141e+23
8.787878787878787221e-03,1.276682591349769585e+24,1.276376427948795463e+24,1.275428290096463172e+24,1.273311021327823170e+24,1.269463276506582216e+24,1.263396993768028266e+24,1.254768371032996700e+24,1.243403297336552839e+24,1.229287158272501419e+24,1.212534689728313134e+24,1.193353272602362798e+24,1.172008174009798321e+24,1.148793806380009123e+24,1.124012091378154124e+24,1.097957403009735467e+24,1.070906903830629079e+24,1.043114971983087994e+24,1.014810557256312172e+24,9.861965322577396231e+23
9.393939393939393714e-03,1.276668371052838129e+24,1.276283458319043120e+24,1.275124489395755828e+24,1.272599221572526030e+24,1.268109980198687369e+24,1.261170845970118662e+24,1.251473736951483796e+24,1.238901251133926286e+24,1.223503013669286063e+24,1.205455093528542065e+24,1.185016983800170139e+24,1.162494134363243552e+24,1.138209017914660445e+24,1.112480752694667715e+24,1.085611952758024382e+24,1.057881103151024914e+24,1.029538871454581073e+24,1.000807064826652777e+24,9.718792648055730932e+23
9.090909090909090468e-03,1.276676010194619576e+24,1.276332855975571519e+24,1.275284946031942220e+24,1.272973289937287120e+24,1.268818038108343713e+24,1.262331042204904575e+24,1.253184868950567966e+24,1.241232368537305684e+24,1.226489996083296385e+24,1.209102513622831642e+24,1.189303081654238556e+24,1.167377052668654770e+24,1.143633036117978615e+24,1.118381810969956713e+24,1.091922164422236067e+24,1.064532210578364463e+24,1.036464738941129189e+24,1.007945361396334558e+24,9.791725027143881798e+23
9.696969696969696961e-03,1.276659510430117094e+24,1.276227450032851264e+24,1.274944876549224308e+24,1.272184969270255210e+24,1.267333216237655465e+24,1.259908604480622009e+24,1.249625666740006454e+24,1.236399681062420817e+24,1.220315564236557943e+24,1.201581909591789863e+24,1.180484990300854906e+24,1.157350249985083349e+24,1.132513584250606380e+24,1.106301844113278584e+24,1.079020816058865867e+24,1.050948726365209835e+24,1.022333554294271204e+24,9.933928149529126681e+23,9.643148402304392479e+23
9.393939393939393714e-03,1.276668371052838129e+24,1.276283458319041778e+24,1.275124489395755291e+24,1.272599221572526030e+24,1.268109980198687100e+24,1.261170845970117857e+24,1.251473736951483259e+24,1.238901251133924406e+24,1.223503013669285258e+24,1.205455093528541931e+24,1.185016983800170139e+24,1.162494134363243552e+24,1.138209017914660445e+24,1.112480752694667313e+24,1.085611952758023980e+24,1.057881103151025317e+24,1.029538871454580536e+24,1.000807064826652509e+24,9.718792648055720195e+23
1.000000000000000021e-02,1.276649239647817847e+24,1.276163939561529959e+24,1.274743820398014228e+24,1.271726286323381380e+24,1.266481329391039974e+24,1.258535912182405325e+24,1.247630733757557978e+24,1.233716820344725213e+24,1.216916505427206885e+24,1.197472042724553549e+24,1.175696813091187883e+24,1.151936024954315399e+24,1.126538444599694000e+24,1.099837958731429816e+24,1.072142803716599286e+24,1.043730269397948893e+24,1.014845048900942001e+24,9.856998592917219343e+23,9.564773671126903554e+23
9.696969696969696961e-03,1.276659510430116826e+24,1.276227450032850190e+24,1.274944876549223771e+24,1.272184969270254136e+24,1.267333216237654391e+24,1.259908604480620398e+24,1.249625666740006722e+24,1.236399681062420548e+24,1.220315564236557137e+24,1.201581909591789192e+24,1.180484990300855040e+24,1.157350249985082946e+24,1.132513584250605441e+24,1.106301844113278584e+24,1.079020816058865330e+24,1.050948726365209835e+24,1.022333554294270802e+24,9.933928149529126681e+23,9.643148402304389795e+23
1.030303030303030346e-02,1.276637340906784618e+24,1.276091914306354871e+24,1.274518762223145773e+24,1.271218487480508372e+24,1.265547330513685753e+24,1.257043721112087364e+24,1.245478369724189754e+24,1.230841241838033295e+24,1.213294195907690668e+24,1.193114181111337321e+24,1.170641878676240027e+24,1.146241897999125610e+24,1.120275206940719906e+24,1.093081938562087620e+24,1.064971988867444891e+24,1.036220987188564990e+24,1.007069713282591766e+24,9.777255635838212233e+23,9.483651162151212884e+23
1.000000000000000021e-02,1.276649239647817310e+24,1.276163939561529691e+24,1.274743820398014228e+24,1.271726286323379769e+24,1.266481329391039974e+24,1.258535912182404251e+24,1.247630733757557978e+24,1.233716820344725213e+24,1.216916505427205811e+24,1.197472042724553818e+24,1.175696813091187749e+24,1.151936024954315802e+24,1.126538444599693194e+24,1.099837958731429816e+24,1.072142803716598749e+24,1.043730269397948490e+24,1.014845048900941196e+24,9.856998592917215317e+23,9.564773671126898185e+23
1.060606060606060670e-02,1.276623562727972569e+24,1.276010224254094341e+24,1.274266840396280770e+24,1.270656406773551245e+24,1.264523613531735765e+24,1.255422302221566569e+24,1.243157335361557142e+24,1.227760915276207816e+24,1.209436493921510295e+24,1.188496628946507726e+24,1.165309344223820601e+24,1.140258141914254444e+24,1.113715400942703981e+24,1.086026618034999519e+24,1.057502491824421096e+24,1.028416222608310158e+24,9.990040224546528732e+23,9.694674302699030519e+23,9.399765073768318532e+23
1.030303030303030346e-02,1.276637340906784081e+24,1.276091914306354065e+24,1.274518762223144968e+24,1.271218487480507299e+24,1.265547330513685753e+24,1.257043721112087633e+24,1.245478369724190022e+24,1.230841241838033295e+24,1.213294195907690936e+24,1.193114181111337456e+24,1.170641878676239624e+24,1.146241897999125073e+24,1.120275206940719369e+24,1.093081938562088157e+24,1.064971988867443952e+24,1.036220987188564587e+24,1.007069713282591095e+24,9.777255635838209549e+23,9.483651162151207515e+23
1.090909090909090995e-02,1.276607614670364406e+24,1.275917563414687672e+24,1.273984855665466713e+24,1.270034351753277852e+24,1.263401908187195695e+24,1.253661205605124430e+24,1.240655693546181374e+24,1.224463194885403863e+24,1.205330758065073422e+24,1.183607317608049169e+24,1.159688115998382591e+24,1.133974886386911196e+24,1.106850502866278285e+24,1.078664849261180997e+24,1.049728504532703036e+24,1.020311429367807970e+24,9.906445893846522543e+23,9.609231172869121995e+23,9.313101261302116532e+23
1.060606060606060670e-02,1.276623562727972569e+24,1.276010224254094341e+24,1.274266840396281844e+24,1.270656406773550708e+24,1.264523613531736033e+24,1.255422302221566300e+24,1.243157335361556069e+24,1.227760915276207011e+24,1.209436493921509221e+24,1.188496628946507995e+24,1.165309344223820601e+24,1.140258141914254042e+24,1.113715400942703981e+24,1.086026618034999385e+24,1.057502491824420022e+24,1.028416222608309755e+24,9.990040224546527390e+23,9.694674302699027835e+23,9.399765073768313164e+23
1.121212121212121146e-02,1.276589161210537025e+24,1.275812448781892565e+24,1.273669232671236316e+24,1.269346053910475196e+24,1.262173230130082989e+24,1.251749219802323022e+24,1.237960783174626437e+24,1.220934808879867338e+24,1.200963850558661189e+24,1.178433819477320193e+24,1.153766870278171636e+24,1.127382142971881848e+24,1.099671962215670409e+24,1.070989528652849667e+24,1.041644316025673080e+24,1.011902195626290664e+24,9.819881863981111003e+23,9.520904571388857785e+23,9.223647404520179908e+23
1.090909090909090995e-02,1.276607614670364675e+24,1.275917563414686867e+24,1.273984855665467518e+24,1.270034351753278389e+24,1.263401908187196769e+24,1.253661205605125236e+24,1.240655693546181374e+24,1.224463194885403863e+24,1.205330758065072885e+24,1.183607317608049840e+24,1.159688115998383397e+24,1.133974886386911465e+24,1.106850502866279225e+24,1.078664849261180595e+24,1.049728504532703572e+24,1.020311429367808238e+24,9.906445893846522543e+23,9.609231172869124679e+23,9.313101261302116532e+23
1.151515151515151471e-02,1.276567814649691060e+24,1.275693196495146906e+24,1.273315977325826231e+24,1.268584615061012334e+24,1.260827828370071334e+24,1.249674330387987888e+24,1.235059194057261303e+24,1.217161851168213797e+24,1.196322143296507863e+24,1.172963364616567723e+24,1.147534076893215416e+24,1.120469832289967682e+24,1.092171230166905036e+24,1.062993624890605182e+24,1.033244338851770448e+24,1.003184268260316818e+24,9.730317669974821768e+23,9.429674761925390122e+23,9.131393175999437529e+23
1.121212121212121146e-02,1.276589161210535951e+24,1.275812448781891222e+24,1.273669232671235510e+24,1.269346053910474927e+24,1.262173230130082183e+24,1.251749219802323022e+24,1.237960783174626169e+24,1.220934808879866533e+24,1.200963850558661324e+24,1.178433819477319656e+24,1.153766870278171502e+24,1.127382142971882250e+24,1.099671962215670409e+24,1.070989528652849131e+24,1.041644316025672945e+24,1.011902195626289993e+24,9.819881863981115030e+23,9.520904571388851074e+23,9.223647404520175881e+23
1.181818181818181795e-02,1.276543126892231736e+24,1.275557894840980221e+24,1.272920629660157309e+24,1.267742449477089566e+24,1.259355130131330816e+24,1.247423678102926587e+24,1.231936743194506903e+24,1.213129775624955953e+24,1.191391526970990436e+24,1.167182860516574921e+24,1.140978025515796918e+24,1.113227813514722744e+24,1.084339789787977002e+24,1.054670208220326860e+24,1.024523136434240609e+24,9.941535777430712279e+23,9.637724880407082398e+23,9.335524141439668044e+23,9.036330409833243796e+23
1.151515151515151471e-02,1.276567814649689986e+24,1.275693196495145832e+24,1.273315977325825426e+24,1.268584615061012603e+24,1.260827828370070798e+24,1.249674330387987619e+24,1.235059194057260767e+24,1.217161851168214066e+24,1.196322143296508265e+24,1.172963364616568125e+24,1.147534076893214745e+24,1.120469832289967682e+24,1.092171230166905438e+24,1.062993624890604511e+24,1.033244338851770448e+24,1.003184268260316281e+24,9.730317669974816399e+23,9.429674761925382069e+23,9.131393175999432161e+23
1.212121212121212120e-02,1.276514579914814457e+24,1.275404373687859314e+24,1.272478211714507415e+24,1.266811221555004593e+24,1.257743683191861282e+24,1.244983516825870628e+24,1.228578452828761088e+24,1.208823393306357698e+24,1.186157423575546731e+24,1.161078915125420065e+24,1.134086854827280720e+24,1.105645916201947788e+24,1.076169188055758284e+24,1.046012481052291036e+24,1.015475451317399348e+24,9.848062635786054486e+23,9.542077322208744361e+23,9.238437435989292084e+23,8.938453270138426334e+23
1.181818181818181795e-02,1.276543126892230931e+24,1.275557894840979684e+24,1.272920629660155967e+24,1.267742449477088761e+24,1.259355130131330816e+24,1.247423678102925782e+24,1.231936743194506635e+24,1.213129775624955953e+24,1.191391526970990034e+24,1.167182860516575190e+24,1.140978025515796784e+24,1.113227813514721804e+24,1.084339789787978344e+24,1.054670208220325921e+24,1.024523136434239938e+24,9.941535777430712279e+23,9.637724880407079714e+23,9.335524141439657307e+23,9.036330409833241111e+23
1.242424242424242445e-02,1.276481574715559579e+24,1.275230169898960248e+24,1.271983170019988087e+24,1.265781778822805609e+24,1.255981095832758017e+24,1.242339171738745141e+24,1.224968530706344381e+24,1.204226873013571162e+24,1.180604802598765563e+24,1.154637863365976273e+24,1.126848584675529035e+24,1.097713974504335522e+24,1.067651069662425663e+24,1.037013809824318888e+24,1.006096234244229227e+24,9.751387002284007563e+23,9.443351307831036913e+23,9.138401897054379211e+23,8.837758418794325087e+23
1.212121212121212120e-02,1.276514579914813652e+24,1.275404373687859046e+24,1.272478211714507147e+24,1.266811221555003519e+24,1.257743683191861013e+24,1.244983516825869286e+24,1.228578452828761088e+24,1.208823393306358369e+24,1.186157423575546731e+24,1.161078915125419662e+24,1.134086854827281123e+24,1.105645916201947520e+24,1.076169188055758016e+24,1.046012481052290230e+24,1.015475451317399616e+24,9.848062635786051802e+23,9.542077322208741677e+23,9.238437435989286715e+23,8.938453270138422307e+23
1.272727272727272770e-02,1.276443418499029639e+24,1.275032488212532199e+24,1.271429312189306038e+24,1.264644080110100218e+24,1.254053974574065217e+24,1.239474998093818639e+24,1.221090353026550146e+24,1.199323745628942793e+24,1.174718201227793454e+24,1.147845797343973295e+24,1.119251151325417366e+24,1.089421863800056454e+24,1.058777212591158155e+24,1.027667758079469626e+24,9.963806740009141309e+23,9.651475234605733501e+23,9.341525864096581833e+23,9.035407497735559887e+23,8.734245181820338858e+23
1.242424242424242445e-02,1.276481574715558774e+24,1.275230169898959979e+24,1.271983170019987282e+24,1.265781778822804804e+24,1.255981095832757211e+24,1.242339171738744873e+24,1.224968530706343576e+24,1.204226873013571162e+24,1.180604802598765563e+24,1.154637863365976273e+24,1.126848584675529035e+24,1.097713974504335522e+24,1.067651069662424723e+24,1.037013809824318888e+24,1.006096234244229495e+24,9.751387002284006221e+23,9.443351307831036913e+23,9.138401897054372501e+23,8.837758418794323745e+23
1.303030303030303094e-02,1.276399309813080830e+24,1.274808157018891789e+24,1.270809737107602483e+24,1.263387118728126224e+24,1.251947859933009354e+24,1.236374341052699433e+24,1.216926450598958277e+24,1.194096912673072262e+24,1.168481748882456851e+24,1.140688600440064656e+24,1.111282445891090797e+24,1.080759539748913004e+24,1.049539565426756016e+24,1.017968120696896817e+24,9.863242279545132160e+23,9.548296570448785074e+23,9.236582961989528270e+23,8.929447128137350009e+23,8.627915713774078447e+23
1.272727272727272770e-02,1.276443418499030712e+24,1.275032488212531125e+24,1.271429312189305501e+24,1.264644080110099682e+24,1.254053974574063874e+24,1.239474998093817565e+24,1.221090353026549877e+24,1.199323745628943465e+24,1.174718201227793052e+24,1.147845797343972624e+24,1.119251151325416695e+24,1.089421863800056186e+24,1.058777212591158155e+24,1.027667758079468552e+24,9.963806740009133256e+23,9.651475234605725448e+23,9.341525864096579149e+23,9.035407497735554518e+23,8.734245181820336173e+23
1.333333333333333245e-02,1.276348321307627060e+24,1.274553578396098402e+24,1.270116758188171194e+24,1.261998840542272281e+24,1.249647160508135628e+24,1.233019497133586864e+24,1.212458498775009391e+24,1.188528659549968419e+24,1.161879196401820565e+24,1.133151985468127312e+24,1.102930356022433116e+24,1.071717079772938224e+24,1.039930286351796704e+24,1.007908959202066506e+24,9.759226532002752669e+23,9.441823397094785014e+23,9.128507746590974238e+23,8.820516789214814436e+23,8.518775159529820610e+23
1.303030303030303094e-02,1.276399309813081367e+24,1.274808157018891789e+24,1.270809737107602751e+24,1.263387118728126493e+24,1.251947859933010160e+24,1.236374341052700239e+24,1.216926450598959083e+24,1.194096912673072933e+24,1.168481748882457119e+24,1.140688600440065193e+24,1.111282445891091468e+24,1.080759539748913407e+24,1.049539565426756687e+24,1.017968120696896682e+24,9.863242279545133502e+23,9.548296570448787758e+23,9.236582961989530954e+23,8.929447128137347325e+23,8.627915713774082473e+23
1.363636363636363570e-02,1.276289379731896531e+24,1.274264671692633611e+24,1.269341819134468474e+24,1.260466056862813649e+24,1.247135085769866026e+24,1.229391677874441369e+24,1.207667311765166894e+24,1.182600673965078229e+24,1.154893950201889942e+24,1.125221537067667565e+24,1.094182810899653430e+24,1.062284726939892631e+24,1.029941783762894928e+24,9.974846380696064397e+23,9.651720382252569791e+23,9.332031522682658169e+23,9.017288766315626475e+23,8.708615784328465482e+23,8.406831812776103594e+23
1.333333333333333245e-02,1.276348321307626792e+24,1.274553578396097060e+24,1.270116758188170926e+24,1.261998840542271476e+24,1.249647160508135896e+24,1.233019497133586327e+24,1.212458498775008586e+24,1.188528659549968285e+24,1.161879196401820297e+24,1.133151985468126775e+24,1.102930356022432445e+24,1.071717079772938493e+24,1.039930286351796167e+24,1.007908959202065433e+24,9.759226532002745958e+23,9.441823397094778303e+23,9.128507746590976922e+23,8.820516789214810410e+23,8.518775159529813899e+23
1.393939393939393895e-02,1.276221242724525911e+24,1.273936809864500840e+24,1.268475401630308161e+24,1.258774352134225923e+24,1.244393578025120422e+24,1.225470976395864418e+24,1.202532841997963046e+24,1.176294070015309778e+24,1.147509111716387479e+24,1.116882758480561277e+24,1.085027829568906495e+24,1.052452936208192570e+24,1.019566758424768479e+24,9.866898619187594055e+23,9.540688349849809983e+23,9.218900448204702634e+23,8.902918200557472873e+23,8.593746907721010701e+23,8.292097270552839387e+23
1.363636363636363570e-02,1.276289379731896262e+24,1.274264671692631732e+24,1.269341819134468474e+24,1.260466056862813380e+24,1.247135085769866026e+24,1.229391677874441101e+24,1.207667311765166357e+24,1.182600673965077827e+24,1.154893950201889271e+24,1.125221537067667296e+24,1.094182810899652893e+24,1.062284726939893168e+24,1.029941783762895330e+24,9.974846380696063055e+23,9.651720382252567107e+23,9.332031522682652800e+23,9.017288766315625133e+23,8.708615784328457429e+23,8.406831812776099567e+23
1.424242424242424220e-02,1.276142471878432344e+24,1.273564747685672987e+24,1.267506924365827967e+24,1.256907986470886175e+24,1.241403244121440918e+24,1.221236337627935583e+24,1.197034185221268111e+24,1.169589418460814057e+24,1.139707522421484874e+24,1.108121122841067182e+24,1.075453572628291550e+24,1.042212422970250740e+24,1.008798247062032695e+24,9.755197134877718531e+23,9.426098912799169016e+23,9.102413639173286553e+23,8.785392084806429185e+23,8.475916629101237607e+23,8.174586583132221043e+23
1.393939393939393895e-02,1.276221242724526179e+24,1.273936809864499766e+24,1.268475401630307624e+24,1.258774352134225923e+24,1.244393578025120690e+24,1.225470976395864686e+24,1.202532841997963046e+24,1.176294070015310046e+24,1.147509111716386406e+24,1.116882758480561277e+24,1.085027829568906495e+24,1.052452936208192570e+24,1.019566758424768613e+24,9.866898619187594055e+23,9.540688349849807298e+23,9.218900448204702634e+23,8.902918200557471531e+23,8.593746907721005332e+23,8.292097270552832676e+23
1.454545454545454544e-02,1.276051401478230761e+24,1.273142540854373856e+24,1.266424632799563545e+24,1.254849793168837559e+24,1.238143287565216268e+24,1.216665533049801554e+24,1.191149592088334280e+24,1.162466783694423442e+24,1.131471814729619967e+24,1.098922129083046272e+24,1.065448397247453359e+24,1.031554213808187386e+24,9.976296672702213736e+23,9.639696922596850312e+23,9.307924833086851860e+23,8.982558795838825599e+23,8.664710532254517030e+23,8.355135273494366619e+23,8.054318398534319289e+23
1.424242424242424220e-02,1.276142471878431807e+24,1.273564747685671914e+24,1.267506924365828504e+24,1.256907986470886443e+24,1.241403244121441455e+24,1.221236337627935315e+24,1.197034185221267440e+24,1.169589418460814191e+24,1.139707522421484471e+24,1.108121122841066645e+24,1.075453572628291550e+24,1.042212422970249935e+24,1.008798247062031756e+24,9.755197134877715847e+23,9.426098912799169016e+23,9.102413639173279842e+23,8.785392084806425159e+23,8.475916629101232238e+23,8.174586583132223727e+23
1.484848484848484869e-02,1.275946102210003005e+24,1.272663454913215693e+24,1.265215479058713394e+24,1.252581071421884982e+24,1.234591441849764228e+24,1.211735140878715621e+24,1.184856487010574881e+24,1.154905767925511019e+24,1.122784469016560133e+24,1.089271362539306122e+24,1.055000915475353175e+24,1.020469699351429631e+24,9.860548636084639147e+23,9.520357535980388709e+23,9.186143482651503189e+23,8.859328120775631364e+23,8.540877950870403112e+23,8.231417195495862976e+23,7.931315100957860713e+23
1.454545454545454544e-02,1.276051401478230224e+24,1.273142540854372782e+24,1.266424632799562471e+24,1.254849793168837290e+24,1.238143287565216805e+24,1.216665533049801017e+24,1.191149592088333475e+24,1.162466783694423174e+24,1.131471814729619699e+24,1.098922129083046944e+24,1.065448397247453359e+24,1.031554213808187386e+24,9.976296672702207025e+23,9.639696922596846286e+23,9.307924833086850518e+23,8.982558795838818888e+23,8.664710532254506292e+23,8.355135273494359908e+23,8.054318398534323316e+23
1.515151515151515194e-02,1.275824339029245446e+24,1.272119862788437903e+24,1.263864991393067265e+24,1.250081474587538248e+24,1.230723905922452576e+24,1.206420532735733496e+24,1.178131495094526455e+24,1.146885563089732109e+24,1.113627877019244346e+24,1.079154560274811725e+24,1.044100055759492787e+24,1.008950689099939236e+24,9.740681547166521575e+23,9.397143482369843564e+23,9.060737168371036056e+23,8.732718582591212193e+23,8.413903254885133724e+23,8.104780947046901177e+23,7.805602942399457599e+23
1.484848484848484869e-02,1.275946102210002736e+24,1.272663454913214619e+24,1.265215479058711783e+24,1.252581071421884714e+24,1.234591441849764228e+24,1.211735140878715084e+24,1.184856487010574210e+24,1.154905767925511019e+24,1.122784469016559730e+24,1.089271362539305988e+24,1.055000915475352772e+24,1.020469699351429765e+24,9.860548636084629752e+23,9.520357535980387366e+23,9.186143482651496478e+23,8.859328120775625996e+23,8.540877950870400428e+23,8.231417195495856265e+23,7.931315100957859371e+23
1.545454545454545518e-02,1.275683522240191022e+24,1.271503129632632411e+24,1.262357132625879050e+24,1.247328894486716386e+24,1.226515282866203450e+24,1.200695867907303205e+24,1.170950478010725893e+24,1.138385010983732590e+24,1.103984411809197903e+24,1.068557681158152304e+24,1.032735127566175145e+24,9.969894680498402985e+23,9.616643812800392929e+23,9.270024619564559709e+23,8.931693454551049914e+23,8.602732174458445931e+23,8.283800069599952089e+23,7.975249437834789415e+23,7.677212166731025518e+23
1.515151515151515194e-02,1.275824339029244372e+24,1.272119862788436829e+24,1.263864991393065655e+24,1.250081474587537980e+24,1.230723905922451770e+24,1.206420532735733899e+24,1.178131495094526186e+24,1.146885563089731841e+24,1.113627877019244346e+24,1.079154560274811054e+24,1.044100055759492385e+24,1.008950689099938296e+24,9.740681547166514864e+23,9.397143482369839538e+23,9.060737168371036056e+23,8.732718582591206824e+23,8.413903254885129697e+23,8.104780947046899835e+23,7.805602942399456257e+23
1.575757575757575843e-02,1.275520650685425341e+24,1.270803483526817217e+24,1.260674147090761538e+24,1.244299342383050878e+24,1.221938523029563752e+24,1.194534096414277861e+24,1.163288579665941687e+24,1.129382672103534081e+24,1.093836504506965416e+24,1.057466980633866599e+24,1.020895888955258094e+24,9.845788549303142606e+23,9.488389546441067568e+23,9.138976552594731025e+23,8.799005481313766767e+23,8.469376166118774255e+23,8.150586928400706956e+23,7.842850087411115968e+23,7.546177125504927473e+23
