x,t=2.16e+05s,t=4.32e+05s,t=6.48e+05s,t=8.64e+05s,t=1.08e+06s,t=1.30e+06s,t=1.51e+06s,t=1.73e+06s,t=1.94e+06s
3.030303030303030300e-04,1.392812032143029457e+23,2.928369884383424304e+23,4.480151893708588597e+23,6.033788281968252221e+23,7.587636703362510383e+23,9.141509369749838559e+23,1.069538480844506829e+24,1.224926056414161748e+24,1.380313635608580355e+24
0.000000000000000000e+00,1.392811992880799159e+23,2.928369841097306087e+23,4.480151849965121123e+23,6.033788238172508956e+23,7.587636659560791073e+23,9.141509325947434739e+23,1.069538476464258528e+24,1.224926052033913044e+24,1.380313631228331114e+24
6.060606060606060601e-04,1.392812447290884012e+23,2.928370342078724776e+23,4.480152356239730320e+23,6.033788745052115970e+23,7.587637166509579945e+23,9.141509832904139772e+23,1.069538527160019225e+24,1.224926102729683271e+24,1.380313681924103220e+24
3.030303030303030300e-04,1.392812032143028115e+23,2.928369884383422626e+23,4.480151893708586583e+23,6.033788281968248194e+23,7.587636703362506356e+23,9.141509369749831848e+23,1.069538480844505352e+24,1.224926056414160674e+24,1.380313635608579013e+24
9.090909090909090901e-04,1.392813100225162652e+23,2.928371061930422604e+23,4.480153083697109580e+23,6.033789473378801979e+23,7.587637894935664247e+23,9.141510561341585605e+23,1.069538600003894134e+24,1.224926175573572810e+24,1.380313754767994638e+24
6.060606060606060601e-04,1.392812447290882670e+23,2.928370342078722091e+23,4.480152356239727636e+23,6.033788745052113957e+23,7.587637166509570549e+23,9.141509832904125008e+23,1.069538527160017346e+24,1.224926102729682735e+24,1.380313681924101878e+24
1.212121212121212120e-03,1.392814007810731257e+23,2.928372062531600997e+23,4.480154094870233874e+23,6.033790485760274386e+23,7.587638907455295686e+23,9.141511573877014470e+23,1.069538701257617678e+24,1.224926276827318365e+24,1.380313856021741267e+24
9.090909090909090901e-04,1.392813100225160974e+23,2.928371061930418242e+23,4.480153083697104882e+23,6.033789473378799295e+23,7.587637894935657537e+23,9.141510561341574868e+23,1.069538600003892926e+24,1.224926175573572005e+24,1.380313754767993564e+24
1.515151515151515150e-03,1.392815172419615541e+23,2.928373346497093089e+23,4.480155392401532172e+23,6.033791784842110907e+23,7.587640206714425102e+23,9.141512873156420158e+23,1.069538831185789235e+24,1.224926406755515692e+24,1.380313985949942621e+24
1.212121212121212120e-03,1.392814007810729412e+23,2.928372062531599991e+23,4.480154094870228506e+23,6.033790485760269017e+23,7.587638907455290317e+23,9.141511573877007759e+23,1.069538701257616738e+24,1.224926276827317560e+24,1.380313856021740193e+24
