x,t=3.24e+06s,t=6.48e+06s,t=9.72e+06s,t=1.30e+07s,t=1.62e+07s,t=1.94e+07s,t=2.27e+07s,t=2.59e+07s,t=2.92e+07s
3.030303030303030300e-04,2.312793461236129463e+24,4.643454125213744414e+24,6.974266514611839311e+24,9.305080198399937047e+24,1.163589389323462195e+25,1.396670758816326033e+25,1.629752128309299823e+25,1.862833497802261157e+25,2.095914867295222062e+25
0.000000000000000000e+00,2.312793456889744161e+24,4.643454120833781862e+24,6.974266510231584702e+24,9.305080194019673848e+24,1.163589388885435016e+25,1.396670758378299069e+25,1.629752127871272429e+25,1.862833497364234837e+25,2.095914866857196386e+25
6.060606060606060601e-04,2.312793507193572047e+24,4.643454171526228590e+24,6.974266560927338554e+24,9.305080244715454544e+24,1.163589393955014052e+25,1.396670763447878964e+25,1.629752132940852324e+25,1.862833502433814303e+25,2.095914871926774348e+25
3.030303030303030300e-04,2.312793461236127316e+24,4.643454125213740119e+24,6.974266514611830721e+24,9.305080198399927383e+24,1.163589389323460906e+25,1.396670758816323242e+25,1.629752128309297461e+25,1.862833497802259439e+25,2.095914867295222062e+25
9.090909090909090901e-04,2.312793579474286683e+24,4.643454244365337025e+24,6.974266633771189707e+24,9.305080317559343277e+24,1.163589401239402710e+25,1.396670770732266549e+25,1.629752140225240768e+25,1.862833509718203606e+25,2.095914879211164725e+25
6.060606060606060601e-04,2.312793507193571242e+24,4.643454171526225369e+24,6.974266560927329965e+24,9.305080244715451322e+24,1.163589393955013193e+25,1.396670763447876602e+25,1.629752132940849747e+25,1.862833502433812155e+25,2.095914871926773060e+25
1.212121212121212120e-03,2.312793679945214856e+24,4.643454345612437729e+24,6.974266735024880501e+24,9.305080418813094201e+24,1.163589411364778447e+25,1.396670780857641427e+25,1.629752150350615216e+25,1.862833519843577624e+25,2.095914889336539388e+25
9.090909090909090901e-04,2.312793579474285610e+24,4.643454244365332193e+24,6.974266633771178969e+24,9.305080317559337908e+24,1.163589401239401851e+25,1.396670770732266119e+25,1.629752140225239050e+25,1.862833509718202102e+25,2.095914879211163007e+25
1.515151515151515150e-03,2.312793808868910870e+24,4.643454475532106056e+24,6.974266864953008841e+24,9.305080548741289112e+24,1.163589424357598046e+25,1.396670793850461884e+25,1.629752163343436747e+25,1.862833532836397652e+25,2.095914902329359631e+25
1.212121212121212120e-03,2.312793679945214051e+24,4.643454345612433971e+24,6.974266735024870837e+24,9.305080418813084537e+24,1.163589411364776729e+25,1.396670780857640138e+25,1.629752150350613498e+25,1.862833519843576121e+25,2.095914889336537670e+25
1.818181818181818180e-03,2.312793966323900684e+24,4.643454634203482149e+24,6.974267023634704129e+24,9.305080707423079963e+24,1.163589440225776701e+25,1.396670809718641613e+25,1.629752179211614974e+25,1.862833548704576523e+25,2.095914918197538501e+25
1.515151515151515150e-03,2.312793808868910064e+24,4.643454475532102298e+24,6.974266864953003472e+24,9.305080548741285891e+24,1.163589424357596757e+25,1.396670793850459522e+25,1.629752163343433956e+25,1.862833532836397437e+25,2.095914902329357913e+25
2.121212121212120993e-03,2.312794152342100201e+24,4.643454821658710078e+24,6.974267211102147481e+24,9.305080894890624248e+24,1.163589458972530485e+25,1.396670828465394753e+25,1.629752197958368328e+25,1.862833567451329877e+25,2.095914936944292930e+25
1.818181818181818180e-03,2.312793966323900952e+24,4.643454634203481612e+24,6.974267023634706276e+24,9.305080707423081037e+24,1.163589440225776916e+25,1.396670809718640325e+25,1.629752179211614329e+25,1.862833548704576952e+25,2.095914918197538072e+25
2.424242424242424240e-03,2.312794366938977210e+24,4.643455037913389165e+24,6.974267427370893123e+24,9.305081111159494444e+24,1.163589480599418042e+25,1.396670850092281880e+25,1.629752219585255885e+25,1.862833589078217649e+25,2.095914958571180701e+25
2.121212121212120993e-03,2.312794152342097786e+24,4.643454821658707930e+24,6.974267211102134597e+24,9.305080894890614584e+24,1.163589458972529626e+25,1.396670828465392821e+25,1.629752197958367899e+25,1.862833567451328589e+25,2.095914936944289923e+25
2.727272727272727487e-03,2.312794610122948503e+24,4.643455282975979958e+24,6.974267672449444016e+24,9.305081356238179554e+24,1.163589505107286338e+25,1.396670874600151036e+25,1.629752244093125470e+25,1.862833613586086589e+25,2.095914983079048782e+25
