x,t=1.08e+06s,t=2.16e+06s,t=3.24e+06s,t=4.32e+06s,t=5.40e+06s,t=6.48e+06s,t=7.56e+06s,t=8.64e+06s,t=9.72e+06s
3.030303030303030300e-04,7.592185919957004263e+23,1.535712671655734605e+24,2.312639401794523273e+24,3.089577018956994832e+24,3.866514910158567833e+24,4.643452808258264186e+24,5.420390706531422456e+24,6.197328604808940655e+24,6.974266503086605957e+24
0.000000000000000000e+00,7.592185877153498435e+23,1.535712667277987183e+24,2.312639397414336310e+24,3.089577014576745055e+24,3.866514905778319666e+24,4.643452803878011187e+24,5.420390702151171068e+24,6.197328600428693563e+24,6.974266498706351348e+24
6.060606060606060601e-04,7.592186372549241356e+23,1.535712717944799936e+24,2.312639448109380687e+24,3.089577065272499981e+24,3.866514956474092846e+24,4.643452854573785978e+24,5.420390752846947469e+24,6.197328651124468890e+24,6.974266549402130971e+24
3.030303030303030300e-04,7.592185919956998894e+23,1.535712671655734068e+24,2.312639401794522736e+24,3.089577018956992148e+24,3.866514910158567296e+24,4.643452808258260964e+24,5.420390706531420309e+24,6.197328604808938508e+24,6.974266503086597367e+24
9.090909090909090901e-04,7.592187084374995202e+23,1.535712790747080636e+24,2.312639520952225207e+24,3.089577138116366703e+24,3.866515029317983727e+24,4.643452927417680616e+24,5.420390825690835129e+24,6.197328723968357623e+24,6.974266622246020778e+24
6.060606060606060601e-04,7.592186372549235987e+23,1.535712717944799130e+24,2.312639448109379882e+24,3.089577065272499444e+24,3.866514956474089625e+24,4.643452854573782220e+24,5.420390752846943175e+24,6.197328651124463521e+24,6.974266549402119159e+24
1.212121212121212120e-03,7.592188073820061140e+23,1.535712891942988820e+24,2.312639622204517184e+24,3.089577239370077898e+24,3.866515130571731430e+24,4.643453028671424024e+24,5.420390926944584979e+24,6.197328825222106400e+24,6.974266723499770628e+24
9.090909090909090901e-04,7.592187084374985807e+23,1.535712790747079562e+24,2.312639520952223864e+24,3.089577138116364018e+24,3.866515029317979969e+24,4.643452927417677395e+24,5.420390825690834055e+24,6.197328723968353328e+24,6.974266622246010040e+24
1.515151515151515150e-03,7.592189343470150411e+23,1.535713021796970186e+24,2.312639752130850227e+24,3.089577369298232007e+24,3.866515260499931710e+24,4.643453158599626452e+24,5.420391056872785259e+24,6.197328955150306680e+24,6.974266853427968760e+24
1.212121212121212120e-03,7.592188073820053087e+23,1.535712891942987209e+24,2.312639622204516379e+24,3.089577239370074677e+24,3.866515130571726598e+24,4.643453028671424024e+24,5.420390926944580684e+24,6.197328825222099957e+24,6.974266723499759890e+24
1.818181818181818180e-03,7.592190894098653748e+23,1.535713180388116021e+24,2.312639910810360450e+24,3.089577527979963803e+24,3.866515419181719340e+24,4.643453317281417303e+24,5.420391215554576110e+24,6.197329113832094310e+24,6.974267012109760685e+24
1.515151515151515150e-03,7.592189343470145042e+23,1.535713021796969649e+24,2.312639752130848885e+24,3.089577369298231471e+24,3.866515260499926878e+24,4.643453158599623231e+24,5.420391056872780964e+24,6.197328955150306680e+24,6.974266853427961244e+24
2.121212121212120993e-03,7.592192726019927861e+23,1.535713367748568517e+24,2.312640098275204811e+24,3.089577715447437220e+24,3.866515606649258256e+24,4.643453504748956756e+24,5.420391403022118247e+24,6.197329301299635373e+24,6.974267199577293159e+24
1.818181818181818180e-03,7.592190894098648379e+23,1.535713180388116289e+24,2.312639910810360719e+24,3.089577527979965413e+24,3.866515419181719340e+24,4.643453317281418377e+24,5.420391215554576110e+24,6.197329113832100752e+24,6.974267012109762833e+24
2.424242424242424240e-03,7.592194839386383691e+23,1.535713583893901763e+24,2.312640314540969477e+24,3.089577931716230644e+24,3.866515822918127915e+24,4.643453721017830173e+24,5.420391619290993812e+24,6.197329517568508790e+24,6.974267415846168723e+24
2.121212121212120993e-03,7.592192726019921150e+23,1.535713367748567443e+24,2.312640098275202932e+24,3.089577715447433462e+24,3.866515606649253961e+24,4.643453504748954608e+24,5.420391403022107510e+24,6.197329301299630004e+24,6.974267199577293159e+24
2.727272727272727487e-03,7.592197234281029535e+23,1.535713828832591072e+24,2.312640559616129224e+24,3.089578176794825559e+24,3.866516067996807656e+24,4.643453966096514746e+24,5.420391864369669258e+24,6.197329762647194974e+24,6.974267660924854907e+24
2.424242424242424240e-03,7.592194839386371612e+23,1.535713583893900153e+24,2.312640314540966793e+24,3.089577931716226349e+24,3.866515822918124693e+24,4.643453721017823193e+24,5.420391619290984148e+24,6.197329517568503421e+24,6.974267415846162281e+24
3.030303030303030300e-03,7.592199910753010555e+23,1.535714102569648133e+24,2.312640833505700306e+24,3.089578450688236879e+24,3.866516341890316149e+24,4.643454239990020017e+24,5.420392138263181509e+24,6.197330036540702930e+24,6.974267934818363937e+24
2.727272727272727487e-03,7.592197234281028193e+23,1.535713828832590804e+24,2.312640559616130298e+24,3.089578176794825023e+24,3.866516067996809803e+24,4.643453966096515820e+24,5.420391864369673553e+24,6.197329762647193900e+24,6.974267660924853833e+24
3.333333333333333114e-03,7.592202868833375339e+23,1.535714405108229748e+24,2.312641136212845428e+24,3.089578753399621939e+24,3.866516644601805362e+24,4.643454542701514063e+24,5.420392440974678776e+24,6.197330339252202344e+24,6.974268237529855834e+24
3.030303030303030300e-03,7.592199910753010555e+23,1.535714102569647596e+24,2.312640833505702990e+24,3.089578450688236879e+24,3.866516341890318296e+24,4.643454239990022702e+24,5.420392138263181509e+24,6.197330036540700782e+24,6.974267934818363937e+24
3.636363636363636360e-03,7.592206108542698122e+23,1.535714736450419781e+24,2.312641467739645772e+24,3.089579084931064874e+24,3.866516976133370704e+24,4.643454874233082089e+24,5.420392772506240896e+24,6.197330670783762316e+24,6.974268569061422250e+24
3.333333333333333114e-03,7.592202868833364602e+23,1.535714405108227869e+24,2.312641136212842207e+24,3.089578753399617644e+24,3.866516644601803752e+24,4.643454542701512989e+24,5.420392440974671260e+24,6.197330339252192680e+24,6.974268237529850466e+24
3.939393939393939607e-03,7.592209629895235511e+23,1.535715096597656240e+24,2.312641828087536124e+24,3.089579445284005571e+24,3.866517336486438639e+24,4.643455234586153245e+24,5.420393132859314200e+24,6.197331031136834547e+24,6.974268929414497701e+24
3.636363636363636360e-03,7.592206108542688727e+23,1.535714736450418170e+24,2.312641467739643625e+24,3.089579084931062190e+24,3.866516976133364798e+24,4.643454874233076183e+24,5.420392772506232306e+24,6.197330670783755874e+24,6.974268569061413660e+24
4.242424242424241987e-03,7.592213432901175974e+23,1.535715485550957302e+24,2.312642217257538150e+24,3.089579834459460326e+24,3.866517725662027612e+24,4.643455623761747587e+24,5.420393522034906931e+24,6.197331420312425130e+24,6.974269318590088285e+24
3.939393939393939607e-03,7.592209629895230143e+23,1.535715096597653824e+24,2.312641828087533708e+24,3.089579445284003960e+24,3.866517336486434881e+24,4.643455234586148413e+24,5.420393132859307757e+24,6.197331031136830252e+24,6.974268929414486964e+24
4.545454545454545234e-03,7.592217517568067916e+23,1.535715903311067069e+24,2.312642635250396759e+24,3.089580252458178612e+24,3.866518143660894074e+24,4.643456041760614049e+24,5.420393940033772857e+24,6.197331838311296424e+24,6.974269736588959579e+24
4.242424242424241987e-03,7.592213432901167921e+23,1.535715485550955423e+24,2.312642217257536540e+24,3.089579834459457642e+24,3.866517725662024391e+24,4.643455623761744902e+24,5.420393522034901562e+24,6.197331420312422983e+24,6.974269318590079695e+24
4.848484848484848481e-03,7.592221883901602169e+23,1.535716349878544961e+24,2.312643082066669758e+24,3.089580699280709647e+24,3.866518590483584023e+24,4.643456488583309904e+24,5.420394386856469248e+24,6.197332285133992816e+24,6.974270183411655970e+24
4.545454545454545234e-03,7.592217517568058521e+23,1.535715903311064653e+24,2.312642635250394611e+24,3.089580252458173780e+24,3.866518143660887632e+24,4.643456041760609217e+24,5.420393940033769635e+24,6.197331838311287835e+24,6.974269736588945620e+24
5.151515151515151728e-03,7.592226531906219997e+23,1.535716825253812690e+24,2.312643557706776982e+24,3.089581174927482392e+24,3.866519066130522661e+24,4.643456964230252300e+24,5.420394862503413791e+24,6.197332760780934138e+24,6.974270659058595145e+24
4.848484848484848481e-03,7.592221883901598142e+23,1.535716349878542277e+24,2.312643082066666268e+24,3.089580699280705889e+24,3.866518590483578118e+24,4.643456488583304535e+24,5.420394386856461732e+24,6.197332285133984226e+24,6.974270183411644159e+24
5.454545454545454974e-03,7.592231461585449984e+23,1.535717329437198821e+24,2.312644062171049411e+24,3.089581679398823263e+24,3.866519570602042847e+24,4.643457468701777854e+24,5.420395366974936125e+24,6.197333265252457545e+24,6.974271163530124995e+24
5.151515151515151728e-03,7.592226531906210601e+23,1.535716825253809737e+24,2.312643557706774834e+24,3.089581174927478097e+24,3.866519066130518366e+24,4.643456964230248005e+24,5.420394862503406275e+24,6.197332760780924474e+24,6.974270659058584408e+24
5.757575757575757354e-03,7.592236672942145599e+23,1.535717862428966421e+24,2.312644595459747696e+24,3.089582212694992107e+24,3.866520103898397985e+24,4.643458001998139435e+24,5.420395900271298242e+24,6.197333798548819663e+24,6.974271696826477448e+24
5.454545454545454974e-03,7.592231461585447299e+23,1.535717329437197479e+24,2.312644062171048605e+24,3.089581679398820042e+24,3.866519570602039626e+24,4.643457468701773023e+24,5.420395366974933978e+24,6.197333265252453250e+24,6.974271163530113184e+24
6.060606060606060601e-03,7.592242165978694576e+23,1.535718424229321917e+24,2.312645157573077995e+24,3.089582774816199913e+24,3.866520666019804433e+24,4.643458564119547494e+24,5.420396462392709522e+24,6.197334360670230943e+24,6.974272258947895171e+24
5.757575757575757354e-03,7.592236672942142915e+23,1.535717862428964542e+24,2.312644595459747427e+24,3.089582212694989959e+24,3.866520103898394764e+24,4.643458001998136214e+24,5.420395900271292873e+24,6.197333798548813220e+24,6.974271696826472080e+24
6.363636363636363848e-03,7.592247940697077968e+23,1.535719014838432543e+24,2.312645748511207544e+24,3.089583365762609354e+24,3.866521256966422180e+24,4.643459155066169535e+24,5.420397053339333174e+24,6.197334951616852447e+24,6.974272849894513454e+24
6.060606060606060601e-03,7.592242165978683838e+23,1.535718424229320575e+24,2.312645157573076653e+24,3.089582774816194007e+24,3.866520666019797991e+24,4.643458564119545883e+24,5.420396462392705227e+24,6.197334360670223427e+24,6.974272258947883360e+24
6.666666666666666227e-03,7.592253997099017788e+23,1.535719634256435203e+24,2.312646368274270829e+24,3.089583985534354646e+24,3.866521876738383832e+24,4.643459774838139777e+24,5.420397673111301269e+24,6.197335571388820542e+24,6.974273469666480475e+24
6.363636363636363848e-03,7.592247940697069915e+23,1.535719014838431201e+24,2.312645748511206202e+24,3.089583365762603985e+24,3.866521256966418422e+24,4.643459155066165777e+24,5.420397053339329953e+24,6.197334951616849226e+24,6.974272849894510233e+24
6.969696969696969474e-03,7.592260335186032040e+23,1.535720282483443980e+24,2.312647016862384887e+24,3.089584634131552292e+24,3.866522525335812332e+24,4.643460423435574720e+24,5.420398321708738359e+24,6.197336219986257632e+24,6.974274118263917565e+24
6.666666666666666227e-03,7.592253997099011078e+23,1.535719634256434397e+24,2.312646368274269218e+24,3.089583985534350351e+24,3.866521876738382221e+24,4.643459774838137093e+24,5.420397673111295900e+24,6.197335571388816247e+24,6.974273469666477254e+24
7.272727272727272721e-03,7.592266954959440084e+23,1.535720959519553902e+24,2.312647694275638303e+24,3.089585311554296781e+24,3.866523202758798949e+24,4.643461100858565632e+24,5.420398999131722829e+24,6.197336897409243175e+24,6.974274795686910625e+24
6.969696969696969474e-03,7.592260335186019961e+23,1.535720282483442370e+24,2.312647016862380592e+24,3.089584634131549608e+24,3.866522525335807500e+24,4.643460423435570425e+24,5.420398321708734064e+24,6.197336219986249042e+24,6.974274118263908975e+24
7.575757575757575968e-03,7.592273856420459273e+23,1.535721665364843083e+24,2.312648400514111876e+24,3.089586017802665421e+24,3.866523909007414550e+24,4.643461807107186601e+24,5.420399705380350241e+24,6.197337603657868440e+24,6.974275501935534816e+24
7.272727272727272721e-03,7.592266954959432031e+23,1.535720959519553097e+24,2.312647694275634008e+24,3.089585311554291412e+24,3.866523202758791433e+24,4.643461100858558653e+24,5.420398999131713165e+24,6.197336897409236733e+24,6.974274795686895592e+24
7.878787878787879215e-03,7.592281039570213011e+23,1.535722400019382121e+24,2.312649135577871908e+24,3.089586752876723711e+24,3.866524644081732149e+24,4.643462542181512790e+24,5.420400440454672135e+24,6.197338338732192481e+24,6.974276237009855636e+24
7.575757575757575968e-03,7.592273856420453905e+23,1.535721665364841204e+24,2.312648400514108654e+24,3.089586017802658978e+24,3.866523909007406497e+24,4.643461807107182307e+24,5.420399705380341651e+24,6.197337603657863071e+24,6.974275501935521931e+24
