x,t=1.51e+06s,t=3.02e+06s,t=4.54e+06s,t=6.05e+06s,t=7.56e+06s,t=9.07e+06s,t=1.06e+07s,t=1.21e+07s,t=1.36e+07s
3.030303030303030300e-04,1.069866027618635759e+24,2.157257463753622736e+24,3.244964698505039076e+24,4.332677650564775735e+24,5.420390706162861649e+24,6.508103763636065323e+24,7.595816821143180985e+24,8.683529878651172821e+24,9.771242936159195795e+24
0.000000000000000000e+00,1.069866023310257025e+24,2.157257459374667355e+24,3.244964694124807552e+24,4.332677646184523810e+24,5.420390701782608114e+24,6.508103759255815009e+24,7.595816816762926376e+24,8.683529874270917138e+24,9.771242931778934744e+24
6.060606060606060601e-04,1.069866073174221204e+24,2.157257510055450025e+24,3.244964744820310149e+24,4.332677696880296453e+24,5.420390752478384515e+24,6.508103809951591410e+24,7.595816867458703851e+24,8.683529924966693539e+24,9.771242982474712219e+24
3.030303030303030300e-04,1.069866027618634685e+24,2.157257463753620052e+24,3.244964698505034781e+24,4.332677650564769292e+24,5.420390706162855206e+24,6.508103763636061028e+24,7.595816821143172396e+24,8.683529878651163157e+24,9.771242936159182910e+24
9.090909090909090901e-04,1.069866144822904157e+24,2.157257582877802987e+24,3.244964817663812335e+24,4.332677769724177670e+24,5.420390825322272174e+24,6.508103882795480143e+24,7.595816940302596879e+24,8.683529997810584420e+24,9.771243055318609542e+24
6.060606060606060601e-04,1.069866073174219728e+24,2.157257510055448414e+24,3.244964744820309612e+24,4.332677696880288400e+24,5.420390752478381293e+24,6.508103809951584968e+24,7.595816867458696335e+24,8.683529924966687097e+24,9.771242982474703629e+24
1.212121212121212120e-03,1.069866244415303883e+24,2.157257684101610741e+24,3.244964918917018335e+24,4.332677870977915709e+24,5.420390926576022024e+24,6.508103984049227846e+24,7.595817041556341361e+24,8.683530099064335344e+24,9.771243156572358318e+24
9.090909090909090901e-04,1.069866144822903083e+24,2.157257582877801376e+24,3.244964817663809651e+24,4.332677769724173912e+24,5.420390825322273248e+24,6.508103882795477996e+24,7.595816940302588289e+24,8.683529997810575830e+24,9.771243055318594509e+24
1.515151515151515150e-03,1.069866372211682918e+24,2.157257813991395223e+24,3.244965048844524978e+24,4.332678000906105789e+24,5.420391056504221231e+24,6.508104113977431347e+24,7.595817171484544862e+24,8.683530228992531329e+24,9.771243286500550008e+24
1.212121212121212120e-03,1.069866244415302272e+24,2.157257684101608593e+24,3.244964918917014577e+24,4.332677870977909803e+24,5.420390926576017729e+24,6.508103984049224625e+24,7.595817041556334919e+24,8.683530099064326754e+24,9.771243156572343286e+24
1.818181818181818180e-03,1.069866528289883385e+24,2.157257972626265435e+24,3.244965207525466499e+24,4.332678159587878923e+24,5.420391215186012082e+24,6.508104272659222198e+24,7.595817330166335713e+24,8.683530387674327549e+24,9.771243445182347302e+24
1.515151515151515150e-03,1.069866372211680771e+24,2.157257813991393075e+24,3.244965048844521220e+24,4.332678000906100420e+24,5.420391056504219083e+24,6.508104113977421684e+24,7.595817171484536272e+24,8.683530228992524887e+24,9.771243286500539271e+24
2.121212121212120993e-03,1.069866712681543488e+24,2.157258160038374577e+24,3.244965394991998782e+24,4.332678347055399585e+24,5.420391402653555293e+24,6.508104460126755746e+24,7.595817517633872482e+24,8.683530575141861096e+24,9.771243632649876554e+24
1.818181818181818180e-03,1.069866528289882445e+24,2.157257972626265704e+24,3.244965207525465963e+24,4.332678159587877849e+24,5.420391215186012082e+24,6.508104272659218977e+24,7.595817330166333566e+24,8.683530387674325401e+24,9.771243445182345154e+24
2.424242424242424240e-03,1.069866925402001764e+24,2.157258376243301300e+24,3.244965611259714706e+24,4.332678563324251527e+24,5.420391618922425489e+24,6.508104676395631310e+24,7.595817733902745899e+24,8.683530791410734513e+24,9.771243848918760709e+24
2.121212121212120993e-03,1.069866712681542012e+24,2.157258160038372430e+24,3.244965394991997172e+24,4.332678347055395290e+24,5.420391402653546703e+24,6.508104460126751451e+24,7.595817517633864966e+24,8.683530575141854654e+24,9.771243632649867964e+24
2.727272727272727487e-03,1.069867166459608032e+24,2.157258621249519842e+24,3.244965856337087166e+24,4.332678808402912478e+24,5.420391864001107377e+24,6.508104921474316420e+24,7.595817978981427788e+24,8.683531036489420697e+24,9.771244093997443671e+24
2.424242424242424240e-03,1.069866925402000288e+24,2.157258376243297005e+24,3.244965611259710948e+24,4.332678563324244011e+24,5.420391618922416899e+24,6.508104676395624868e+24,7.595817733902735161e+24,8.683530791410723776e+24,9.771243848918743529e+24
3.030303030303030300e-03,1.069867435859305262e+24,2.157258895062045385e+24,3.244966130229130539e+24,4.332679082296393054e+24,5.420392137894615333e+24,6.508105195367826524e+24,7.595818252874935744e+24,8.683531310382923284e+24,9.771244367890946258e+24
2.727272727272727487e-03,1.069867166459607495e+24,2.157258621249519306e+24,3.244965856337086093e+24,4.332678808402909794e+24,5.420391864001106304e+24,6.508104921474312125e+24,7.595817978981427788e+24,8.683531036489422844e+24,9.771244093997439376e+24
3.333333333333333114e-03,1.069867733604213480e+24,2.157259197684034191e+24,3.244966432939003234e+24,4.332679385007856497e+24,5.420392440606110452e+24,6.508105498079314127e+24,7.595818555586431936e+24,8.683531613094416256e+24,9.771244670602438156e+24
3.030303030303030300e-03,1.069867435859305933e+24,2.157258895062045385e+24,3.244966130229130002e+24,4.332679082296391443e+24,5.420392137894614259e+24,6.508105195367826524e+24,7.595818252874936817e+24,8.683531310382928653e+24,9.771244367890944111e+24
3.636363636363636360e-03,1.069868059696399907e+24,2.157259529117576299e+24,3.244966764468792069e+24,4.332679716539391237e+24,5.420392772137673646e+24,6.508105829610885910e+24,7.595818887117996204e+24,8.683531944625985892e+24,9.771245002134008866e+24
3.333333333333333114e-03,1.069867733604212406e+24,2.157259197684033922e+24,3.244966432938999476e+24,4.332679385007851129e+24,5.420392440606106157e+24,6.508105498079308758e+24,7.595818555586419051e+24,8.683531613094413035e+24,9.771244670602431714e+24
3.939393939393939607e-03,1.069868414137288995e+24,2.157259889364102738e+24,3.244967124819933712e+24,4.332680076892425349e+24,5.420393132490740508e+24,6.508106189963951698e+24,7.595819247471066287e+24,8.683532304979062417e+24,9.771245362487075728e+24
3.636363636363636360e-03,1.069868059696397759e+24,2.157259529117573614e+24,3.244966764468787774e+24,4.332679716539385332e+24,5.420392772137667204e+24,6.508105829610874099e+24,7.595818887117987614e+24,8.683531944625974081e+24,9.771245002133991686e+24
4.242424242424241987e-03,1.069868796927901472e+24,2.157260278424631954e+24,3.244967513993444994e+24,4.332680466067978889e+24,5.420393521666334313e+24,6.508106579139544429e+24,7.595819636646659018e+24,8.683532694154651927e+24,9.771245751662671680e+24
3.939393939393939607e-03,1.069868414137288459e+24,2.157259889364100322e+24,3.244967124819930490e+24,4.332680076892421591e+24,5.420393132490737286e+24,6.508106189963947403e+24,7.595819247471060918e+24,8.683532304979051680e+24,9.771245362487067138e+24
4.545454545454545234e-03,1.069869208068992176e+24,2.157260696299914758e+24,3.244967931990075389e+24,4.332680884066809918e+24,5.420393939665205607e+24,6.508106997138417871e+24,7.595820054645527091e+24,8.683533112153518926e+24,9.771246169661535458e+24
4.242424242424241987e-03,1.069868796927901337e+24,2.157260278424630075e+24,3.244967513993442310e+24,4.332680466067976742e+24,5.420393521666330018e+24,6.508106579139537987e+24,7.595819636646653649e+24,8.683532694154643337e+24,9.771245751662663090e+24
4.848484848484848481e-03,1.069869647561122944e+24,2.157261142990503325e+24,3.244968378810377873e+24,4.332681330889457991e+24,5.420394386487895556e+24,6.508107443961109968e+24,7.595820501468221335e+24,8.683533558976216392e+24,9.771246616484238292e+24
4.545454545454545234e-03,1.069869208068990968e+24,2.157260696299912343e+24,3.244967931990070021e+24,4.332680884066804549e+24,5.420393939665195943e+24,6.508106997138403912e+24,7.595820054645517427e+24,8.683533112153506042e+24,9.771246169661529016e+24
5.151515151515151728e-03,1.069870115404734278e+24,2.157261618496822317e+24,3.244968854454774427e+24,4.332681806536358511e+24,5.420394862134836878e+24,6.508107919608055585e+24,7.595820977115165878e+24,8.683534034623153419e+24,9.771247092131177467e+24
4.848484848484848481e-03,1.069869647561121199e+24,2.157261142990499835e+24,3.244968378810373042e+24,4.332681330889452086e+24,5.420394386487890187e+24,6.508107443961098156e+24,7.595820501468211671e+24,8.683533558976200286e+24,9.771246616484221112e+24
5.454545454545454974e-03,1.069870611600171252e+24,2.157262122819201375e+24,3.244969358923598448e+24,4.332682311007834137e+24,5.420395366606361359e+24,6.508108424079574697e+24,7.595821481586693581e+24,8.683534539094680047e+24,9.771247596602700874e+24
5.151515151515151728e-03,1.069870115404732533e+24,2.157261618496818291e+24,3.244968854454772817e+24,4.332681806536349921e+24,5.420394862134830435e+24,6.508107919608042700e+24,7.595820977115155141e+24,8.683534034623148050e+24,9.771247092131162434e+24
5.757575757575757354e-03,1.069871136147712636e+24,2.157262655957897927e+24,3.244969892217107633e+24,4.332682844304143641e+24,5.420395899902723476e+24,6.508108957375935740e+24,7.595822014883049255e+24,8.683535072391037870e+24,9.771248129899059770e+24
5.454545454545454974e-03,1.069870611600170044e+24,2.157262122819200032e+24,3.244969358923597374e+24,4.332682311007829305e+24,5.420395366606360285e+24,6.508108424079572550e+24,7.595821481586684991e+24,8.683534539094674679e+24,9.771247596602694432e+24
6.060606060606060601e-03,1.069871689047586600e+24,2.157263217913124843e+24,3.244970454335508678e+24,4.332683406425500160e+24,5.420396462024131535e+24,6.508109519497350242e+24,7.595822577004464830e+24,8.683535634512455592e+24,9.771248692020473198e+24
5.757575757575757354e-03,1.069871136147711696e+24,2.157262655957896048e+24,3.244969892217104412e+24,4.332682844304138272e+24,5.420395899902719181e+24,6.508108957375931445e+24,7.595822014883041739e+24,8.683535072391030353e+24,9.771248129899049033e+24
6.363636363636363848e-03,1.069872270299984808e+24,2.157263808685042110e+24,3.244971045278968550e+24,4.332683997372064756e+24,5.420397052970756261e+24,6.508110110443971746e+24,7.595823167951083114e+24,8.683536225459076023e+24,9.771249282967102219e+24
6.060606060606060601e-03,1.069871689047585124e+24,2.157263217913122427e+24,3.244970454335503309e+24,4.332683406425492644e+24,5.420396462024126166e+24,6.508109519497340578e+24,7.595822577004453019e+24,8.683535634512441634e+24,9.771248692020458165e+24
6.666666666666666227e-03,1.069872879905067783e+24,2.157264428273792537e+24,3.244971665047618245e+24,4.332684617143972184e+24,5.420397672742722208e+24,6.508110730215937693e+24,7.595823787723051208e+24,8.683536845231040896e+24,9.771249902739064944e+24
6.363636363636363848e-03,1.069872270299983600e+24,2.157263808685041305e+24,3.244971045278965865e+24,4.332683997372060461e+24,5.420397052970748745e+24,6.508110110443965304e+24,7.595823167951080966e+24,8.683536225459068507e+24,9.771249282967087186e+24
6.969696969696969474e-03,1.069873517862976722e+24,2.157265076679487791e+24,3.244972313641585002e+24,4.332685265741345924e+24,5.420398321340156077e+24,6.508111378813373710e+24,7.595824436320487225e+24,8.683537493828482282e+24,9.771250551336496666e+24
6.666666666666666227e-03,1.069872879905066440e+24,2.157264428273790657e+24,3.244971665047616097e+24,4.332684617143967889e+24,5.420397672742716839e+24,6.508110730215934472e+24,7.595823787723046913e+24,8.683536845231036601e+24,9.771249902739054207e+24
7.272727272727272721e-03,1.069874184173833228e+24,2.157265753902219679e+24,3.244972991060946666e+24,4.332685943164267580e+24,5.420398998763145915e+24,6.508112056236363548e+24,7.595825113743481358e+24,8.683538171251466751e+24,9.771251228759485430e+24
6.969696969696969474e-03,1.069873517862974843e+24,2.157265076679484302e+24,3.244972313641579096e+24,4.332685265741340018e+24,5.420398321340147487e+24,6.508111378813366194e+24,7.595824436320477561e+24,8.683537493828468323e+24,9.771250551336485928e+24
7.575757575757575968e-03,1.069874878837747626e+24,2.157266459942070610e+24,3.244973697305791823e+24,4.332686649412822514e+24,5.420399705011766885e+24,6.508112762484988813e+24,7.595825819992103401e+24,8.683538877500096311e+24,9.771251935008117137e+24
7.272727272727272721e-03,1.069874184173831483e+24,2.157265753902216995e+24,3.244972991060943445e+24,4.332685943164264895e+24,5.420398998763137325e+24,6.508112056236356032e+24,7.595825113743469547e+24,8.683538171251452793e+24,9.771251228759478988e+24
7.878787878787879215e-03,1.069875601854817494e+24,2.157267194799103666e+24,3.244974432376181674e+24,4.332687384487076762e+24,5.420400440086092000e+24,6.508113497559313928e+24,7.595826555066427443e+24,8.683539612574417131e+24,9.771252670082434736e+24
7.575757575757575968e-03,1.069874878837745479e+24,2.157266459942067657e+24,3.244973697305786454e+24,4.332686649412819293e+24,5.420399705011757221e+24,6.508112762484978075e+24,7.595825819992088369e+24,8.683538877500081278e+24,9.771251935008097810e+24
8.181818181818182462e-03,1.069876353225133293e+24,2.157267958473382198e+24,3.244975196272174739e+24,4.332688148387086159e+24,5.420401203986169579e+24,6.508114261459395802e+24,7.595827318966508243e+24,8.683540376474501153e+24,9.771253433982515537e+24
7.878787878787879215e-03,1.069875601854815749e+24,2.157267194799101519e+24,3.244974432376177379e+24,4.332687384487071930e+24,5.420400440086083410e+24,6.508113497559301043e+24,7.595826555066414558e+24,8.683539612574403172e+24,9.771252670082426146e+24
8.484848484848483974e-03,1.069877132948778240e+24,2.157268750964946740e+24,3.244975988993819874e+24,4.332688941112894727e+24,5.420401996712055457e+24,6.508115054185280606e+24,7.595828111692395195e+24,8.683541169200379514e+24,9.771254226708400341e+24
8.181818181818182462e-03,1.069876353225132085e+24,2.157267958473380319e+24,3.244975196272173129e+24,4.332688148387083474e+24,5.420401203986170653e+24,6.508114261459390433e+24,7.595827318966505022e+24,8.683540376474497931e+24,9.771253433982519832e+24
8.787878787878787221e-03,1.069877941025830179e+24,2.157269572273848294e+24,3.244976810541160564e+24,4.332689762664555081e+24,5.420402818263791509e+24,6.508115875737017732e+24,7.595828933244131247e+24,8.683541990752123083e+24,9.771255048260142835e+24
8.484848484848483974e-03,1.069877132948776763e+24,2.157268750964944055e+24,3.244975988993817190e+24,4.332688941112888822e+24,5.420401996712049014e+24,6.508115054185274164e+24,7.595828111692385531e+24,8.683541169200375219e+24,9.771254226708391751e+24
9.090909090909090468e-03,1.069878777456365213e+24,2.157270422400117194e+24,3.244977660914230633e+24,4.332690613042086547e+24,5.420403668641408874e+24,6.508116726114634024e+24,7.595829783621751833e+24,8.683542841129737227e+24,9.771255898637762348e+24
8.787878787878787221e-03,1.069877941025828434e+24,2.157269572273844267e+24,3.244976810541155195e+24,4.332689762664548101e+24,5.420402818263782919e+24,6.508115875737008068e+24,7.595828933244121583e+24,8.683541990752113419e+24,9.771255048260125656e+24
9.393939393939393714e-03,1.069879642240451793e+24,2.157271301343787530e+24,3.244978540113060145e+24,4.332691492245535833e+24,5.420404547844945134e+24,6.508117605318172430e+24,7.595830662825287019e+24,8.683543720333279928e+24,9.771256777841299681e+24
9.090909090909090468e-03,1.069878777456362932e+24,2.157270422400113167e+24,3.244977660914224190e+24,4.332690613042083862e+24,5.420403668641398137e+24,6.508116726114628655e+24,7.595829783621738948e+24,8.683542841129726489e+24,9.771255898637749463e+24
9.696969696969696961e-03,1.069880535378159041e+24,2.157272209104888832e+24,3.244979448137677554e+24,4.332692400274926025e+24,5.420405455874417467e+24,6.508118513347644763e+24,7.595831570854763647e+24,8.683544628362750114e+24,9.771257685870776309e+24
9.393939393939393714e-03,1.069879642240449646e+24,2.157271301343785383e+24,3.244978540113054776e+24,4.332691492245533148e+24,5.420404547844932249e+24,6.508117605318161693e+24,7.595830662825276281e+24,8.683543720333269191e+24,9.771256777841282501e+24
1.000000000000000021e-02,1.069881456869553528e+24,2.157273145683444184e+24,3.244980384988107020e+24,4.332693337130283429e+24,5.420406392729858086e+24,6.508119450203091825e+24,7.595832507710209635e+24,8.683545565218195028e+24,9.771258622726220150e+24
9.696969696969696961e-03,1.069880535378157564e+24,2.157272209104885611e+24,3.244979448137672722e+24,4.332692400274921193e+24,5.420405455874412098e+24,6.508118513347639395e+24,7.595831570854751836e+24,8.683544628362740450e+24,9.771257685870756982e+24
1.030303030303030346e-02,1.069882406714699948e+24,2.157274111079475866e+24,3.244981350664371628e+24,4.332694302811618246e+24,5.420407358411289540e+24,6.508120415884525426e+24,7.595833473391640015e+24,8.683546530899630777e+24,9.771259588407659120e+24
1.000000000000000021e-02,1.069881456869551515e+24,2.157273145683442036e+24,3.244980384988105946e+24,4.332693337130275376e+24,5.420406392729853791e+24,6.508119450203083235e+24,7.595832507710196750e+24,8.683545565218184291e+24,9.771258622726198675e+24
1.060606060606060670e-02,1.069883384913662457e+24,2.157275105293003743e+24,3.244982345166490169e+24,4.332695297318958930e+24,5.420408352918724713e+24,6.508121410391962747e+24,7.595834467899079483e+24,8.683547525407070245e+24,9.771260582915088925e+24
1.030303030303030346e-02,1.069882406714697935e+24,2.157274111079473450e+24,3.244981350664370018e+24,4.332694302811613951e+24,5.420407358411282024e+24,6.508120415884516837e+24,7.595833473391627130e+24,8.683546530899613597e+24,9.771259588407633350e+24
1.090909090909090995e-02,1.069884391466503600e+24,2.157276128324047948e+24,3.244983368494478749e+24,4.332696320652326419e+24,5.420409376252186155e+24,6.508122433725425263e+24,7.595835491232543073e+24,8.683548548740532761e+24,9.771261606248550366e+24
1.060606060606060670e-02,1.069883384913660712e+24,2.157275105293001596e+24,3.244982345166485874e+24,4.332695297318955172e+24,5.420408352918721492e+24,6.508121410391954157e+24,7.595834467899065525e+24,8.683547525407056287e+24,9.771260582915073892e+24
1.121212121212121146e-02,1.069885426373286729e+24,2.157277180172619217e+24,3.244984420648348105e+24,4.332697372811722861e+24,5.420410428411688897e+24,6.508123485884923710e+24,7.595836543392038299e+24,8.683549600900027987e+24,9.771262658408049887e+24
1.090909090909090995e-02,1.069884391466503063e+24,2.157276128324047679e+24,3.244983368494477675e+24,4.332696320652323735e+24,5.420409376252184008e+24,6.508122433725422042e+24,7.595835491232536630e+24,8.683548548740530613e+24,9.771261606248548219e+24
