x,t=2.16e+06s,t=4.32e+06s,t=6.48e+06s,t=8.64e+06s,t=1.08e+07s,t=1.30e+07s,t=1.51e+07s,t=1.73e+07s,t=1.94e+07s
3.030303030303030300e-04,1.535931753927870274e+24,3.089579950481535754e+24,4.643452847465496454e+24,6.197328607647756198e+24,7.751204404324117906e+24,9.305080201465756643e+24,1.085895599861336968e+25,1.241283179576092688e+25,1.396670759290856783e+25
0.000000000000000000e+00,1.535931749598204206e+24,3.089579946101925390e+24,4.643452843085254193e+24,6.197328603267503736e+24,7.751204399943862224e+24,9.305080197085504182e+24,1.085895599423310219e+25,1.241283179138066583e+25,1.396670758852830893e+25
6.060606060606060601e-04,1.535931799708545426e+24,3.089579996790277940e+24,4.643452893780933958e+24,6.197328653963280138e+24,7.751204450639637551e+24,9.305080247781280583e+24,1.085895604492888181e+25,1.241283184207644330e+25,1.396670763922409285e+25
3.030303030303030300e-04,1.535931753927869469e+24,3.089579950481531996e+24,4.643452847465492159e+24,6.197328607647752977e+24,7.751204404324109317e+24,9.305080201465753422e+24,1.085895599861335465e+25,1.241283179576092044e+25,1.396670759290855495e+25
9.090909090909090901e-04,1.535931871711243071e+24,3.089580069623497975e+24,4.643452966624689010e+24,6.197328726807169945e+24,7.751204523483529505e+24,9.305080320625173611e+24,1.085895611777277484e+25,1.241283191492034063e+25,1.396670771206798158e+25
6.060606060606060601e-04,1.535931799708545157e+24,3.089579996790272572e+24,4.643452893780929126e+24,6.197328653963272621e+24,7.751204450639635404e+24,9.305080247781276288e+24,1.085895604492887537e+25,1.241283184207643901e+25,1.396670763922407567e+25
1.212121212121212120e-03,1.535931971795727266e+24,3.089580170862412471e+24,4.643453067878248808e+24,6.197328828060915500e+24,7.751204624737277208e+24,9.305080421878918092e+24,1.085895621902652361e+25,1.241283201617408296e+25,1.396670781332173036e+25
9.090909090909090901e-04,1.535931871711241729e+24,3.089580069623495291e+24,4.643452966624686326e+24,6.197328726807164576e+24,7.751204523483524137e+24,9.305080320625173611e+24,1.085895611777276625e+25,1.241283191492033633e+25,1.396670771206797084e+25
1.515151515151515150e-03,1.535932100223540851e+24,3.089580300771584972e+24,4.643453197806206422e+24,6.197328957989111485e+24,7.751204754665481783e+24,9.305080551807123741e+24,1.085895634895473034e+25,1.241283214610228754e+25,1.396670794324993708e+25
1.212121212121212120e-03,1.535931971795725119e+24,3.089580170862410861e+24,4.643453067878245587e+24,6.197328828060910131e+24,7.751204624737270766e+24,9.305080421878913797e+24,1.085895621902651502e+25,1.241283201617407867e+25,1.396670781332171962e+25
