x,t=2.59e+06s,t=5.18e+06s,t=7.78e+06s,t=1.04e+07s,t=1.30e+07s,t=1.56e+07s,t=1.81e+07s,t=2.07e+07s,t=2.33e+07s
3.030303030303030300e-04,1.846668898314266532e+24,3.711129378666823337e+24,5.575778307463929510e+24,7.440429241578410033e+24,9.305080197037794611e+24,1.116973115272460522e+25,1.303438210841371257e+25,1.489903306410293159e+25,1.676368401979214201e+25
0.000000000000000000e+00,1.846668893976258027e+24,3.711129374287018089e+24,5.575778303083680270e+24,7.440429237198154350e+24,9.305080192657536781e+24,1.116973114834434202e+25,1.303438210403346011e+25,1.489903305972266624e+25,1.676368401541188955e+25
6.060606060606060601e-04,1.846668944183139106e+24,3.711129424977615833e+24,5.575778353779402984e+24,7.440429287893929678e+24,9.305080243353315329e+24,1.116973119904011735e+25,1.303438215472924188e+25,1.489903311041845016e+25,1.676368406610765843e+25
3.030303030303030300e-04,1.846668898314264385e+24,3.711129378666819042e+24,5.575778307463923068e+24,7.440429241578401443e+24,9.305080197037782800e+24,1.116973115272459234e+25,1.303438210841370398e+25,1.489903306410291870e+25,1.676368401979213127e+25
9.090909090909090901e-04,1.846669016324549699e+24,3.711129497814064072e+24,5.575778426623210113e+24,7.440429360737822706e+24,9.305080316197206210e+24,1.116973127188400823e+25,1.303438222757313061e+25,1.489903318326235392e+25,1.676368413895156864e+25
6.060606060606060601e-04,1.846668944183135348e+24,3.711129424977609928e+24,5.575778353779396542e+24,7.440429287893923235e+24,9.305080243353312108e+24,1.116973119904011735e+25,1.303438215472922685e+25,1.489903311041843512e+25,1.676368406610764984e+25
1.212121212121212120e-03,1.846669116601845445e+24,3.711129599057470031e+24,5.575778527876850442e+24,7.440429461991569335e+24,9.305080417450952839e+24,1.116973137313776775e+25,1.303438232882687080e+25,1.489903328451608767e+25,1.676368424020530239e+25
9.090909090909090901e-04,1.846669016324547551e+24,3.711129497814060314e+24,5.575778426623209039e+24,7.440429360737814116e+24,9.305080316197202989e+24,1.116973127188399964e+25,1.303438222757312202e+25,1.489903318326233245e+25,1.676368413895154717e+25
1.515151515151515150e-03,1.846669245277075185e+24,3.711129728972397788e+24,5.575778657804913283e+24,7.440429591919767467e+24,9.305080547379152045e+24,1.116973150306596803e+25,1.303438245875507752e+25,1.489903341444429224e+25,1.676368437013351126e+25
1.212121212121212120e-03,1.846669116601843029e+24,3.711129599057465736e+24,5.575778527876842925e+24,7.440429461991561819e+24,9.305080417450947470e+24,1.116973137313775057e+25,1.303438232882687295e+25,1.489903328451607693e+25,1.676368424020528521e+25
