x,t=2.38e+06s,t=4.75e+06s,t=7.13e+06s,t=9.50e+06s,t=1.19e+07s,t=1.43e+07s,t=1.66e+07s,t=1.90e+07s,t=2.14e+07s
3.030303030303030300e-04,1.691298618902445971e+24,3.400354606155087995e+24,5.109615578058617302e+24,6.818878927240702231e+24,8.528142304000700228e+24,1.023740568108081395e+25,1.194666905816474267e+25,1.365593243524863274e+25,1.536519581233247771e+25
0.000000000000000000e+00,1.691298614568232338e+24,3.400354601775367572e+24,5.109615573678369135e+24,6.818878922860443327e+24,8.528142299620442397e+24,1.023740567670055075e+25,1.194666905378448162e+25,1.365593243086836095e+25,1.536519580795220593e+25
6.060606060606060601e-04,1.691298664731182344e+24,3.400354652464992506e+24,5.109615624374075743e+24,6.818878973556222950e+24,8.528142350316219872e+24,1.023740572739633037e+25,1.194666910448026554e+25,1.365593248156415346e+25,1.536519585864799199e+25
3.030303030303030300e-04,1.691298618902443555e+24,3.400354606155083700e+24,5.109615578058615155e+24,6.818878927240691494e+24,8.528142304000691638e+24,1.023740568108080106e+25,1.194666905816472549e+25,1.365593243524860912e+25,1.536519581233245839e+25
9.090909090909090901e-04,1.691298736809468460e+24,3.400354725300043807e+24,5.109615697217865692e+24,6.818879046400117051e+24,8.528142423160117195e+24,1.023740580024022555e+25,1.194666917732415427e+25,1.365593255440804434e+25,1.536519593149188717e+25
6.060606060606060601e-04,1.691298664731179928e+24,3.400354652464989285e+24,5.109615624374072522e+24,6.818878973556213286e+24,8.528142350316215577e+24,1.023740572739631963e+25,1.194666910448025695e+25,1.365593248156413843e+25,1.536519585864797911e+25
1.212121212121212120e-03,1.691298836999020978e+24,3.400354826541507367e+24,5.109615798471472735e+24,6.818879147653860459e+24,8.528142524413856308e+24,1.023740590149397003e+25,1.194666927857789661e+25,1.365593265566179526e+25,1.536519603274562950e+25
9.090909090909090901e-04,1.691298736809467387e+24,3.400354725300040586e+24,5.109615697217859250e+24,6.818879046400103093e+24,8.528142423160111826e+24,1.023740580024021696e+25,1.194666917732415427e+25,1.365593255440803360e+25,1.536519593149187213e+25
1.515151515151515150e-03,1.691298965561659760e+24,3.400354956453943506e+24,5.109615928399489405e+24,6.818879277582060739e+24,8.528142654342063031e+24,1.023740603142217890e+25,1.194666940850610548e+25,1.365593278558999340e+25,1.536519616267384481e+25
1.212121212121212120e-03,1.691298836999019367e+24,3.400354826541504683e+24,5.109615798471466292e+24,6.818879147653849722e+24,8.528142524413852013e+24,1.023740590149395929e+25,1.194666927857789016e+25,1.365593265566177594e+25,1.536519603274561447e+25
1.818181818181818180e-03,1.691299122575691187e+24,3.400355115116481093e+24,5.109616087081056918e+24,6.818879436263846222e+24,8.528142813023852808e+24,1.023740619010396331e+25,1.194666956718789847e+25,1.365593294427178425e+25,1.536519632135562493e+25
