x,t=3.89e+06s,t=7.78e+06s,t=1.17e+07s,t=1.56e+07s,t=1.94e+07s,t=2.33e+07s,t=2.72e+07s,t=3.11e+07s,t=3.50e+07s
3.030303030303030300e-04,2.778930658695420372e+24,5.575779203342917888e+24,8.372754726708228968e+24,1.116973115408788797e+25,1.396670758790460452e+25,1.676368402176733734e+25,1.956066045563061992e+25,2.235763688949371782e+25,2.515461332335677706e+25
0.000000000000000000e+00,2.778930654343430406e+24,5.575779198962868364e+24,8.372754722327976506e+24,1.116973114970762907e+25,1.396670758352433273e+25,1.676368401738708488e+25,1.956066045125034169e+25,2.235763688511345677e+25,2.515461331897648594e+25
6.060606060606060601e-04,2.778930704712121962e+24,5.575779249656322262e+24,8.372754773023740022e+24,1.116973120040340654e+25,1.396670763422012094e+25,1.676368406808286450e+25,1.956066050194612561e+25,2.235763693580923639e+25,2.515461336967228274e+25
3.030303030303030300e-04,2.778930658695418225e+24,5.575779203342913593e+24,8.372754726708222525e+24,1.116973115408788153e+25,1.396670758790458090e+25,1.676368402176732660e+25,1.956066045563058556e+25,2.235763688949370923e+25,2.515461332335674699e+25
9.090909090909090901e-04,2.778930777086033362e+24,5.575779322496884543e+24,8.372754845867606207e+24,1.116973127324730816e+25,1.396670770706401612e+25,1.676368414092675324e+25,1.956066057479001219e+25,2.235763700865314445e+25,2.515461344251619081e+25
6.060606060606060601e-04,2.778930704712118204e+24,5.575779249656319040e+24,8.372754773023729285e+24,1.116973120040339795e+25,1.396670763422010591e+25,1.676368406808285162e+25,1.956066050194611702e+25,2.235763693580920632e+25,2.515461336967226127e+25
1.212121212121212120e-03,2.778930877686509560e+24,5.575779423746002271e+24,8.372754947121320624e+24,1.116973137450104835e+25,1.396670780831776489e+25,1.676368424218050416e+25,1.956066067604377171e+25,2.235763710990687819e+25,2.515461354376992455e+25
9.090909090909090901e-04,2.778930777086030678e+24,5.575779322496879174e+24,8.372754845867597617e+24,1.116973127324729313e+25,1.396670770706399249e+25,1.676368414092674250e+25,1.956066057479000790e+25,2.235763700865311868e+25,2.515461344251616074e+25
1.515151515151515150e-03,2.778931006776433156e+24,5.575779553668261537e+24,8.372755077049476880e+24,1.116973150442924219e+25,1.396670793824595658e+25,1.676368437210870873e+25,1.956066080597196125e+25,2.235763723983508062e+25,2.515461367369811409e+25
1.212121212121212120e-03,2.778930877686504728e+24,5.575779423745997976e+24,8.372754947121314181e+24,1.116973137450104835e+25,1.396670780831774557e+25,1.676368424218048698e+25,1.956066067604375882e+25,2.235763710990686960e+25,2.515461354376992025e+25
1.818181818181818180e-03,2.778931164434440705e+24,5.575779712342798188e+24,8.372755235731218339e+24,1.116973166311104377e+25,1.396670809692774743e+25,1.676368453079049959e+25,1.956066096465376284e+25,2.235763739851686932e+25,2.515461383237991568e+25
