x,t=1.00e+04s,t=2.00e+04s,t=3.00e+04s,t=4.00e+04s,t=5.00e+04s,t=6.00e+04s,t=7.00e+04s,t=8.00e+04s,t=9.00e+04s
3.030303030303030300e-04,4.687988505589152125e+23,7.362710815641311379e+21,1.044830892533457388e+20,1.439674539322360576e+18,1.967631241982980800e+16,2.683385502189399375e+14,2.683385502189399375e+14,2.683385502189399375e+14,2.683385502189399375e+14
0.000000000000000000e+00,4.688132807592250903e+23,7.363035785922621735e+21,1.044882009672566374e+20,1.439747109400613632e+18,1.967731247874332800e+16,2.683522186322986250e+14,2.683522186322986250e+14,2.683522186322986250e+14,2.683522186322986250e+14
6.060606060606060601e-04,4.686462694025083056e+23,7.359274921115900707e+21,1.044290450963389645e+20,1.438907293033106432e+18,1.966573934659835200e+16,2.681940417425298750e+14,2.681940417425298750e+14,2.681940417425298750e+14,2.681940417425298750e+14
3.030303030303030300e-04,4.687988505589148098e+23,7.362710815641311379e+21,1.044830892533456404e+20,1.439674539322360832e+18,1.967631241982979600e+16,2.683385502189400312e+14,2.683385502189400312e+14,2.683385502189400312e+14,2.683385502189400312e+14
9.090909090909090901e-04,4.684062922066414881e+23,7.353872382975359844e+21,1.043440764236896010e+20,1.437701069708846080e+18,1.964911713342639600e+16,2.679668568593272500e+14,2.679668568593272500e+14,2.679668568593272500e+14,2.679668568593272500e+14
6.060606060606060601e-04,4.686462694025081043e+23,7.359274921115899658e+21,1.044290450963388498e+20,1.438907293033106432e+18,1.966573934659836000e+16,2.681940417425298125e+14,2.681940417425298125e+14,2.681940417425298125e+14,2.681940417425298125e+14
1.212121212121212120e-03,4.680727186373523873e+23,7.346365571931656159e+21,1.042260319371438162e+20,1.436025396738913280e+18,1.962602614402278800e+16,2.676512612792821875e+14,2.676512612792821875e+14,2.676512612792821875e+14,2.676512612792821875e+14
9.090909090909090901e-04,4.684062922066414210e+23,7.353872382975357747e+21,1.043440764236895519e+20,1.437701069708846336e+18,1.964911713342640400e+16,2.679668568593270312e+14,2.679668568593270312e+14,2.679668568593270312e+14,2.679668568593270312e+14
1.515151515151515150e-03,4.676446742334567717e+23,7.336737567094689759e+21,1.040746642411957944e+20,1.433876857120467968e+18,1.959641969627782800e+16,2.672466185341092188e+14,2.672466185341092188e+14,2.672466185341092188e+14,2.672466185341092188e+14
1.212121212121212120e-03,4.680727186373519847e+23,7.346365571931650916e+21,1.042260319371436851e+20,1.436025396738913536e+18,1.962602614402278400e+16,2.676512612792821875e+14,2.676512612792821875e+14,2.676512612792821875e+14,2.676512612792821875e+14
1.818181818181818180e-03,4.671218947295313784e+23,7.324985981573318836e+21,1.038899598733205340e+20,1.431255381777442816e+18,1.956029735853664800e+16,2.667529247269124375e+14,2.667529247269124375e+14,2.667529247269124375e+14,2.667529247269124375e+14
1.515151515151515150e-03,4.676446742334568388e+23,7.336737567094685565e+21,1.040746642411956797e+20,1.433876857120467456e+18,1.959641969627782800e+16,2.672466185341092188e+14,2.672466185341092188e+14,2.672466185341092188e+14,2.672466185341092188e+14
2.121212121212120993e-03,4.665042698198438809e+23,7.311112688409372525e+21,1.036719776626511217e+20,1.428161954490173952e+18,1.951767332068310000e+16,2.661703762342338125e+14,2.661703762342338125e+14,2.661703762342338125e+14,2.661703762342338125e+14
1.818181818181818180e-03,4.671218947295317139e+23,7.324985981573324079e+21,1.038899598733205340e+20,1.431255381777443072e+18,1.956029735853664400e+16,2.667529247269125938e+14,2.667529247269125938e+14,2.667529247269125938e+14,2.667529247269125938e+14
2.424242424242424240e-03,4.657917430175281856e+23,7.295121565360261693e+21,1.034208132124179661e+20,1.424598107300039936e+18,1.946856943863576800e+16,2.654992746329276875e+14,2.654992746329276875e+14,2.654992746329276875e+14,2.654992746329276875e+14
2.121212121212120993e-03,4.665042698198436796e+23,7.311112688409367282e+21,1.036719776626509906e+20,1.428161954490172416e+18,1.951767332068310000e+16,2.661703762342337500e+14,2.661703762342337500e+14,2.661703762342337500e+14,2.661703762342337500e+14
2.727272727272727487e-03,4.649842804419807989e+23,7.277017792007550009e+21,1.031365877926139167e+20,1.420565762399671808e+18,1.941301305329021600e+16,2.647399968809272500e+14,2.647399968809272500e+14,2.647399968809272500e+14,2.647399968809272500e+14
2.424242424242424240e-03,4.657917430175277829e+23,7.295121565360252256e+21,1.034208132124178678e+20,1.424598107300038400e+18,1.946856943863576000e+16,2.654992746329273750e+14,2.654992746329273750e+14,2.654992746329273750e+14,2.654992746329273750e+14
3.030303030303030300e-03,4.640818588370238639e+23,7.256807579996374696e+21,1.028194440381705421e+20,1.416067170578073600e+18,1.935103613973126000e+16,2.638929836782839688e+14,2.638929836782839688e+14,2.638929836782839688e+14,2.638929836782839688e+14
2.727272727272727487e-03,4.649842804419809331e+23,7.277017792007554204e+21,1.031365877926139167e+20,1.420565762399672064e+18,1.941301305329021200e+16,2.647399968809272188e+14,2.647399968809272188e+14,2.647399968809272188e+14,2.647399968809272188e+14
3.333333333333333114e-03,4.630844602737169090e+23,7.234498053849917424e+21,1.024695440080357458e+20,1.411104883121387008e+18,1.928267491716303200e+16,2.629587341237633125e+14,2.629587341237633125e+14,2.629587341237633125e+14,2.629587341237633125e+14
