x,t=3.56e+04s,t=7.11e+04s,t=1.07e+05s,t=1.42e+05s
3.030303030303030300e-04,5.806212613903850720e+22,2.417129125043834716e+20,9.093997329228646400e+17,3.323080626104758500e+15
0.000000000000000000e+00,5.806392226661277473e+22,2.417236046752892846e+20,9.094442627880322560e+17,3.323248180133820500e+15
6.060606060606060601e-04,5.804313438026490446e+22,2.415998648001392476e+20,9.089289361969292800e+17,3.321309163369328500e+15
3.030303030303030300e-04,5.806212613903850720e+22,2.417129125043835044e+20,9.093997329228646400e+17,3.323080626104758500e+15
9.090909090909090901e-04,5.801326457339710013e+22,2.414221110951475937e+20,9.081887465727240960e+17,3.318524166308062500e+15
6.060606060606060601e-04,5.804313438026490446e+22,2.415998648001391493e+20,9.089289361969295360e+17,3.321309163369328500e+15
1.212121212121212120e-03,5.797174514641876392e+22,2.411751237652743782e+20,9.071604246671845120e+17,3.314655279882076500e+15
9.090909090909090901e-04,5.801326457339706658e+22,2.414221110951472660e+20,9.081887465727242240e+17,3.318524166308060500e+15
1.515151515151515150e-03,5.791846750943739013e+22,2.408583469833520742e+20,9.058418171317984000e+17,3.309694617339350000e+15
1.212121212121212120e-03,5.797174514641874715e+22,2.411751237652742799e+20,9.071604246671847680e+17,3.314655279882073500e+15
1.818181818181818180e-03,5.785339909633243034e+22,2.404717033758047601e+20,9.042328089934808320e+17,3.303642022552654500e+15
1.515151515151515150e-03,5.791846750943738174e+22,2.408583469833519759e+20,9.058418171317984000e+17,3.309694617339349500e+15
2.121212121212120993e-03,5.777652657707501696e+22,2.400152559838195876e+20,9.023339155370214400e+17,3.296499771017155500e+15
1.818181818181818180e-03,5.785339909633246390e+22,2.404717033758046618e+20,9.042328089934809600e+17,3.303642022552656500e+15
2.424242424242424240e-03,5.768784339319630122e+22,2.394891340600866243e+20,9.001459728929984000e+17,3.288271404799310500e+15
2.121212121212120993e-03,5.777652657707500018e+22,2.400152559838193582e+20,9.023339155370208000e+17,3.296499771017152500e+15
2.727272727272727487e-03,5.758734587273704532e+22,2.388935099397863506e+20,8.976700412694700800e+17,3.278961367468083000e+15
2.424242424242424240e-03,5.768784339319628444e+22,2.394891340600866243e+20,9.001459728929980160e+17,3.288271404799308000e+15
3.030303030303030300e-03,5.747503173888574384e+22,2.382285901620447805e+20,8.949073674687422720e+17,3.268574861957911500e+15
2.727272727272727487e-03,5.758734587273711242e+22,2.388935099397866455e+20,8.976700412694702080e+17,3.278961367468081500e+15
3.333333333333333114e-03,5.735089945063087250e+22,2.374946115453098066e+20,8.918593679685495040e+17,3.257117785671930500e+15
3.030303030303030300e-03,5.747503173888579417e+22,2.382285901620449444e+20,8.949073674687426560e+17,3.268574861957913500e+15
3.636363636363636360e-03,5.721494787962649864e+22,2.366918392645322998e+20,8.885276202738017280e+17,3.244596696565054500e+15
3.333333333333333114e-03,5.735089945063082217e+22,2.374946115453097411e+20,8.918593679685488640e+17,3.257117785671932500e+15
3.939393939393939607e-03,5.706717613877729270e+22,2.358205658318387282e+20,8.849138579648277760e+17,3.231018792999797000e+15
3.636363636363636360e-03,5.721494787962648186e+22,2.366918392645322342e+20,8.885276202738014720e+17,3.244596696565052000e+15
4.242424242424241987e-03,5.690758348544267413e+22,2.348811105216862945e+20,8.810199675288439040e+17,3.216391900173915000e+15
3.939393939393939607e-03,5.706717613877730948e+22,2.358205658318386299e+20,8.849138579648276480e+17,3.231018792999796500e+15
4.545454545454545234e-03,5.673616926388379661e+22,2.338738190298386596e+20,8.768479860981408000e+17,3.200724459829210000e+15
4.242424242424241987e-03,5.690758348544266574e+22,2.348811105216862618e+20,8.810199675288439040e+17,3.216391900173915000e+15
4.848484848484848481e-03,5.655293286957840964e+22,2.327990632626683576e+20,8.724000996643522560e+17,3.184025521617378500e+15
4.545454545454545234e-03,5.673616926388376306e+22,2.338738190298384957e+20,8.768479860981404160e+17,3.200724459829207500e+15
5.151515151515151728e-03,5.635787372627304120e+22,2.316572412024226447e+20,8.676786415410526720e+17,3.166304735273525000e+15
4.848484848484848481e-03,5.655293286957839286e+22,2.327990632626681938e+20,8.724000996643516160e+17,3.184025521617376500e+15
5.454545454545454974e-03,5.615099127075787558e+22,2.304487768187006812e+20,8.626860909521418240e+17,3.147572343135853500e+15
5.151515151515151728e-03,5.635787372627301604e+22,2.316572412024225792e+20,8.676786415410521600e+17,3.166304735273525500e+15
5.757575757575757354e-03,5.593228494251718240e+22,2.291741200089930793e+20,8.574250716733075200e+17,3.127839172742929000e+15
5.454545454545454974e-03,5.615099127075786719e+22,2.304487768187005174e+20,8.626860909521408000e+17,3.147572343135853500e+15
6.060606060606060601e-03,5.570175417649071129e+22,2.278337465579507548e+20,8.518983506848702720e+17,3.107116629352498500e+15
5.757575757575757354e-03,5.593228494251714884e+22,2.291741200089930138e+20,8.574250716733067520e+17,3.127839172742929000e+15
6.363636363636363848e-03,5.545939839793478028e+22,2.264281581093147771e+20,8.461088368091911680e+17,3.085416688287323500e+15
6.060606060606060601e-03,5.570175417649069451e+22,2.278337465579505910e+20,8.518983506848697600e+17,3.107116629352497500e+15
6.666666666666666227e-03,5.520521701868765918e+22,2.249578821462537339e+20,8.400595793165824000e+17,3.062751887047154500e+15
6.363636363636363848e-03,5.545939839793477190e+22,2.264281581093146460e+20,8.461088368091909120e+17,3.085416688287321500e+15
6.969696969696969474e-03,5.493920943442307213e+22,2.234234719777973535e+20,8.337537664884945920e+17,3.039135317153064500e+15
6.666666666666666227e-03,5.520521701868762563e+22,2.249578821462537667e+20,8.400595793165825280e+17,3.062751887047154500e+15
7.272727272727272721e-03,5.466137502259061824e+22,2.218255067294950687e+20,8.271947241310927360e+17,3.014580615697673000e+15
6.969696969696969474e-03,5.493920943442303857e+22,2.234234719777973207e+20,8.337537664884940800e+17,3.039135317153063500e+15
7.575757575757575968e-03,5.437171314085643839e+22,2.201645913371356365e+20,8.203859140346415360e+17,2.989101956590959000e+15
7.272727272727272721e-03,5.466137502259059307e+22,2.218255067294949376e+20,8.271947241310919680e+17,3.014580615697671500e+15
7.878787878787879215e-03,5.407022312590145487e+22,2.184413565428079985e+20,8.133309323744076800e+17,2.962714041488594500e+15
7.575757575757575968e-03,5.437171314085639645e+22,2.201645913371356365e+20,8.203859140346407680e+17,2.989101956590958000e+15
8.181818181818182462e-03,5.375690429248892725e+22,2.166564588926399611e+20,8.060335080517925120e+17,2.935432090402999000e+15
7.878787878787879215e-03,5.407022312590141293e+22,2.184413565428079329e+20,8.133309323744070400e+17,2.962714041488595500e+15
8.484848484848483974e-03,5.343175593274108595e+22,2.148105807359069389e+20,7.984975009733260800e+17,2.907271831992891000e+15
8.181818181818182462e-03,5.375690429248895241e+22,2.166564588926400266e+20,8.060335080517926400e+17,2.935432090402999000e+15
8.787878787878787221e-03,5.309477731555130055e+22,2.129044302251584717e+20,7.907269002666775040e+17,2.878249493531546500e+15
8.484848484848483974e-03,5.343175593274109434e+22,2.148105807359069389e+20,7.984975009733265920e+17,2.907271831992889500e+15
9.090909090909090468e-03,5.274596768612373810e+22,2.109387413171884851e+20,7.827258224323869440e+17,2.848381790557244000e+15
8.787878787878787221e-03,5.309477731555128377e+22,2.129044302251584389e+20,7.907269002666775040e+17,2.878249493531546500e+15
9.393939393939393714e-03,5.238532626559923126e+22,2.089142737746790318e+20,7.744985094312737280e+17,2.817685916205955000e+15
9.090909090909090468e-03,5.274596768612372133e+22,2.109387413171883213e+20,7.827258224323870720e+17,2.848381790557245000e+15
9.696969696969696961e-03,5.201285225075267600e+22,2.068318131683143844e+20,7.660493267059682560e+17,2.786179530232419500e+15
9.393939393939393714e-03,5.238532626559919771e+22,2.089142737746789663e+20,7.744985094312741120e+17,2.817685916205956000e+15
1.000000000000000021e-02,5.162854481374894830e+22,2.046921708795311555e+20,7.573827611375741440e+17,2.753880747722271500e+15
9.696969696969696961e-03,5.201285225075265084e+22,2.068318131683142533e+20,7.660493267059681280e+17,2.786179530232420000e+15
1.030303030303030346e-02,5.123240310192653677e+22,2.024961841034663035e+20,7.485034189360984320e+17,2.720808127500385500e+15
1.000000000000000021e-02,5.162854481374894830e+22,2.046921708795311882e+20,7.573827611375742720e+17,2.753880747722271500e+15
1.060606060606060670e-02,5.082442623763393964e+22,2.002447158523759165e+20,7.394160234644629760e+17,2.686980660239940500e+15
1.030303030303030346e-02,5.123240310192652000e+22,2.024961841034662052e+20,7.485034189360989440e+17,2.720808127500385000e+15
1.090909090909090995e-02,5.040461331809501918e+22,1.979386549593580503e+20,7.301254129968482560e+17,2.652417756279301000e+15
1.060606060606060670e-02,5.082442623763389769e+22,2.002447158523756872e+20,7.394160234644637440e+17,2.686980660239941000e+15
1.121212121212121146e-02,4.997296341527610943e+22,1.955789160822301327e+20,7.206365384097335040e+17,2.617139233150149500e+15
1.090909090909090995e-02,5.040461331809501079e+22,1.979386549593579520e+20,7.301254129968488960e+17,2.652417756279303500e+15
1.151515151515151471e-02,4.952947557579696269e+22,1.931664397078341222e+20,7.109544608072285440e+17,2.581165302825458000e+15
1.121212121212121146e-02,4.997296341527610104e+22,1.955789160822301655e+20,7.206365384097338880e+17,2.617139233150151000e+15
1.181818181818181795e-02,4.907414882083980024e+22,1.907021921563803648e+20,7.010843490788688640e+17,2.544516558691178000e+15
