x,t=3.56e+04s,t=7.11e+04s,t=1.07e+05s,t=1.42e+05s
3.030303030303030300e-04,5.649972226220167581e+22,2.001990238250201580e+20,6.411071979523929600e+17,1.994054014211937500e+15
0.000000000000000000e+00,5.650147024831682026e+22,2.002078792891098071e+20,6.411385870933123840e+17,1.994154542801538500e+15
6.060606060606060601e-04,5.648123953916382544e+22,2.001053955181151846e+20,6.407753329295650560e+17,1.992991177029111250e+15
3.030303030303030300e-04,5.649972226220165903e+22,2.001990238250202235e+20,6.411071979523933440e+17,1.994054014211937500e+15
9.090909090909090901e-04,5.645217033872206096e+22,1.999581764572421816e+20,6.402535726218007040e+17,1.991320242336373000e+15
6.060606060606060601e-04,5.648123953916381705e+22,2.001053955181152829e+20,6.407753329295646720e+17,1.992991177029112000e+15
1.212121212121212120e-03,5.641176377877775306e+22,1.997536167963264614e+20,6.395287076276916480e+17,1.988998998626929750e+15
9.090909090909090901e-04,5.645217033872207774e+22,1.999581764572423455e+20,6.402535726218005760e+17,1.991320242336374250e+15
1.515151515151515150e-03,5.635991419315710381e+22,1.994912562166204006e+20,6.385992200580861440e+17,1.986022713903800000e+15
1.212121212121212120e-03,5.641176377877774467e+22,1.997536167963264614e+20,6.395287076276917760e+17,1.988998998626930500e+15
1.818181818181818180e-03,5.629658990558333790e+22,1.991710306719319982e+20,6.374650288787701760e+17,1.982391294332787250e+15
1.515151515151515150e-03,5.635991419315709542e+22,1.994912562166203679e+20,6.385992200580860160e+17,1.986022713903799250e+15
2.121212121212120993e-03,5.622177796406443508e+22,1.987929924181448458e+20,6.361264973267502080e+17,1.978106104961508250e+15
1.818181818181818180e-03,5.629658990558342178e+22,1.991710306719320310e+20,6.374650288787701760e+17,1.982391294332788250e+15
2.424242424242424240e-03,5.613547201042537513e+22,1.983572485565750313e+20,6.345842148052871680e+17,1.973169270715267250e+15
2.121212121212120993e-03,5.622177796406443508e+22,1.987929924181446820e+20,6.361264973267491840e+17,1.978106104961508250e+15
2.727272727272727487e-03,5.603766849942953604e+22,1.978639418779738112e+20,6.328389286718924800e+17,1.967583457365014750e+15
2.424242424242424240e-03,5.613547201042536674e+22,1.983572485565749985e+20,6.345842148052866560e+17,1.973169270715267000e+15
3.030303030303030300e-03,5.592836524735019667e+22,1.973132435090185257e+20,6.308915178156700160e+17,1.961351786247195250e+15
2.727272727272727487e-03,5.603766849942958637e+22,1.978639418779739095e+20,6.328389286718923520e+17,1.967583457365015750e+15
3.333333333333333114e-03,5.580756079032482031e+22,1.967053496617149727e+20,6.287429807314080000e+17,1.954477795328117750e+15
3.030303030303030300e-03,5.592836524735022183e+22,1.973132435090185257e+20,6.308915178156700160e+17,1.961351786247198250e+15
3.636363636363636360e-03,5.567525406986553682e+22,1.960404800407091610e+20,6.263944294229276160e+17,1.946965418854690750e+15
3.333333333333333114e-03,5.580756079032476998e+22,1.967053496617147433e+20,6.287429807314072320e+17,1.954477795328117500e+15
3.939393939393939607e-03,5.553144426604012136e+22,1.953188769988912087e+20,6.238470859121648640e+17,1.938818975267137250e+15
3.636363636363636360e-03,5.567525406986550326e+22,1.960404800407090627e+20,6.263944294229276160e+17,1.946965418854690750e+15
4.242424242424241987e-03,5.537613070326725555e+22,1.945408050610785812e+20,6.211022800053080320e+17,1.930043159057265250e+15
3.939393939393939607e-03,5.553144426604009619e+22,1.953188769988913070e+20,6.238470859121651200e+17,1.938818975267137750e+15
4.545454545454545234e-03,5.520931279433376779e+22,1.937065506414748631e+20,6.181614476986208000e+17,1.920643034594210250e+15
4.242424242424241987e-03,5.537613070326723877e+22,1.945408050610787123e+20,6.211022800053081600e+17,1.930043159057264500e+15
4.848484848484848481e-03,5.503099000562435647e+22,1.928164218687861883e+20,6.150261299184382720e+17,1.910624030942738250e+15
4.545454545454545234e-03,5.520931279433376779e+22,1.937065506414748631e+20,6.181614476986202880e+17,1.920643034594209750e+15
5.151515151515151728e-03,5.484116183481035050e+22,1.918707484744917647e+20,6.116979714374979840e+17,1.899991937168896500e+15
4.848484848484848481e-03,5.503099000562435647e+22,1.928164218687860572e+20,6.150261299184380160e+17,1.910624030942737500e+15
5.454545454545454974e-03,5.463982779604053629e+22,1.908698817192379679e+20,6.081787198794234880e+17,1.888752897851598000e+15
