x,t=1.12e+05s,t=2.25e+05s,t=3.37e+05s,t=4.50e+05s
3.030303030303030300e-04,2.868353868801777022e+22,3.436466096623695053e+19,3.721031061269554400e+16,3.913601105204673438e+13
0.000000000000000000e+00,2.868442705749446597e+22,3.436618182534177178e+19,3.721213292278360800e+16,3.913798433052596875e+13
6.060606060606060601e-04,2.867414531651613911e+22,3.434858101377201766e+19,3.719104404743436800e+16,3.911514859218896094e+13
3.030303030303030300e-04,2.868353868801777441e+22,3.436466096623696282e+19,3.721031061269550400e+16,3.913601105204671094e+13
9.090909090909090901e-04,2.865937165109863173e+22,3.432329726865894195e+19,3.716075303875728000e+16,3.908234977397033594e+13
6.060606060606060601e-04,2.867414531651613072e+22,3.434858101377200947e+19,3.719104404743435200e+16,3.911514859218894531e+13
1.212121212121212120e-03,2.863883609330068698e+22,3.428816574252918784e+19,3.711867072106271200e+16,3.903678603250764062e+13
9.090909090909090901e-04,2.865937165109860657e+22,3.432329726865889690e+19,3.716075303875726400e+16,3.908234977397033594e+13
1.515151515151515150e-03,2.861248496627886745e+22,3.424310740591924838e+19,3.706470898914528000e+16,3.897836449161018750e+13
1.212121212121212120e-03,2.863883609330065762e+22,3.428816574252914278e+19,3.711867072106272000e+16,3.903678603250765625e+13
1.818181818181818180e-03,2.858030220386923813e+22,3.418811129376121242e+19,3.699886315958279200e+16,3.890708331997637500e+13
1.515151515151515150e-03,2.861248496627886326e+22,3.424310740591922790e+19,3.706470898914526400e+16,3.897836449161015625e+13
2.121212121212120993e-03,2.854228126328533130e+22,3.412318642255401370e+19,3.692115434597084000e+16,3.882296932505357031e+13
1.818181818181818180e-03,2.858030220386924652e+22,3.418811129376122061e+19,3.699886315958278400e+16,3.890708331997638281e+13
2.424242424242424240e-03,2.849841896011997171e+22,3.404835123556675584e+19,3.683161679657776000e+16,3.872606423221729688e+13
2.121212121212120993e-03,2.854228126328531871e+22,3.412318642255400550e+19,3.692115434597080000e+16,3.882296932505357031e+13
2.727272727272727487e-03,2.844871354678524248e+22,3.396363031286760653e+19,3.673029393424516800e+16,3.861642038532713281e+13
2.424242424242424240e-03,2.849841896011996332e+22,3.404835123556674355e+19,3.683161679657772800e+16,3.872606423221729688e+13
3.030303030303030300e-03,2.839316397487072634e+22,3.386905310835030016e+19,3.661723682233435200e+16,3.849409907274641406e+13
2.727272727272727487e-03,2.844871354678524667e+22,3.396363031286761472e+19,3.673029393424519200e+16,3.861642038532714844e+13
3.333333333333333114e-03,2.833176956905529436e+22,3.376465339136632013e+19,3.649250347225253600e+16,3.835916976300934375e+13
3.030303030303030300e-03,2.839316397487073054e+22,3.386905310835030835e+19,3.661723682233436800e+16,3.849409907274641406e+13
3.636363636363636360e-03,2.826452986725966388e+22,3.365046897308628173e+19,3.635615848944260800e+16,3.821170970531750781e+13
3.333333333333333114e-03,2.833176956905527339e+22,3.376465339136629965e+19,3.649250347225252800e+16,3.835916976300935938e+13
3.939393939393939607e-03,2.819144453588330637e+22,3.352654156138810982e+19,3.620827287057948000e+16,3.805180369226100000e+13
3.636363636363636360e-03,2.826452986725964710e+22,3.365046897308625715e+19,3.635615848944258400e+16,3.821170970531750781e+13
4.242424242424241987e-03,2.811251332190387254e+22,3.339291667890796134e+19,3.604892387376653600e+16,3.787954389985128906e+13
3.939393939393939607e-03,2.819144453588329379e+22,3.352654156138811802e+19,3.620827287057947200e+16,3.805180369226096875e+13
4.545454545454545234e-03,2.802773602443308355e+22,3.324964361435640218e+19,3.587819492585459200e+16,3.769502976632992188e+13
4.242424242424241987e-03,2.811251332190386415e+22,3.339291667890798182e+19,3.604892387376653600e+16,3.787954389985125781e+13
4.848484848484848481e-03,2.793711247706658387e+22,3.309677539241066496e+19,3.569617554917050800e+16,3.749836789035833594e+13
4.545454545454545234e-03,2.802773602443308774e+22,3.324964361435640627e+19,3.587819492585460800e+16,3.769502976632993750e+13
5.151515151515151728e-03,2.784064253650621642e+22,3.293436875429063885e+19,3.550296129844680000e+16,3.728967193878199219e+13
4.848484848484848481e-03,2.793711247706657548e+22,3.309677539241066086e+19,3.569617554917053600e+16,3.749836789035836719e+13
5.454545454545454974e-03,2.773832607508602447e+22,3.276248414502679757e+19,3.529865370289210400e+16,3.706906255846975781e+13
5.151515151515151728e-03,2.784064253650619544e+22,3.293436875429062246e+19,3.550296129844682000e+16,3.728967193878197656e+13
5.757575757575757354e-03,2.763016297559742428e+22,3.258118570471280640e+19,3.508336021036123200e+16,3.683666728899469531e+13
5.454545454545454974e-03,2.773832607508601189e+22,3.276248414502678528e+19,3.529865370289208400e+16,3.706906255846973438e+13
6.060606060606060601e-03,2.751615312773977106e+22,3.239054126248906342e+19,3.485719413204881600e+16,3.659262047448007031e+13
5.757575757575757354e-03,2.763016297559742428e+22,3.258118570471281869e+19,3.508336021036122400e+16,3.683666728899467969e+13
6.363636363636363848e-03,2.739629642556411950e+22,3.219062233230970061e+19,3.462027458648733600e+16,3.633706317331059375e+13
6.060606060606060601e-03,2.751615312773977945e+22,3.239054126248907571e+19,3.485719413204882800e+16,3.659262047448008594e+13
6.666666666666666227e-03,2.727059276563947402e+22,3.198150410989349274e+19,3.437272644231284400e+16,3.607014306520425000e+13
6.363636363636363848e-03,2.739629642556411530e+22,3.219062233230971290e+19,3.462027458648732800e+16,3.633706317331059375e+13
6.969696969696969474e-03,2.713904204568791613e+22,3.176326547046520013e+19,3.411468025922907600e+16,3.579201435500448438e+13
