x,t=1.12e+04s,t=2.25e+04s,t=3.37e+04s,t=4.50e+04s
3.030303030303030300e-04,1.478951208616908072e+23,1.833142430479726936e+21,2.053153320941514342e+19,2.233013778818774080e+17
0.000000000000000000e+00,1.478996793928375138e+23,1.833223385287898956e+21,2.053253785747648102e+19,2.233126338503606400e+17
6.060606060606060601e-04,1.478469201651607745e+23,1.832286499521093960e+21,2.052091145839023309e+19,2.231823742925289920e+17
3.030303030303030300e-04,1.478951208616907569e+23,1.833142430479725363e+21,2.053153320941514342e+19,2.233013778818771520e+17
9.090909090909090901e-04,1.477711109754323993e+23,1.830940650188767232e+21,2.050421185854960026e+19,2.229952832732055040e+17
6.060606060606060601e-04,1.478469201651606403e+23,1.832286499521092387e+21,2.052091145839023718e+19,2.231823742925287680e+17
1.212121212121212120e-03,1.476657347282556483e+23,1.829070598421191328e+21,2.048101160494714880e+19,2.227353784031794240e+17
9.090909090909090901e-04,1.477711109754323154e+23,1.830940650188766446e+21,2.050421185854960845e+19,2.229952832732052160e+17
1.515151515151515150e-03,1.475305153656019233e+23,1.826672130899027165e+21,2.045126208558530150e+19,2.224021297273284800e+17
1.212121212121212120e-03,1.476657347282555812e+23,1.829070598421189755e+21,2.048101160494714470e+19,2.227353784031792640e+17
1.818181818181818180e-03,1.473653696447928609e+23,1.823744655476459569e+21,2.041496066829452083e+19,2.219955265808321920e+17
1.515151515151515150e-03,1.475305153656018730e+23,1.826672130899025854e+21,2.045126208558528102e+19,2.224021297273282240e+17
2.121212121212120993e-03,1.471702630125718691e+23,1.820288641758836556e+21,2.037211893197576602e+19,2.215157216125485120e+17
1.818181818181818180e-03,1.473653696447929951e+23,1.823744655476460356e+21,2.041496066829453312e+19,2.219955265808321280e+17
2.424242424242424240e-03,1.469451779704017293e+23,1.816305059290916585e+21,2.032275568599101440e+19,2.209629525196330560e+17
2.121212121212120993e-03,1.471702630125719026e+23,1.820288641758835507e+21,2.037211893197574963e+19,2.215157216125482880e+17
2.727272727272727487e-03,1.466901042143353530e+23,1.811795202450927387e+21,2.026689478709436826e+19,2.203375175236771840e+17
2.424242424242424240e-03,1.469451779704017629e+23,1.816305059290915799e+21,2.032275568599100621e+19,2.209629525196328320e+17
3.030303030303030300e-03,1.464050348499274574e+23,1.806760623242812588e+21,2.020456429389948518e+19,2.196397658229509760e+17
2.727272727272727487e-03,1.466901042143353866e+23,1.811795202450928435e+21,2.026689478709438054e+19,2.203375175236772800e+17
3.333333333333333114e-03,1.460899647188575600e+23,1.801203101598856774e+21,2.013579608535102259e+19,2.188700932337859520e+17
3.030303030303030300e-03,1.464050348499274071e+23,1.806760623242812850e+21,2.020456429389946880e+19,2.196397658229511040e+17
3.636363636363636360e-03,1.457448895787859580e+23,1.795124630839975477e+21,2.006062566579354419e+19,2.180289399131263360e+17
3.333333333333333114e-03,1.460899647188574426e+23,1.801203101598856774e+21,2.013579608535101030e+19,2.188700932337858240e+17
3.939393939393939607e-03,1.453698056683129846e+23,1.788527409980165849e+21,1.997909205345972634e+19,2.171167890063473280e+17
3.636363636363636360e-03,1.457448895787859077e+23,1.795124630839975477e+21,2.006062566579353190e+19,2.180289399131262400e+17
4.242424242424241987e-03,1.449647094612787273e+23,1.781413839396776444e+21,1.989123770920760934e+19,2.161341657368193600e+17
3.939393939393939607e-03,1.453698056683128671e+23,1.788527409980165063e+21,1.997909205345972224e+19,2.171167890063472320e+17
4.545454545454545234e-03,1.445295975206894961e+23,1.773786518274303853e+21,1.979710848574029824e+19,2.150816367158564800e+17
4.242424242424241987e-03,1.449647094612786099e+23,1.781413839396776182e+21,1.989123770920761344e+19,2.161341657368193600e+17
4.848484848484848481e-03,1.440644664081270136e+23,1.765648243036286353e+21,1.969675358757113037e+19,2.139598093640979200e+17
4.545454545454545234e-03,1.445295975206894793e+23,1.773786518274303328e+21,1.979710848574029824e+19,2.150816367158565120e+17
5.151515151515151728e-03,1.435693126254862616e+23,1.757002006354941182e+21,1.959022553662360781e+19,2.127693313873072000e+17
4.848484848484848481e-03,1.440644664081271310e+23,1.765648243036284781e+21,1.969675358757110170e+19,2.139598093640978880e+17
5.454545454545454974e-03,1.430441325763360761e+23,1.747850996512490258e+21,1.947758014067736576e+19,2.115108902754539840e+17
5.151515151515151728e-03,1.435693126254863120e+23,1.757002006354940658e+21,1.959022553662360371e+19,2.127693313873071040e+17
5.757575757575757354e-03,1.424889225395915509e+23,1.738198596984095113e+21,1.935887646302998118e+19,2.101852128070686080e+17
5.454545454545454974e-03,1.430441325763360761e+23,1.747850996512489210e+21,1.947758014067736166e+19,2.115108902754538880e+17
6.060606060606060601e-03,1.419036786511476005e+23,1.728048386165594391e+21,1.923417679243446682e+19,2.087930645484795200e+17
5.757575757575757354e-03,1.424889225395915173e+23,1.738198596984095113e+21,1.935887646302997299e+19,2.101852128070685120e+17
6.363636363636363848e-03,1.412883968907950802e+23,1.717404137197977993e+21,1.910354661270061466e+19,2.073352493414136000e+17
6.060606060606060601e-03,1.419036786511474831e+23,1.728048386165594391e+21,1.923417679243447091e+19,2.087930645484793600e+17
6.666666666666666227e-03,1.406430730727364745e+23,1.706269817858990801e+21,1.896705457160538112e+19,2.058126087750798080e+17
6.363636363636363848e-03,1.412883968907949963e+23,1.717404137197976945e+21,1.910354661270061056e+19,2.073352493414135040e+17
6.969696969696969474e-03,1.399677028385650524e+23,1.694649590501505237e+21,1.882477244885080883e+19,2.042260216402000320e+17
6.666666666666666227e-03,1.406430730727364409e+23,1.706269817858990801e+21,1.896705457160536883e+19,2.058126087750796800e+17
7.272727272727272721e-03,1.392622816520064677e+23,1.682547812026587283e+21,1.867677512292209869e+19,2.025764033634700800e+17
6.969696969696969474e-03,1.399677028385649685e+23,1.694649590501504975e+21,1.882477244885080883e+19,2.042260216401998400e+17
7.575757575757575968e-03,1.385268047949557127e+23,1.669969033882139886e+21,1.852314053672742912e+19,2.008647054215150400e+17
7.272727272727272721e-03,1.392622816520064509e+23,1.682547812026586235e+21,1.867677512292209050e+19,2.025764033634700480e+17
7.878787878787879215e-03,1.377612673643719237e+23,1.656918002080418365e+21,1.836394966194267955e+19,1.990919147336919680e+17
7.575757575757575968e-03,1.385268047949556791e+23,1.669969033882138313e+21,1.852314053672742912e+19,2.008647054215150400e+17
8.181818181818182462e-03,1.369656642698974090e+23,1.643399657231167783e+21,1.819928646201511117e+19,1.972590530335366080e+17
7.878787878787879215e-03,1.377612673643719405e+23,1.656918002080417317e+21,1.836394966194267955e+19,1.990919147336918720e+17
8.484848484848483974e-03,1.361399902319598602e+23,1.629419134586688897e+21,1.802923785377720525e+19,1.953671762186702080e+17
8.181818181818182462e-03,1.369656642698974425e+23,1.643399657231168045e+21,1.819928646201512141e+19,1.972590530335367360e+17
8.787878787878787221e-03,1.352842397802636111e+23,1.614981764096694682e+21,1.785389366764847309e+19,1.934173736791996800e+17
8.484848484848483974e-03,1.361399902319597763e+23,1.629419134586689421e+21,1.802923785377720320e+19,1.953671762186702080e+17
9.090909090909090468e-03,1.343984072525879863e+23,1.600093070471685997e+21,1.767334660640558080e+19,1.914107676047490880e+17
8.787878787878787221e-03,1.352842397802636111e+23,1.614981764096694944e+21,1.785389366764845875e+19,1.934173736791995840e+17
9.393939393939393714e-03,1.334824867937856510e+23,1.584758773253241045e+21,1.748769220249918464e+19,1.893485122702135040e+17
9.090909090909090468e-03,1.343984072525880198e+23,1.600093070471685997e+21,1.767334660640558490e+19,1.914107676047489920e+17
9.696969696969696961e-03,1.325364723549812640e+23,1.568984786890825400e+21,1.729702877391185101e+19,1.872317933005931200e+17
9.393939393939393714e-03,1.334824867937856006e+23,1.584758773253240521e+21,1.748769220249917645e+19,1.893485122702135360e+17
1.000000000000000021e-02,1.315603576928983591e+23,1.552777220823807951e+21,1.710145737854087782e+19,1.850618269150826880e+17
9.696969696969696961e-03,1.325364723549812472e+23,1.568984786890825138e+21,1.729702877391185715e+19,1.872317933005932480e+17
1.030303030303030346e-02,1.305541363692934162e+23,1.536142379568791290e+21,1.690108176710650266e+19,1.828398591507369280e+17
1.000000000000000021e-02,1.315603576928983591e+23,1.552777220823808213e+21,1.710145737854088192e+19,1.850618269150826240e+17
1.060606060606060670e-02,1.295178017504806631e+23,1.519086762811434992e+21,1.669600833456955187e+19,1.805671650660942080e+17
1.030303030303030346e-02,1.305541363692933826e+23,1.536142379568790241e+21,1.690108176710649651e+19,1.828398591507368640e+17
1.090909090909090995e-02,1.284513470069247249e+23,1.501617065502611603e+21,1.648634607006189363e+19,1.782450479250950080e+17
1.060606060606060670e-02,1.295178017504807470e+23,1.519086762811434205e+21,1.669600833456954163e+19,1.805671650660941440e+17
1.121212121212121146e-02,1.273547651128885206e+23,1.483740177958826410e+21,1.627220650532133888e+19,1.758748383616675840e+17
1.090909090909090995e-02,1.284513470069248759e+23,1.501617065502611866e+21,1.648634607006189978e+19,1.782450479250950080e+17
1.151515151515151471e-02,1.262280488461360546e+23,1.465463185966380089e+21,1.605370366162926387e+19,1.734578935254196160e+17
1.121212121212121146e-02,1.273547651128884871e+23,1.483740177958826934e+21,1.627220650532133069e+19,1.758748383616676480e+17
1.181818181818181795e-02,1.250711907876560458e+23,1.446793370889386983e+21,1.583095399524517274e+19,1.709955962088360320e+17
1.151515151515151471e-02,1.262280488461359540e+23,1.465463185966380351e+21,1.605370366162925158e+19,1.734578935254197120e+17
1.212121212121212120e-02,1.238841833214247646e+23,1.427738209781378187e+21,1.560407634133675008e+19,1.684893539564005760e+17
1.181818181818181795e-02,1.250711907876558780e+23,1.446793370889386721e+21,1.583095399524516659e+19,1.709955962088360000e+17
1.242424242424242445e-02,1.226670186342041529e+23,1.408305375500527731e+21,1.537319185640397210e+19,1.659405981561689600e+17
1.212121212121212120e-02,1.238841833214247143e+23,1.427738209781377925e+21,1.560407634133674189e+19,1.684893539564004480e+17
1.272727272727272770e-02,1.214196887153351957e+23,1.388502736828239970e+21,1.513842395919193293e+19,1.633507831141811840e+17
1.242424242424242445e-02,1.226670186342040354e+23,1.408305375500527731e+21,1.537319185640396186e+19,1.659405981561689280e+17
1.303030303030303094e-02,1.201421853565770279e+23,1.368338358591455232e+21,1.489989827009430528e+19,1.607213851122560000e+17
1.272727272727272770e-02,1.214196887153351118e+23,1.388502736828239970e+21,1.513842395919192064e+19,1.633507831141812160e+17
1.333333333333333245e-02,1.188345001519378868e+23,1.347820501787808891e+21,1.465774254903939686e+19,1.580539014496538880e+17
1.303030303030303094e-02,1.201421853565771118e+23,1.368338358591455232e+21,1.489989827009430733e+19,1.607213851122561600e+17
1.363636363636363570e-02,1.174966244975206445e+23,1.326957623714462040e+21,1.441208663186088755e+19,1.553498494690787200e+17
1.333333333333333245e-02,1.188345001519378197e+23,1.347820501787808629e+21,1.465774254903938867e+19,1.580539014496538880e+17
1.393939393939393895e-02,1.161285495913859389e+23,1.305758378100153123e+21,1.416306236515094938e+19,1.526107655676431680e+17
1.363636363636363570e-02,1.174966244975206277e+23,1.326957623714461778e+21,1.441208663186088346e+19,1.553498494690786240e+17
1.424242424242424220e-02,1.147302664334241306e+23,1.284231615240495170e+21,1.391080353959346995e+19,1.498382041932492480e+17
1.393939393939393895e-02,1.161285495913858717e+23,1.305758378100153385e+21,1.416306236515094733e+19,1.526107655676431360e+17
1.454545454545454544e-02,1.133017658252225612e+23,1.262386382136570020e+21,1.365544582177272218e+19,1.470337368269852480e+17
1.424242424242424220e-02,1.147302664334241809e+23,1.284231615240495432e+21,1.391080353959346586e+19,1.498382041932492160e+17
1.484848484848484869e-02,1.118430383699532804e+23,1.240231922636569969e+21,1.339712668445945856e+19,1.441989509520883840e+17
1.454545454545454544e-02,1.133017658252225277e+23,1.262386382136570282e+21,1.365544582177270579e+19,1.470337368269852480e+17
1.515151515151515194e-02,1.103540744722449684e+23,1.217777677580776243e+21,1.313598533536763085e+19,1.413354490100651680e+17
1.484848484848484869e-02,1.118430383699532301e+23,1.240231922636569706e+21,1.339712668445944627e+19,1.441989509520883520e+17
1.545454545454545518e-02,1.088348643380824407e+23,1.195033284949772599e+21,1.287216264438727270e+19,1.384448473445785120e+17
1.515151515151515194e-02,1.103540744722449349e+23,1.217777677580776505e+21,1.313598533536762266e+19,1.413354490100651680e+17
1.575757575757575843e-02,1.072853979746860196e+23,1.172008580015669903e+21,1.260580106928196608e+19,1.355287751336657760e+17
1.545454545454545518e-02,1.088348643380823736e+23,1.195033284949772861e+21,1.287216264438726451e+19,1.384448473445785440e+17
1.606060606060605994e-02,1.057056651904104855e+23,1.148713595496565965e+21,1.233704457985510605e+19,1.325888733109758720e+17
1.575757575757575843e-02,1.072853979746860532e+23,1.172008580015671214e+21,1.260580106928196608e+19,1.355287751336658880e+17
1.636363636363636492e-02,1.040956555946330046e+23,1.125158561714319917e+21,1.206603858058372915e+19,1.296267934765917760e+17
1.606060606060605994e-02,1.057056651904105191e+23,1.148713595496565834e+21,1.233704457985511014e+19,1.325888733109758720e+17
1.666666666666666644e-02,1.024553585976560058e+23,1.101353906755231941e+21,1.179292983171148186e+19,1.266441967981475360e+17
1.636363636363636492e-02,1.040956555946330549e+23,1.125158561714321097e+21,1.206603858058373325e+19,1.296267934765918240e+17
1.696969696969696795e-02,1.007847634105923577e+23,1.077310256634026131e+21,1.151786636880648602e+19,1.236427529028557600e+17
1.666666666666666644e-02,1.024553585976559555e+23,1.101353906755232334e+21,1.179292983171149414e+19,1.266441967981475360e+17
1.727272727272727293e-02,9.908385904527158333e+22,1.053038435460956553e+21,1.124099742077488333e+19,1.206241387611448320e+17
1.696969696969696795e-02,1.007847634105923241e+23,1.077310256634026263e+21,1.151786636880648602e+19,1.236427529028557280e+17
1.757575757575757444e-02,9.735263431413441600e+22,1.028549465612173705e+21,1.096247332633375334e+19,1.175900375625972800e+17
1.727272727272727293e-02,9.908385904527161688e+22,1.053038435460957602e+21,1.124099742077487923e+19,1.206241387611448480e+17
1.787878787878787942e-02,9.559107783012849497e+22,1.003854567902905762e+21,1.068244544893631078e+19,1.145421375848654080e+17
1.757575757575757444e-02,9.735263431413438244e+22,1.028549465612172919e+21,1.096247332633375130e+19,1.175900375625972480e+17
1.818181818181818094e-02,9.379917800661035306e+22,9.789651617642116547e+20,1.040106609015090790e+19,1.114821310563148480e+17
1.787878787878787942e-02,9.559107783012847819e+22,1.003854567902905762e+21,1.068244544893631283e+19,1.145421375848654880e+17
1.848484848484848592e-02,9.197692305723542523e+22,9.538928654225401446e+20,1.011848840148876083e+19,1.084117130130757600e+17
1.818181818181818094e-02,9.379917800661031951e+22,9.789651617642117857e+20,1.040106609015091200e+19,1.114821310563148000e+17
1.878787878787878743e-02,9.012430099586097558e+22,9.286494960825954468e+20,9.834866294680295424e+18,1.053325801513026240e+17
1.848484848484848592e-02,9.197692305723544201e+22,9.538928654225406689e+20,1.011848840148877722e+19,1.084117130130757280e+17
1.909090909090909241e-02,8.824129963644155855e+22,9.032470701133665403e+20,9.550354350396317696e+18,1.022464296753477920e+17
1.878787878787878743e-02,9.012430099586100914e+22,9.286494960825951846e+20,9.834866294680293376e+18,1.053325801513025760e+17
1.939393939393939392e-02,8.632790659292124204e+22,8.776978032371273564e+20,9.265107725411864576e+18,9.915495814263451200e+16
1.909090909090909241e-02,8.824129963644169277e+22,9.032470701133666714e+20,9.550354350396315648e+18,1.022464296753478560e+17
1.969696969696969543e-02,8.438410927912776001e+22,8.520141107217398497e+20,8.979282058210666496e+18,9.605986030600728000e+16
1.939393939393939392e-02,8.632790659292130915e+22,8.776978032371268321e+20,9.265107725411864576e+18,9.915495814263452800e+16
2.000000000000000042e-02,8.240989490867116127e+22,8.262086075760539075e+20,8.693033373027457024e+18,9.296282795436225600e+16
1.969696969696969543e-02,8.438410927912777679e+22,8.520141107217395876e+20,8.979282058210664448e+18,9.605986030600728000e+16
2.030303030303030193e-02,8.040525049483962299e+22,8.002941087485135421e+20,8.406517982327392256e+18,8.986554875237329600e+16
2.000000000000000042e-02,8.240989490867121160e+22,8.262086075760548250e+20,8.693033373027467264e+18,9.296282795436230400e+16
2.060606060606060691e-02,7.837016285048427512e+22,7.742836293287970079e+20,8.119892387715143680e+18,8.676970508007849600e+16
2.030303030303030193e-02,8.040525049483957266e+22,8.002941087485139354e+20,8.406517982327393280e+18,8.986554875237329600e+16
2.090909090909090842e-02,7.630461858790784998e+22,7.481903847525939937e+20,7.833313179277187072e+18,8.367697287324961600e+16
2.060606060606060691e-02,7.837016285048429190e+22,7.742836293287971389e+20,8.119892387715153920e+18,8.676970508007854400e+16
2.121212121212121340e-02,7.420860411877234049e+22,7.220277910097145364e+20,7.546936933351432192e+18,8.058902046531979200e+16
2.090909090909090842e-02,7.630461858790779965e+22,7.481903847525936005e+20,7.833313179277193216e+18,8.367697287324969600e+16
2.151515151515151492e-02,7.208210565396339832e+22,6.958094648551479706e+20,7.260920108720210944e+18,7.750750743175678400e+16
2.121212121212121340e-02,7.420860411877234888e+22,7.220277910097144054e+20,7.546936933351444480e+18,8.058902046531984000e+16
2.181818181818181990e-02,6.992510920349722870e+22,6.695492240233997271e+20,6.975418941228093440e+18,7.443408343777329600e+16
2.151515151515151492e-02,7.208210565396338154e+22,6.958094648551478395e+20,7.260920108720208896e+18,7.750750743175680000e+16
2.212121212121212141e-02,6.773760057640314156e+22,6.432610874459323105e+20,6.690589336817852416e+18,7.137038709023090400e+16
