x,t=1.12e+05s,t=2.25e+05s,t=3.37e+05s,t=4.50e+05s
3.030303030303030300e-04,5.245407567123907294e+22,8.110138550228552909e+19,1.133304078107931040e+17,1.538236256643425938e+14
0.000000000000000000e+00,5.245570033701425565e+22,8.110497525589257421e+19,1.133359589513427840e+17,1.538313831182389375e+14
6.060606060606060601e-04,5.243689690715922629e+22,8.106343125178202522e+19,1.132717177936004480e+17,1.537416100902322188e+14
3.030303030303030300e-04,5.245407567123905616e+22,8.110138550228556186e+19,1.133304078107931200e+17,1.538236256643426562e+14
9.090909090909090901e-04,5.240987856292877959e+22,8.100375286524842803e+19,1.131794450024160800e+17,1.536126696995113125e+14
6.060606060606060601e-04,5.243689690715925145e+22,8.106343125178204160e+19,1.132717177936004160e+17,1.537416100902321562e+14
1.212121212121212120e-03,5.237232275962740290e+22,8.092083030529472922e+19,1.130512534080365600e+17,1.534335472078767812e+14
9.090909090909090901e-04,5.240987856292878798e+22,8.100375286524846080e+19,1.131794450024160480e+17,1.536126696995112188e+14
1.515151515151515150e-03,5.232413132525890280e+22,8.081447703217573069e+19,1.128868746302830880e+17,1.532038775129112188e+14
1.212121212121212120e-03,5.237232275962738613e+22,8.092083030529474560e+19,1.130512534080365280e+17,1.534335472078767500e+14
1.818181818181818180e-03,5.226527486900192464e+22,8.068466716093009101e+19,1.126862944114822080e+17,1.529236534376430312e+14
1.515151515151515150e-03,5.232413132525889441e+22,8.081447703217574707e+19,1.128868746302830880e+17,1.532038775129111562e+14
2.121212121212120993e-03,5.219574141455950047e+22,8.053142196914914918e+19,1.124495770788723520e+17,1.525929803960666250e+14
1.818181818181818180e-03,5.226527486900197497e+22,8.068466716093015654e+19,1.126862944114822880e+17,1.529236534376429688e+14
2.424242424242424240e-03,5.211552512557670675e+22,8.035478498418787942e+19,1.121768269728529600e+17,1.522120224531862188e+14
2.121212121212120993e-03,5.219574141455952563e+22,8.053142196914913280e+19,1.124495770788723840e+17,1.525929803960665938e+14
2.727272727272727487e-03,5.202462279142292534e+22,8.015481421760724992e+19,1.118681763834666240e+17,1.517809854228802500e+14
2.424242424242424240e-03,5.211552512557667320e+22,8.035478498418787942e+19,1.121768269728529600e+17,1.522120224531863125e+14
3.030303030303030300e-03,5.192303247820212457e+22,7.993157918416291430e+19,1.115237808773668480e+17,1.513001102868618125e+14
2.727272727272727487e-03,5.202462279142287501e+22,8.015481421760728269e+19,1.118681763834666400e+17,1.517809854228802500e+14
3.333333333333333114e-03,5.181075293236557880e+22,7.968515958394568704e+19,1.111438171885157280e+17,1.507696701899672500e+14
3.030303030303030300e-03,5.192303247820212457e+22,7.993157918416293069e+19,1.115237808773668480e+17,1.513001102868619062e+14
3.636363636363636360e-03,5.168778328839987554e+22,7.941564465649973658e+19,1.107284821396080800e+17,1.501899688695665625e+14
3.333333333333333114e-03,5.181075293236555363e+22,7.968515958394563789e+19,1.111438171885156640e+17,1.507696701899673438e+14
3.939393939393939607e-03,5.155412291379346905e+22,7.912313283829078426e+19,1.102779920244928800e+17,1.495613397225347500e+14
3.636363636363636360e-03,5.168778328839985876e+22,7.941564465649967104e+19,1.107284821396079680e+17,1.501899688695664062e+14
4.242424242424241987e-03,5.140977132147760641e+22,7.880773156944278323e+19,1.097925822127278400e+17,1.488841451767056562e+14
3.939393939393939607e-03,5.155412291379342711e+22,7.912313283829073510e+19,1.102779920244928480e+17,1.495613397225347188e+14
4.545454545454545234e-03,5.125472811777276667e+22,7.846955717885118054e+19,1.092725068672584800e+17,1.481587762140804062e+14
4.242424242424241987e-03,5.140977132147761480e+22,7.880773156944276685e+19,1.097925822127278720e+17,1.488841451767056562e+14
4.848484848484848481e-03,5.108899297010031316e+22,7.810873481306303693e+19,1.087180387211704640e+17,1.473856519706029375e+14
4.545454545454545234e-03,5.125472811777271634e+22,7.846955717885106586e+19,1.092725068672584000e+17,1.481587762140803438e+14
5.151515151515151728e-03,5.091256558623071299e+22,7.772539839061041152e+19,1.081294688856647200e+17,1.465652193734670938e+14
4.848484848484848481e-03,5.108899297010027122e+22,7.810873481306295501e+19,1.087180387211703840e+17,1.473856519706027812e+14
5.454545454545454974e-03,5.072544570050255572e+22,7.731969057187183002e+19,1.075071066734658720e+17,1.456979527944455000e+14
5.151515151515151728e-03,5.091256558623066266e+22,7.772539839061034598e+19,1.081294688856646400e+17,1.465652193734671250e+14
5.757575757575757354e-03,5.052763306449002562e+22,7.689176273864872755e+19,1.068512794290231360e+17,1.447843537067629062e+14
5.454545454545454974e-03,5.072544570050253894e+22,7.731969057187178086e+19,1.075071066734657760e+17,1.456979527944454062e+14
6.060606060606060601e-03,5.031912744044056910e+22,7.644177497997272678e+19,1.061623323597606400e+17,1.438249503381301562e+14
5.757575757575757354e-03,5.052763306449001723e+22,7.689176273864869478e+19,1.068512794290231360e+17,1.447843537067628125e+14
6.363636363636363848e-03,5.009992859660684414e+22,7.596989608213526938e+19,1.054406283657666080e+17,1.428202973160295312e+14
6.060606060606060601e-03,5.031912744044054394e+22,7.644177497997264486e+19,1.061623323597605440e+17,1.438249503381300000e+14
6.666666666666666227e-03,4.987003630390215705e+22,7.547630352157802496e+19,1.046865478652474080e+17,1.417709753020388125e+14
6.363636363636363848e-03,5.009992859660680220e+22,7.596989608213517107e+19,1.054406283657665120e+17,1.428202973160294062e+14
6.969696969696969474e-03,4.962945033339801489e+22,7.496118345973007974e+19,1.039004886147901920e+17,1.406775906136323750e+14
6.666666666666666227e-03,4.987003630390214866e+22,7.547630352157802496e+19,1.046865478652474080e+17,1.417709753020387500e+14
7.272727272727272721e-03,4.937817045446078916e+22,7.442473073924092723e+19,1.030828655232888160e+17,1.395407748325596719e+14
6.969696969696969474e-03,4.962945033339798972e+22,7.496118345973001421e+19,1.039004886147900640e+17,1.406775906136322188e+14
7.575757575757575968e-03,4.911619643334951803e+22,7.386714888124176794e+19,1.022341104591333760e+17,1.383611843988975625e+14
7.272727272727272721e-03,4.937817045446077238e+22,7.442473073924084531e+19,1.030828655232887200e+17,1.395407748325595938e+14
7.878787878787879215e-03,4.884352803215003301e+22,7.328865008339163546e+19,1.013546720502506880e+17,1.371395001907062344e+14
7.575757575757575968e-03,4.911619643334950964e+22,7.386714888124176794e+19,1.022341104591332800e+17,1.383611843988974062e+14
8.181818181818182462e-03,4.856016500789175596e+22,7.268945521836003328e+19,1.004450154763177280e+17,1.358764270885123438e+14
7.878787878787879215e-03,4.884352803215003301e+22,7.328865008339163546e+19,1.013546720502506720e+17,1.371395001907061875e+14
8.484848484848483974e-03,4.826610711191499676e+22,7.206979383286006579e+19,9.950562225356486400e+16,1.345726935253980000e+14
8.181818181818182462e-03,4.856016500789173918e+22,7.268945521836004966e+19,1.004450154763176640e+17,1.358764270885123281e+14
8.787878787878787221e-03,4.796135408935558237e+22,7.142990414691015885e+19,9.853699001146454400e+16,1.332290510218255625e+14
