x,t=1.12e+04s,t=2.25e+04s,t=3.37e+04s,t=4.50e+04s
3.030303030303030300e-04,3.771039883482078810e+23,4.199506757774626259e+21,4.225989450288749773e+19,4.129682590250054400e+17
0.000000000000000000e+00,3.771156168521496773e+23,4.199692240792419041e+21,4.226196233965784269e+19,4.129890739759692160e+17
6.060606060606060601e-04,3.769810316555533198e+23,4.197545655659634098e+21,4.223803207405962035e+19,4.127481932107060480e+17
3.030303030303030300e-04,3.771039883482081494e+23,4.199506757774623113e+21,4.225989450288750592e+19,4.129682590250055040e+17
9.090909090909090901e-04,3.767876476682675662e+23,4.194462057293080953e+21,4.220365979614402970e+19,4.124022176199715200e+17
6.060606060606060601e-04,3.769810316555535212e+23,4.197545655659631477e+21,4.223803207405963674e+19,4.127481932107060480e+17
1.212121212121212120e-03,3.765188403527803145e+23,4.190177412430848066e+21,4.215590742721640038e+19,4.119215919864527360e+17
9.090909090909090901e-04,3.767876476682677676e+23,4.194462057293080953e+21,4.220365979614403789e+19,4.124022176199715200e+17
1.515151515151515150e-03,3.761739056851857409e+23,4.184682069105800380e+21,4.209467491720232960e+19,4.113053363040677120e+17
1.212121212121212120e-03,3.765188403527807842e+23,4.190177412430848066e+21,4.215590742721641677e+19,4.119215919864524160e+17
1.818181818181818180e-03,3.757526315522926062e+23,4.177974672596112245e+21,4.201995685675029299e+19,4.105534308592449920e+17
1.515151515151515150e-03,3.761739056851856738e+23,4.184682069105799856e+21,4.209467491720233779e+19,4.113053363040674560e+17
2.121212121212120993e-03,3.752549300962215833e+23,4.170056301293284622e+21,4.193177708853302886e+19,4.096661579456520960e+17
1.818181818181818180e-03,3.757526315522926062e+23,4.177974672596117488e+21,4.201995685675029299e+19,4.105534308592451840e+17
2.424242424242424240e-03,3.746807570163968707e+23,4.160929179479408902e+21,4.183017433923946906e+19,4.086439571329326080e+17
2.121212121212120993e-03,3.752549300962211807e+23,4.170056301293283574e+21,4.193177708853300429e+19,4.096661579456519040e+17
2.727272727272727487e-03,3.740300864170099485e+23,4.150596276121567232e+21,4.171519772619295130e+19,4.074873799161251200e+17
2.424242424242424240e-03,3.746807570163967365e+23,4.160929179479406281e+21,4.183017433923947725e+19,4.086439571329324800e+17
3.030303030303030300e-03,3.733029011515571532e+23,4.139061150880498713e+21,4.158690501697761280e+19,4.061970720594682880e+17
2.727272727272727487e-03,3.740300864170104854e+23,4.150596276121571951e+21,4.171519772619300864e+19,4.074873799161250560e+17
3.333333333333333114e-03,3.724991885541481864e+23,4.126327886061625147e+21,4.144536184409645056e+19,4.047737655360752000e+17
3.030303030303030300e-03,3.733029011515574216e+23,4.139061150880502907e+21,4.158690501697761280e+19,4.061970720594683520e+17
3.636363636363636360e-03,3.716189383473923799e+23,4.112401053295425094e+21,4.129064130370632909e+19,4.032182743162784640e+17
3.333333333333333114e-03,3.724991885541480522e+23,4.126327886061620953e+21,4.144536184409641779e+19,4.047737655360748160e+17
3.939393939393939607e-03,3.706621415326281357e+23,4.097285695897577980e+21,4.112282372603006976e+19,4.015314918668417280e+17
3.636363636363636360e-03,3.716189383473924470e+23,4.112401053295423521e+21,4.129064130370632090e+19,4.032182743162782720e+17
4.242424242424241987e-03,3.696287897631494903e+23,4.080987318940319875e+21,4.094199652861595648e+19,3.997143894671359360e+17
3.939393939393939607e-03,3.706621415326279344e+23,4.097285695897577980e+21,4.112282372603009434e+19,4.015314918668418560e+17
4.545454545454545234e-03,3.685188749716688386e+23,4.063511883387302314e+21,4.074825411175923712e+19,3.977680149328876160e+17
4.242424242424241987e-03,3.696287897631494903e+23,4.080987318940321448e+21,4.094199652861598925e+19,3.997143894671361280e+17
4.848484848484848481e-03,3.673323891391709881e+23,4.044865802490662617e+21,4.054169777601711309e+19,3.956934915458846080e+17
4.545454545454545234e-03,3.685188749716688386e+23,4.063511883387300741e+21,4.074825411175923712e+19,3.977680149328876800e+17
5.151515151515151728e-03,3.660693241463076259e+23,4.025055939511369335e+21,4.032243565133080986e+19,3.934920170843748480e+17
4.848484848484848481e-03,3.673323891391711223e+23,4.044865802490661044e+21,4.054169777601708851e+19,3.956934915458846720e+17
5.454545454545454974e-03,3.647296716748675476e+23,4.004089606244861477e+21,4.009058263199061606e+19,3.911648628963640320e+17
5.151515151515151728e-03,3.660693241463078272e+23,4.025055939511366713e+21,4.032243565133079347e+19,3.934920170843751680e+17
5.757575757575757354e-03,3.633134231405934370e+23,3.981974562053651169e+21,3.984626031411571098e+19,3.887133729828788480e+17
5.454545454545454974e-03,3.647296716748678832e+23,4.004089606244859904e+21,4.009058263199060787e+19,3.911648628963641600e+17
6.060606060606060601e-03,3.618205696463777951e+23,3.958719013230892548e+21,3.958959693366928179e+19,3.861389630715557760e+17
5.757575757575757354e-03,3.633134231405935712e+23,3.981974562053653266e+21,3.984626031411571917e+19,3.887133729828787840e+17
6.363636363636363848e-03,3.602511019488908432e+23,3.934331612584949055e+21,3.932072730380734464e+19,3.834431196688163840e+17
6.060606060606060601e-03,3.618205696463777280e+23,3.958719013230890975e+21,3.958959693366924902e+19,3.861389630715555840e+17
6.666666666666666227e-03,3.586050104343790533e+23,3.908821459176530641e+21,3.903979275078111232e+19,3.806273990832348160e+17
6.363636363636363848e-03,3.602511019488907761e+23,3.934331612584948531e+21,3.932072730380734464e+19,3.834431196688165120e+17
6.969696969696969474e-03,3.568822851008095595e+23,3.882198098163755123e+21,3.874694104788551270e+19,3.776934264156453760e+17
