x,t=1.00e+01s,t=2.00e+01s,t=3.00e+01s,t=4.00e+01s,t=5.00e+01s,t=6.00e+01s,t=7.00e+01s,t=8.00e+01s,t=9.00e+01s,t=1.00e+02s,t=1.10e+02s,t=1.20e+02s,t=1.30e+02s,t=1.40e+02s,t=1.50e+02s,t=1.60e+02s
9.696969696969696961e-03,6.261145541041310547e+12,2.399132801911729062e+14,1.916428454545712250e+15,7.495649940166916000e+15,1.990662316743395200e+16,4.209535531971540000e+16,7.805848444367036800e+16,1.365341647276557280e+17,2.384646413435819840e+17,4.282351342864752000e+17,7.869887585912129280e+17,1.445165174613784832e+18,2.591445144317354496e+18,4.476293176952955392e+18,7.409646789265465344e+18,1.175345477048593613e+19
1.030303030303030346e-02,8.819541549866537109e+12,3.120619110597812500e+14,2.358567326369944500e+15,8.871025549460625000e+15,2.290242395910837600e+16,4.745769427709495200e+16,8.685225229676112000e+16,1.510248851814058560e+17,2.638857997254552640e+17,4.754509002646911360e+17,8.756924319699750400e+17,1.606989457158709248e+18,2.872333626830055936e+18,4.937669045149796352e+18,8.128200077949263872e+18,1.281963866783003238e+19
1.000000000000000021e-02,7.429354157186650391e+12,2.735901242669287188e+14,2.125845269686702250e+15,8.153512830536119000e+15,2.134909625245933200e+16,4.468819164072456000e+16,8.231826908091884800e+16,1.435499572505489120e+17,2.507509583565014080e+17,4.510263515861976320e+17,8.298046925164727040e+17,1.523345238997318144e+18,2.727330924389146112e+18,4.699827321962676224e+18,7.758294880923303936e+18,1.227148969134625587e+19
1.060606060606060670e-02,1.047396687126660938e+13,3.559981608738267500e+14,2.617077510730365000e+15,9.653227059056048000e+15,2.457432339419062800e+16,5.041462815033211200e+16,9.167673530580115200e+16,1.589884570073832320e+17,2.779283974413417280e+17,5.016259379926621440e+17,9.248676086298805760e+17,1.696462821909558016e+18,3.027024664424989184e+18,5.190654170443881472e+18,8.520516369825669120e+18,1.339941912320935731e+19
1.030303030303030346e-02,8.819541549866525391e+12,3.120619110597809375e+14,2.358567326369939500e+15,8.871025549460609000e+15,2.290242395910834400e+16,4.745769427709488000e+16,8.685225229676099200e+16,1.510248851814056640e+17,2.638857997254548160e+17,4.754509002646904960e+17,8.756924319699733760e+17,1.606989457158706432e+18,2.872333626830054912e+18,4.937669045149784064e+18,8.128200077949255680e+18,1.281963866783001395e+19
1.090909090909090995e-02,1.244288229052989844e+13,4.061586041359957500e+14,2.904106240386687500e+15,1.050554472683872600e+16,2.637300019836024400e+16,5.357039301771784000e+16,9.680909051579640000e+16,1.674724261693310400e+17,2.929427458064433280e+17,5.296778579055864960e+17,9.775619522634602240e+17,1.792155806790714624e+18,3.192012637152897024e+18,5.459669278433335296e+18,8.936463315230337024e+18,1.401242943509448499e+19
1.060606060606060670e-02,1.047396687126659766e+13,3.559981608738261875e+14,2.617077510730361500e+15,9.653227059056034000e+15,2.457432339419058400e+16,5.041462815033206400e+16,9.167673530580100800e+16,1.589884570073830400e+17,2.779283974413413760e+17,5.016259379926615680e+17,9.248676086298790400e+17,1.696462821909555456e+18,3.027024664424984576e+18,5.190654170443876352e+18,8.520516369825658880e+18,1.339941912320933274e+19
1.121212121212121146e-02,1.478602322764747852e+13,4.634046465895055000e+14,3.222653374625535000e+15,1.143381894482692200e+16,2.830717269634142000e+16,5.693705668655634400e+16,1.022678365403852960e+17,1.765109736231596800e+17,3.089979893548080640e+17,5.597429959417568640e+17,1.034024423040622720e+18,1.894485997023725312e+18,3.367945489197360640e+18,5.745654367618928640e+18,9.377329142832486400e+18,1.466035238001803059e+19
1.090909090909090995e-02,1.244288229052989258e+13,4.061586041359954375e+14,2.904106240386687500e+15,1.050554472683872400e+16,2.637300019836021200e+16,5.357039301771780800e+16,9.680909051579636800e+16,1.674724261693309440e+17,2.929427458064432640e+17,5.296778579055864320e+17,9.775619522634604800e+17,1.792155806790713344e+18,3.192012637152894464e+18,5.459669278433336320e+18,8.936463315230329856e+18,1.401242943509447885e+19
1.151515151515151471e-02,1.757437024305448242e+13,5.287121672802158750e+14,3.576011704236989500e+15,1.244432880897521200e+16,3.038609688297111600e+16,6.052739036719821600e+16,1.080727199978208160e+17,1.861409071082530560e+17,3.261688435168742400e+17,5.919683920564339200e+17,1.094522421314479744e+18,2.003899820689573376e+18,3.555512785181258240e+18,6.049605648175989760e+18,9.844473991365396480e+18,1.534495871772140749e+19
1.121212121212121146e-02,1.478602322764747070e+13,4.634046465895054375e+14,3.222653374625533500e+15,1.143381894482691400e+16,2.830717269634139200e+16,5.693705668655628800e+16,1.022678365403851680e+17,1.765109736231595520e+17,3.089979893548074880e+17,5.597429959417564160e+17,1.034024423040622464e+18,1.894485997023725824e+18,3.367945489197355520e+18,5.745654367618925568e+18,9.377329142832474112e+18,1.466035238001801626e+19
1.181818181818181795e-02,2.089223049844746484e+13,6.031857824487961250e+14,3.967792086551194500e+15,1.354381884951302400e+16,3.261959225324217200e+16,6.435490636461595200e+16,1.142448047779172960e+17,1.964018786372188800e+17,3.445360506332654720e+17,6.265126090409423360e+17,1.159343079495570432e+18,2.120874385240302848e+18,3.755448110714229248e+18,6.372578472832669696e+18,1.033933329274286694e+19,1.606811091784500429e+19
1.151515151515151471e-02,1.757437024305446875e+13,5.287121672802155625e+14,3.576011704236985500e+15,1.244432880897520200e+16,3.038609688297108400e+16,6.052739036719812000e+16,1.080727199978205920e+17,1.861409071082529920e+17,3.261688435168736000e+17,5.919683920564330240e+17,1.094522421314479360e+18,2.003899820689571072e+18,3.555512785181252608e+18,6.049605648175979520e+18,9.844473991365382144e+18,1.534495871772139110e+19
1.212121212121212120e-02,2.483969476103875000e+13,6.880747180454425000e+14,4.401950287545348500e+15,1.473952679653841400e+16,3.501806848707792000e+16,6.843389833479908800e+16,1.208065695308301120e+17,2.073366218537080960e+17,3.641868741149976320e+17,6.635466129066225920e+17,1.228794640882930432e+18,2.245919424657743872e+18,3.968531602497053696e+18,6.715690409561667584e+18,1.086342130200844902e+19,1.683176703168515686e+19
1.181818181818181795e-02,2.089223049844744531e+13,6.031857824487951250e+14,3.967792086551190000e+15,1.354381884951301200e+16,3.261959225324212800e+16,6.435490636461584800e+16,1.142448047779170400e+17,1.964018786372187840e+17,3.445360506332651520e+17,6.265126090409414400e+17,1.159343079495568896e+18,2.120874385240299520e+18,3.755448110714224128e+18,6.372578472832656384e+18,1.033933329274286285e+19,1.606811091784498790e+19
1.242424242424242445e-02,2.953553523977288281e+13,7.847904432311232500e+14,4.882815588100078000e+15,1.603921235856627000e+16,3.759255300300920000e+16,7.277948436202891200e+16,1.277820142095545600e+17,2.189912110477825280e+17,3.852156337515646720e+17,7.032547190353474560e+17,1.303207930558913536e+18,2.379579362784059392e+18,4.195592613379298304e+18,7.080124460864105472e+18,1.141833477791770624e+19,1.763798471163013939e+19
1.212121212121212120e-02,2.483969476103871094e+13,6.880747180454417500e+14,4.401950287545345500e+15,1.473952679653840400e+16,3.501806848707788000e+16,6.843389833479898400e+16,1.208065695308299040e+17,2.073366218537078080e+17,3.641868741149973120e+17,6.635466129066218240e+17,1.228794640882928384e+18,2.245919424657742848e+18,3.968531602497049088e+18,6.715690409561653248e+18,1.086342130200844288e+19,1.683176703168513434e+19
1.272727272727272770e-02,3.512062029213795312e+13,8.949262267790913750e+14,5.415121205479590000e+15,1.745118698468384400e+16,4.035471939942099200e+16,7.740765314654809600e+16,1.351967765837451200e+17,2.314153437720830720e+17,4.077242853851476480e+17,7.458356085512057600e+17,1.382937923705415168e+18,2.522435498561141248e+18,4.437512517915194880e+18,7.467132434498605056e+18,1.200575681795465216e+19,1.848892538082551398e+19
1.242424242424242445e-02,2.953553523977285547e+13,7.847904432311231250e+14,4.882815588100071000e+15,1.603921235856626000e+16,3.759255300300913600e+16,7.277948436202883200e+16,1.277820142095543520e+17,2.189912110477821440e+17,3.852156337515642880e+17,7.032547190353468160e+17,1.303207930558913024e+18,2.379579362784056320e+18,4.195592613379295232e+18,7.080124460864098304e+18,1.141833477791768781e+19,1.763798471163012915e+19
1.303030303030303094e-02,4.176193441684110156e+13,1.020278787572923250e+15,6.004036573788458000e+15,1.898434457357257200e+16,4.331691680776392000e+16,8.233531362964734400e+16,1.430782597362390080e+17,2.446626491675055040e+17,4.318230483989824640e+17,7.915034196320570880e+17,1.468365416956648704e+18,2.675108319129258496e+18,4.695227664106919936e+18,7.878038470573409280e+18,1.262746085157257830e+19,1.938685855554285568e+19
1.272727272727272770e-02,3.512062029213792578e+13,8.949262267790902500e+14,5.415121205479587000e+15,1.745118698468381200e+16,4.035471939942091200e+16,7.740765314654798400e+16,1.351967765837449920e+17,2.314153437720825600e+17,4.077242853851472640e+17,7.458356085512051200e+17,1.382937923705414144e+18,2.522435498561136640e+18,4.437512517915190784e+18,7.467132434498588672e+18,1.200575681795463168e+19,1.848892538082550989e+19
1.333333333333333245e-02,4.965730616259474219e+13,1.162872219211255250e+15,6.655201518418878000e+15,2.064819308497403600e+16,4.649220018928720800e+16,8.758034842518177600e+16,1.514557716561876480e+17,2.587910242850228480e+17,4.576310847113340160e+17,8.404889187551738880e+17,1.559898808667742208e+18,2.838259946949250560e+18,4.969732477163361280e+18,8.314242729975145472e+18,1.328531479542585549e+19,2.033416632263787725e+19
1.303030303030303094e-02,4.176193441684109375e+13,1.020278787572922500e+15,6.004036573788457000e+15,1.898434457357256000e+16,4.331691680776391200e+16,8.233531362964734400e+16,1.430782597362388960e+17,2.446626491675053760e+17,4.318230483989824000e+17,7.915034196320569600e+17,1.468365416956648192e+18,2.675108319129257984e+18,4.695227664106918912e+18,7.878038470573410304e+18,1.262746085157257011e+19,1.938685855554287206e+19
1.363636363636363570e-02,5.904096286755215625e+13,1.324984376838726750e+15,7.374762349252954000e+15,2.245288700128440000e+16,4.989436161566170400e+16,9.316167147346667200e+16,1.603606781546693440e+17,2.738630008814073600e+17,4.852772332240807680e+17,8.930407571582279680e+17,1.657975994248696576e+18,3.012596727326299648e+18,5.262082721235483648e+18,8.777225249152510976e+18,1.398128537432322458e+19,2.133334797438046618e+19
1.333333333333333245e-02,4.965730616259467969e+13,1.162872219211253750e+15,6.655201518418876000e+15,2.064819308497402400e+16,4.649220018928716800e+16,8.758034842518168000e+16,1.514557716561874560e+17,2.587910242850226560e+17,4.576310847113333120e+17,8.404889187551728640e+17,1.559898808667740928e+18,2.838259946949248512e+18,4.969732477163357184e+18,8.314242729975143424e+18,1.328531479542584320e+19,2.033416632263786086e+19
1.393939393939393895e-02,7.019004974714110938e+13,1.509175921454451250e+15,8.169409885536847000e+15,2.440926057894424400e+16,5.353796258457415200e+16,9.909929038589585600e+16,1.698265704508336960e+17,2.899461453717575680e+17,5.149008039471374080e+17,9.494268180955317760e+17,1.763066382989379072e+18,3.198871962926162432e+18,5.573398925215293440e+18,9.268549966306854912e+18,1.471744261158238208e+19,2.238702480282175488e+19
1.363636363636363570e-02,5.904096286755210156e+13,1.324984376838724250e+15,7.374762349252946000e+15,2.245288700128436000e+16,4.989436161566165600e+16,9.316167147346652800e+16,1.603606781546692480e+17,2.738630008814071360e+17,4.852772332240799360e+17,8.930407571582264320e+17,1.657975994248694528e+18,3.012596727326296064e+18,5.262082721235480576e+18,8.777225249152502784e+18,1.398128537432320000e+19,2.133334797438043750e+19
1.424242424242424220e-02,8.343227203705515625e+13,1.718322222791216750e+15,9.046419411824754000e+15,2.652886182125884800e+16,5.743836743425527200e+16,1.054143740070316640e+17,1.798894489098307200e+17,3.071134948417057920e+17,5.466524363074131200e+17,1.009935660779783168e+18,1.875673043082829824e+18,3.397888802086077440e+18,5.904869978803679232e+18,9.789868924063158272e+18,1.549596449240113971e+19,2.349794505573099930e+19
1.393939393939393895e-02,7.019004974714099219e+13,1.509175921454448500e+15,8.169409885536841000e+15,2.440926057894421600e+16,5.353796258457406400e+16,9.909929038589572800e+16,1.698265704508336000e+17,2.899461453717573120e+17,5.149008039471368960e+17,9.494268180955299840e+17,1.763066382989376000e+18,3.198871962926159360e+18,5.573398925215286272e+18,9.268549966306842624e+18,1.471744261158236774e+19,2.238702480282173440e+19
1.454545454545454544e-02,9.915484295468600000e+13,1.955648326056747500e+15,1.001369254913644000e+16,2.882398709635670400e+16,6.161177793625276000e+16,1.121293257859239200e+17,1.905879245588538560e+17,3.254440322578330240e+17,5.806950264541320960e+17,1.074878067221496448e+18,1.996334981840512512e+18,3.610503287931115008e+18,6.257756905161540608e+18,1.034292665370259866e+19,1.631914180377927270e+19,2.466898905598555750e+19
1.424242424242424220e-02,8.343227203705496875e+13,1.718322222791215250e+15,9.046419411824740000e+15,2.652886182125880400e+16,5.743836743425519200e+16,1.054143740070314720e+17,1.798894489098304000e+17,3.071134948417054720e+17,5.466524363074123520e+17,1.009935660779781248e+18,1.875673043082827776e+18,3.397888802086071296e+18,5.904869978803670016e+18,9.789868924063150080e+18,1.549596449240112742e+19,2.349794505573096243e+19
1.484848484848484869e-02,1.178149474590510156e+14,2.224767189986860500e+15,1.107980100844195200e+16,3.130771631632154000e+16,6.607526916391254400e+16,1.192678636206862080e+17,2.019634401655048320e+17,3.450232042670465920e+17,6.172047286917821440e+17,1.144588698511895168e+18,2.125629568383945472e+18,3.837627575512164352e+18,6.633396816558114816e+18,1.092956474603191091e+19,1.718938315442897101e+19,2.590317448613321933e+19
1.454545454545454544e-02,9.915484295468587500e+13,1.955648326056746250e+15,1.001369254913642400e+16,2.882398709635667200e+16,6.161177793625273600e+16,1.121293257859236960e+17,1.905879245588536320e+17,3.254440322578327040e+17,5.806950264541313280e+17,1.074878067221495424e+18,1.996334981840510464e+18,3.610503287931108864e+18,6.257756905161534464e+18,1.034292665370258637e+19,1.631914180377925427e+19,2.466898905598551245e+19
1.515151515151515194e-02,1.399519624644616562e+14,2.529721403340198000e+15,1.225403217475538200e+16,3.399394858627498400e+16,7.084682675534144000e+16,1.268551069205960480e+17,2.140605128343163520e+17,3.659434852453424640e+17,6.563720365079746560e+17,1.219427867439981056e+18,2.264175106391405312e+18,4.080233324382349312e+18,7.033207059518474240e+18,1.155172661394322227e+19,1.810922017799761306e+19,2.720366183966371021e+19
1.484848484848484869e-02,1.178149474590509375e+14,2.224767189986859250e+15,1.107980100844193200e+16,3.130771631632151200e+16,6.607526916391250400e+16,1.192678636206860160e+17,2.019634401655046400e+17,3.450232042670464000e+17,6.172047286917811200e+17,1.144588698511893760e+18,2.125629568383943424e+18,3.837627575512156160e+18,6.633396816558103552e+18,1.092956474603189658e+19,1.718938315442894438e+19,2.590317448613317427e+19
1.545454545454545518e-02,1.662017085926429062e+14,2.875028583684715500e+15,1.354643644949105200e+16,3.689743822553141600e+16,7.594538571450484800e+16,1.349176717189428800e+17,2.269270002636997440e+17,3.883049915444318080e+17,6.984029490167356160e+17,1.299783434690778880e+18,2.412633564775654400e+18,4.339355274224102400e+18,7.458689556048574464e+18,1.221146245168023552e+19,1.908131292279463117e+19,2.857376004032653312e+19
1.515151515151515194e-02,1.399519624644616094e+14,2.529721403340197000e+15,1.225403217475537200e+16,3.399394858627496400e+16,7.084682675534137600e+16,1.268551069205959040e+17,2.140605128343162560e+17,3.659434852453421440e+17,6.563720365079732480e+17,1.219427867439978752e+18,2.264175106391404032e+18,4.080233324382345216e+18,7.033207059518465024e+18,1.155172661394320794e+19,1.810922017799758643e+19,2.720366183966366106e+19
1.575757575757575843e-02,1.973130470148423750e+14,3.265730655566271500e+15,1.496787625633910600e+16,4.003383105710593600e+16,8.139087092298859200e+16,1.434837747683667360e+17,2.406143930078705280e+17,4.122161501920778240e+17,7.435202290084512000e+17,1.386072836238928128e+18,2.571713474467784192e+18,4.616095011327387648e+18,7.911435347578519552e+18,1.291093439577129984e+19,2.010845543106381005e+19,3.001693223061495398e+19
1.545454545454545518e-02,1.662017085926426875e+14,2.875028583684715500e+15,1.354643644949103200e+16,3.689743822553136800e+16,7.594538571450472000e+16,1.349176717189426880e+17,2.269270002636996480e+17,3.883049915444314240e+17,6.984029490167347200e+17,1.299783434690776320e+18,2.412633564775651328e+18,4.339355274224098304e+18,7.458689556048564224e+18,1.221146245168021914e+19,1.908131292279461069e+19,2.857376004032650445e+19
1.606060606060605994e-02,2.341671776962576250e+14,3.707447194352739500e+15,1.653007659181950800e+16,4.341970085705948000e+16,8.720423956832038400e+16,1.525833476593933760e+17,2.551781353076087360e+17,4.377944266296105600e+17,7.919647591862855680e+17,1.478745249929596672e+18,2.742172999782534144e+18,4.911624933900301312e+18,8.393129348312921088e+18,1.365242189251617792e+19,2.119358151067169997e+19,3.153680173029983027e+19
1.575757575757575843e-02,1.973130470148421562e+14,3.265730655566271000e+15,1.496787625633910200e+16,4.003383105710591200e+16,8.139087092298860800e+16,1.434837747683666720e+17,2.406143930078704640e+17,4.122161501920776320e+17,7.435202290084506880e+17,1.386072836238927872e+18,2.571713474467782656e+18,4.616095011327387648e+18,7.911435347578522624e+18,1.291093439577128960e+19,2.010845543106380186e+19,3.001693223061494170e+19
1.636363636363636492e-02,2.778000426223330938e+14,4.206433006625084500e+15,1.824567697597280000e+16,4.707258585168184000e+16,9.340752573312147200e+16,1.622481621232346880e+17,2.706779772912236800e+17,4.651671164189544320e+17,8.439970035757094400e+17,1.578283909626615296e+18,2.924823193140700672e+18,5.227192424364288000e+18,8.905555314708853760e+18,1.443832727682000691e+19,2.233977070189253018e+19,3.313715816564080640e+19
1.606060606060605994e-02,2.341671776962576250e+14,3.707447194352740500e+15,1.653007659181951200e+16,4.341970085705946400e+16,8.720423956832044800e+16,1.525833476593933760e+17,2.551781353076086400e+17,4.377944266296108160e+17,7.919647591862851840e+17,1.478745249929597184e+18,2.742172999782533632e+18,4.911624933900303360e+18,8.393129348312924160e+18,1.365242189251617587e+19,2.119358151067168768e+19,3.153680173029983027e+19
1.666666666666666644e-02,3.294282895060920625e+14,4.769640097329126000e+15,2.012828463148644000e+16,5.101102514862018400e+16,1.000238874333247360e+17,1.725119678127429440e+17,2.871783616040710720e+17,4.944722062225119360e+17,8.998985815189825280e+17,1.685208575705273088e+18,3.120531442223313408e+18,5.564124236946661376e+18,9.450601037816352768e+18,1.527118156705302528e+19,2.355025444175723725e+19,3.482196376962821325e+19
1.636363636363636492e-02,2.778000426223334062e+14,4.206433006625089000e+15,1.824567697597280800e+16,4.707258585168181600e+16,9.340752573312148800e+16,1.622481621232348480e+17,2.706779772912237120e+17,4.651671164189545600e+17,8.439970035757093120e+17,1.578283909626615552e+18,2.924823193140701184e+18,5.227192424364288000e+18,8.905555314708858880e+18,1.443832727682001101e+19,2.233977070189251789e+19,3.313715816564083917e+19
1.696969696969696795e-02,3.904793080994643125e+14,5.404784147385323000e+15,2.219252869112431600e+16,5.525459498808879200e+16,1.070776564438898880e+17,1.834106440017792960e+17,3.047488478027521280e+17,5.258593097534661760e+17,9.599739621103059200e+17,1.800078171073669888e+18,3.330225118928951808e+18,5.923831109031427072e+18,1.003026376521185280e+19,1.615365048047929754e+19,2.482842242820089037e+19,3.659535985331300762e+19
1.666666666666666644e-02,3.294282895060923125e+14,4.769640097329129000e+15,2.012828463148644400e+16,5.101102514862018400e+16,1.000238874333246560e+17,1.725119678127429760e+17,2.871783616040711040e+17,4.944722062225117440e+17,8.998985815189826560e+17,1.685208575705272320e+18,3.120531442223310848e+18,5.564124236946663424e+18,9.450601037816354816e+18,1.527118156705303142e+19,2.355025444175724134e+19,3.482196376962822963e+19
1.727272727272727293e-02,4.626259124827354375e+14,6.120415592455160000e+15,2.445411520385708000e+16,5.982394470257732800e+16,1.145943913075470720e+17,1.949823668043963200e+17,3.234645781500686720e+17,5.594906848123349760e+17,1.024552287389936512e+18,1.923493592321077760e+18,3.554895439798518272e+18,6.307812604863419392e+18,1.064665585923002368e+19,1.708854067363691110e+19,2.617782918598440550e+19,3.846167344796695757e+19
1.696969696969696795e-02,3.904793080994646250e+14,5.404784147385322000e+15,2.219252869112431200e+16,5.525459498808880000e+16,1.070776564438898720e+17,1.834106440017792000e+17,3.047488478027521280e+17,5.258593097534661120e+17,9.599739621103059200e+17,1.800078171073669888e+18,3.330225118928952320e+18,5.923831109031428096e+18,1.003026376521185075e+19,1.615365048047929344e+19,2.482842242820088627e+19,3.659535985331300352e+19
1.757575757575757444e-02,5.478263083383243125e+14,6.925995353475890000e+15,2.692988267987331200e+16,6.474083227839996000e+16,1.226009339868778560e+17,2.072677936924265280e+17,3.434067887703669760e+17,5.955423379689519360e+17,1.093989333096847488e+18,2.056100706013627392e+18,3.795601547859213824e+18,6.717662200319668224e+18,1.130201069815227802e+19,1.807880621186910413e+19,2.760220083608675123e+19,4.042542411747745792e+19
1.727272727272727293e-02,4.626259124827360625e+14,6.120415592455159000e+15,2.445411520385709200e+16,5.982394470257736800e+16,1.145943913075470880e+17,1.949823668043964800e+17,3.234645781500688640e+17,5.594906848123354240e+17,1.024552287389936896e+18,1.923493592321079552e+18,3.554895439798519808e+18,6.307812604863419392e+18,1.064665585923003392e+19,1.708854067363692544e+19,2.617782918598441370e+19,3.846167344796698214e+19
1.787878787878787942e-02,6.483700537621087500e+14,7.831975221829313000e+15,2.963785788402354800e+16,7.002815942040500000e+16,1.311254706933149440e+17,2.203102672846939520e+17,3.646633704735919360e+17,6.342052239183624960e+17,1.168669616279564288e+18,2.198593540585701888e+18,4.053474826120286720e+18,7.155072617563294720e+18,1.199868882694013542e+19,1.912755527199521587e+19,2.910544206995733299e+19,4.249133094002456986e+19
1.757575757575757444e-02,5.478263083383243750e+14,6.925995353475884000e+15,2.692988267987332000e+16,6.474083227839995200e+16,1.226009339868778080e+17,2.072677936924266560e+17,3.434067887703670400e+17,5.955423379689518080e+17,1.093989333096846848e+18,2.056100706013627392e+18,3.795601547859213312e+18,6.717662200319668224e+18,1.130201069815228006e+19,1.807880621186908979e+19,2.760220083608674714e+19,4.042542411747745792e+19
1.818181818181818094e-02,7.669307948835650000e+14,8.849882846093194000e+15,3.259731155660968000e+16,7.571000603263243200e+16,1.401975975093081760e+17,2.341560405946131840e+17,3.873294839316958080e+17,6.756865470352930560e+17,1.249008659583181056e+18,2.351717684708474880e+18,4.329723453224987136e+18,7.621841418477149184e+18,1.273918436400523878e+19,2.023805708187462451e+19,3.069164332968810496e+19,4.466431965770606182e+19
1.787878787878787942e-02,6.483700537621090000e+14,7.831975221829316000e+15,2.963785788402354800e+16,7.002815942040502400e+16,1.311254706933149760e+17,2.203102672846940480e+17,3.646633704735920000e+17,6.342052239183631360e+17,1.168669616279564288e+18,2.198593540585703168e+18,4.053474826120288768e+18,7.155072617563299840e+18,1.199868882694013542e+19,1.912755527199521997e+19,2.910544206995733709e+19,4.249133094002456986e+19
1.848484848484848592e-02,9.066266323651797500e+14,9.992411202808932000e+15,3.582881371023663200e+16,8.181166404316419200e+16,1.498483915129524160e+17,2.488545261569937280e+17,4.115082342946885760e+17,7.202111731757012480e+17,1.335455422567281152e+18,2.516273903453856768e+18,4.625637212024615936e+18,8.119876865835641856e+18,1.352613167038604083e+19,2.141374910035140608e+19,3.236508819480753766e+19,4.694952999237681152e+19
1.818181818181818094e-02,7.669307948835653750e+14,8.849882846093197000e+15,3.259731155660969200e+16,7.571000603263244800e+16,1.401975975093081760e+17,2.341560405946131840e+17,3.873294839316958720e+17,6.756865470352928000e+17,1.249008659583181056e+18,2.351717684708474880e+18,4.329723453224987136e+18,7.621841418477152256e+18,1.273918436400524083e+19,2.023805708187462042e+19,3.069164332968812954e+19,4.466431965770607002e+19
1.878787878787878743e-02,1.071089050217204000e+15,1.127351236027391800e+16,3.935428812219854400e+16,8.835967052136004800e+16,1.601104882188688320e+17,2.644585717111058880e+17,4.373114107671424640e+17,7.680231603263221760e+17,1.428494910963762944e+18,2.693121984011132928e+18,4.942592562089360384e+18,8.651204061210674176e+18,1.436231228754899149e+19,2.265824444077364429e+19,3.413026097601565491e+19,4.935232312554192896e+19
1.848484848484848592e-02,9.066266323651798750e+14,9.992411202808938000e+15,3.582881371023667200e+16,8.181166404316427200e+16,1.498483915129525440e+17,2.488545261569938880e+17,4.115082342946886400e+17,7.202111731757011200e+17,1.335455422567281920e+18,2.516273903453856768e+18,4.625637212024620032e+18,8.119876865835641856e+18,1.352613167038604288e+19,2.141374910035141837e+19,3.236508819480756224e+19,4.694952999237682790e+19
1.909090909090909241e-02,1.264541412268568500e+15,1.270849526186778600e+16,4.319706561415234400e+16,9.538184006069324800e+16,1.710181662662480000e+17,2.810247653973278080e+17,4.648602971311798400e+17,8.193874172847059200e+17,1.528650975355161600e+18,2.883184823153242624e+18,5.282057987404676096e+18,9.217971368620184576e+18,1.525066214985127117e+19,2.397533954095737242e+19,3.599185451576771789e+19,5.187828933969869210e+19
1.878787878787878743e-02,1.071089050217203750e+15,1.127351236027391600e+16,3.935428812219856000e+16,8.835967052136008000e+16,1.601104882188688320e+17,2.644585717111061120e+17,4.373114107671424000e+17,7.680231603263223040e+17,1.428494910963763200e+18,2.693121984011132928e+18,4.942592562089359360e+18,8.651204061210672128e+18,1.436231228754899354e+19,2.265824444077364838e+19,3.413026097601564672e+19,4.935232312554192077e+19
1.939393939393939392e-02,1.491888101439198750e+15,1.431412716386703400e+16,4.738193568525156800e+16,1.029072964310798560e+17,1.826074404159666240e+17,2.986137737308634240e+17,4.942865597005176960e+17,8.745915001637667840e+17,1.636489311341891584e+18,3.087452769087910912e+18,5.645599630719006720e+18,9.822457132912320512e+18,1.619427907748771840e+19,2.536902208210762547e+19,3.795477819517583360e+19,5.453325581805218202e+19
1.909090909090909241e-02,1.264541412268569250e+15,1.270849526186779600e+16,4.319706561415236800e+16,9.538184006069331200e+16,1.710181662662481920e+17,2.810247653973282560e+17,4.648602971311797760e+17,8.193874172847063040e+17,1.528650975355162112e+18,2.883184823153242112e+18,5.282057987404676096e+18,9.217971368620189696e+18,1.525066214985127322e+19,2.397533954095736422e+19,3.599185451576771379e+19,5.187828933969871667e+19
1.969696969696969543e-02,1.758815439306311750e+15,1.610873826233454200e+16,5.193519604215186400e+16,1.109665035416060960e+17,1.949161640649746880e+17,3.172907159501760000e+17,5.257332197238813440e+17,9.339475571568325120e+17,1.752620673870303744e+18,3.306988230764137472e+18,6.034887226206137344e+18,1.046707670183339622e+19,1.719643055549765632e+19,2.684347915882140058e+19,4.002416614622982144e+19,5.732329459903719834e+19
1.939393939393939392e-02,1.491888101439199000e+15,1.431412716386703400e+16,4.738193568525157600e+16,1.029072964310798560e+17,1.826074404159667200e+17,2.986137737308634240e+17,4.942865597005175040e+17,8.745915001637674240e+17,1.636489311341890816e+18,3.087452769087910912e+18,5.645599630719009792e+18,9.822457132912326656e+18,1.619427907748772659e+19,2.536902208210760909e+19,3.795477819517581722e+19,5.453325581805214925e+19
2.000000000000000042e-02,2.071905574158646000e+15,1.811232893499121200e+16,5.688469955006910400e+16,1.195912957985825120e+17,2.079841426492084480e+17,3.371255787020760320e+17,5.593557178267793920e+17,9.977944326720558080e+17,1.877704319011207936e+18,3.542930568134006272e+18,6.451700342280857600e+18,1.115438976065019699e+19,1.826056180412310528e+19,2.840310570187311104e+19,4.220538566784245760e+19,6.025473068156665037e+19
1.969696969696969543e-02,1.758815439306311750e+15,1.610873826233454200e+16,5.193519604215185600e+16,1.109665035416060960e+17,1.949161640649745600e+17,3.172907159501758720e+17,5.257332197238812160e+17,9.339475571568326400e+17,1.752620673870305024e+18,3.306988230764136448e+18,6.034887226206138368e+18,1.046707670183339622e+19,1.719643055549766246e+19,2.684347915882138829e+19,4.002416614622979686e+19,5.732329459903719834e+19
