x,t=1.00e+01s,t=2.00e+01s,t=3.00e+01s,t=4.00e+01s,t=5.00e+01s,t=6.00e+01s,t=7.00e+01s,t=8.00e+01s,t=9.00e+01s,t=1.00e+02s,t=1.10e+02s,t=1.20e+02s,t=1.30e+02s,t=1.40e+02s,t=1.50e+02s,t=1.60e+02s
2.030303030303030193e-02,2.438764559653539000e+15,2.034667890778990000e+16,6.225989811413234400e+16,1.288149079956640800e+17,2.218532594877821760e+17,3.581936754221295360e+17,5.953230786900733440e+17,1.066499942649216256e+18,2.012451687109333504e+18,3.796501277291725312e+18,6.897934946557259776e+18,1.188710798808523981e+19,1.939030414548962099e+19,3.005251315502521549e+19,4.450404584369744282e+19,6.333415027638589850e+19
2.000000000000000042e-02,2.071905574158646500e+15,1.811232893499122400e+16,5.688469955006908000e+16,1.195912957985825920e+17,2.079841426492084160e+17,3.371255787020759040e+17,5.593557178267793280e+17,9.977944326720560640e+17,1.877704319011208192e+18,3.542930568134005760e+18,6.451700342280854528e+18,1.115438976065019494e+19,1.826056180412310733e+19,2.840310570187312742e+19,4.220538566784248218e+19,6.025473068156663398e+19
2.060606060606060691e-02,2.868165857138701000e+15,2.283545753336109600e+16,6.809188299041756000e+16,1.386720049331847360e+17,2.365676158228992320e+17,3.805761552006624640e+17,6.338191848138447360e+17,1.140463333607537536e+18,2.157630341866722304e+18,4.069009484823078912e+18,7.375610305061871616e+18,1.266810304217445581e+19,2.058948367122048205e+19,3.179653840661292237e+19,4.692600635932434432e+19,6.656840919835725824e+19
2.030303030303030193e-02,2.438764559653539500e+15,2.034667890778991200e+16,6.225989811413232000e+16,1.288149079956640160e+17,2.218532594877821760e+17,3.581936754221295360e+17,5.953230786900734720e+17,1.066499942649216896e+18,2.012451687109333248e+18,3.796501277291725824e+18,6.897934946557256704e+18,1.188710798808523776e+19,1.939030414548961280e+19,3.005251315502522778e+19,4.450404584369745101e+19,6.333415027638583296e+19
2.090909090909090842e-02,3.370210475320942500e+15,2.560433424110071200e+16,7.441342102207755200e+16,1.491987110337376320e+17,2.521736870337680320e+17,4.043605663936527360e+17,6.750441689075082240e+17,1.220117938740230144e+18,2.314068180575127552e+18,4.361857766096332800e+18,7.886876227905901568e+18,1.350041488446723072e+19,2.186213021519350170e+19,3.364025297611903795e+19,4.947738651523584000e+19,6.996464139391480627e+19
2.060606060606060691e-02,2.868165857138702000e+15,2.283545753336110400e+16,6.809188299041756000e+16,1.386720049331847680e+17,2.365676158228992960e+17,3.805761552006626560e+17,6.338191848138449920e+17,1.140463333607538944e+18,2.157630341866722304e+18,4.069009484823080960e+18,7.375610305061874688e+18,1.266810304217445990e+19,2.058948367122049024e+19,3.179653840661291008e+19,4.692600635932439347e+19,6.656840919835730739e+19
2.121212121212121340e-02,3.956504902667136500e+15,2.868108808835014400e+16,8.125898629873998400e+16,1.604326403013655360e+17,2.687204972508970880e+17,4.296414807469697280e+17,7.192159351837736960e+17,1.305934045169929216e+18,2.482657931372581376e+18,4.676548302607444992e+18,8.434020673679086592e+18,1.438726045075783475e+19,2.321248663520517734e+19,3.558897245538752922e+19,5.216457443234929869e+19,7.353026759732477133e+19
2.090909090909090842e-02,3.370210475320942500e+15,2.560433424110070400e+16,7.441342102207755200e+16,1.491987110337376320e+17,2.521736870337680000e+17,4.043605663936524800e+17,6.750441689075079680e+17,1.220117938740230656e+18,2.314068180575128576e+18,4.361857766096330240e+18,7.886876227905904640e+18,1.350041488446722662e+19,2.186213021519348531e+19,3.364025297611903386e+19,4.947738651523585638e+19,6.996464139391482266e+19
2.151515151515151492e-02,4.640357880836739000e+15,3.209571521122196400e+16,8.866478674763414400e+16,1.724129270635223040e+17,2.862598148717627200e+17,4.565211843545235200e+17,7.665718206167097600e+17,1.398421987308608000e+18,2.664361954064673792e+18,5.014689393854200832e+18,9.019477724848783360e+18,1.533204267626031718e+19,2.464501840681836544e+19,3.764826620351356928e+19,5.499423644526524826e+19,7.727300410876503654e+19
2.121212121212121340e-02,3.956504902667138000e+15,2.868108808835015200e+16,8.125898629874000000e+16,1.604326403013656640e+17,2.687204972508972800e+17,4.296414807469697920e+17,7.192159351837738240e+17,1.305934045169929472e+18,2.482657931372583936e+18,4.676548302607447040e+18,8.434020673679092736e+18,1.438726045075784499e+19,2.321248663520517325e+19,3.558897245538752922e+19,5.216457443234931507e+19,7.353026759732477952e+19
2.181818181818181990e-02,5.436996900430432000e+15,3.588053284494783200e+16,9.666878518356737600e+16,1.851802580393810560e+17,3.048463717824657920e+17,4.851104423689027840e+17,8.173704080543952640e+17,1.498135482125435904e+18,2.860217361719587840e+18,5.378002339552671744e+18,9.645835946427959296e+18,1.633835988281474048e+19,2.616442353213364634e+19,3.982396729380176691e+19,5.797332667829970534e+19,8.120087168658869453e+19
2.151515151515151492e-02,4.640357880836736000e+15,3.209571521122199600e+16,8.866478674763411200e+16,1.724129270635223040e+17,2.862598148717628160e+17,4.565211843545236480e+17,7.665718206167101440e+17,1.398421987308608512e+18,2.664361954064674816e+18,5.014689393854202880e+18,9.019477724848780288e+18,1.533204267626031104e+19,2.464501840681836954e+19,3.764826620351353651e+19,5.499423644526528922e+19,7.727300410876510208e+19
2.212121212121212141e-02,6.363805061076744000e+15,4.007027846038954400e+16,1.053107143726715680e+17,1.987769063963143040e+17,3.245381094252996480e+17,5.155293450301157760e+17,8.718935039562183680e+17,1.605675223015443200e+18,3.071341480914308608e+18,5.768328708321182720e+18,1.031584714011216896e+19,1.741001553533755802e+19,2.777564276564111770e+19,4.212218271049440461e+19,6.110909679845752832e+19,8.532220454546944819e+19
2.181818181818181990e-02,5.436996900430433000e+15,3.588053284494785600e+16,9.666878518356739200e+16,1.851802580393811520e+17,3.048463717824659840e+17,4.851104423689029760e+17,8.173704080543959040e+17,1.498135482125435904e+18,2.860217361719587840e+18,5.378002339552676864e+18,9.645835946427963392e+18,1.633835988281473024e+19,2.616442353213365862e+19,3.982396729380174234e+19,5.797332667829973811e+19,8.120087168658877645e+19
2.242424242424242292e-02,7.440578613068082000e+15,4.470220244921776000e+16,1.146320857025628800e+17,2.132467685898103040e+17,3.453964552220517120e+17,5.479082432772943360e+17,9.304482944552300800e+17,1.721692749879857152e+18,3.298937669174857728e+18,6.187638009237731328e+18,1.103243550597333197e+19,1.855102837430140518e+19,2.948387015867636122e+19,4.454930379224299110e+19,6.440910593879810867e+19,8.964565945144221696e+19
2.212121212121212141e-02,6.363805061076745000e+15,4.007027846038952000e+16,1.053107143726715520e+17,1.987769063963143360e+17,3.245381094252996480e+17,5.155293450301157760e+17,8.718935039562186240e+17,1.605675223015443712e+18,3.071341480914311168e+18,5.768328708321183744e+18,1.031584714011217306e+19,1.741001553533755392e+19,2.777564276564112179e+19,4.212218271049441280e+19,6.110909679845753651e+19,8.532220454546949734e+19
2.272727272727272790e-02,8.689805073450955000e+15,4.981615268924880000e+16,1.246761910998905120e+17,2.286354049321996800e+17,3.674866332704407680e+17,5.823887829630274560e+17,9.933696944285025280e+17,1.846894613973895424e+18,3.544301508811982848e+18,6.638035782922321920e+18,1.179870722363470029e+19,1.976564293054434099e+19,3.129456392331950080e+19,4.711201691852452659e+19,6.788123078487408640e+19,9.418022490414520730e+19
2.242424242424242292e-02,7.440578613068079000e+15,4.470220244921774400e+16,1.146320857025628320e+17,2.132467685898102400e+17,3.453964552220515200e+17,5.479082432772946560e+17,9.304482944552299520e+17,1.721692749879858688e+18,3.298937669174860288e+18,6.187638009237730304e+18,1.103243550597333606e+19,1.855102837430139290e+19,2.948387015867634074e+19,4.454930379224298291e+19,6.440910593879811686e+19,8.964565945144218419e+19
2.303030303030302942e-02,1.013696127159725200e+16,5.545464923790456000e+16,1.354880978958617440e+17,2.449900850039728000e+17,3.908780136798097280e+17,6.191250475037927680e+17,1.061022905294414464e+18,1.982046857048163840e+18,3.808827397001959936e+18,7.121772129001478144e+18,1.261796046463184691e+19,2.105834042816668467e+19,3.321345761583915827e+19,4.981731443439212954e+19,7.153367581612800410e+19,9.893523039584657408e+19
2.272727272727272790e-02,8.689805073450965000e+15,4.981615268924881600e+16,1.246761910998905440e+17,2.286354049321998080e+17,3.674866332704407040e+17,5.823887829630278400e+17,9.933696944285021440e+17,1.846894613973895680e+18,3.544301508811985408e+18,6.638035782922323968e+18,1.179870722363470438e+19,1.976564293054434918e+19,3.129456392331949670e+19,4.711201691852455936e+19,6.788123078487411917e+19,9.418022490414517453e+19
2.333333333333333440e-02,1.181083001436503200e+16,6.166294734031722400e+16,1.471146364118005440e+17,2.623598392099694720e+17,4.156445054056032640e+17,6.582848196763196160e+17,1.133806198346296576e+18,2.127979825303348480e+18,4.094015552595580416e+18,7.641250686973451264e+18,1.349369584738535219e+19,2.243385008066866381e+19,3.524657163899222426e+19,5.267250580809433907e+19,7.537498369330366054e+19,1.039203557360983572e+20
2.303030303030302942e-02,1.013696127159725400e+16,5.545464923790456800e+16,1.354880978958616960e+17,2.449900850039729280e+17,3.908780136798096640e+17,6.191250475037926400e+17,1.061022905294414080e+18,1.982046857048165120e+18,3.808827397001959424e+18,7.121772129001476096e+18,1.261796046463184282e+19,2.105834042816668877e+19,3.321345761583912141e+19,4.981731443439212954e+19,7.153367581612800410e+19,9.893523039584657408e+19
2.363636363636363591e-02,1.374383325715203800e+16,6.848908690396672800e+16,1.596043801206309440e+17,2.807955179932887040e+17,4.418649979842423680e+17,7.000509742122438400e+17,1.212153941577674752e+18,2.285593339692053248e+18,4.401479460752247808e+18,8.199038087604336640e+18,1.442962734586789274e+19,2.389716078481324442e+19,3.740022506164293632e+19,5.568522901520052224e+19,7.941404578207488410e+19,1.091456404301031834e+20
2.333333333333333440e-02,1.181083001436504400e+16,6.166294734031725600e+16,1.471146364118006080e+17,2.623598392099697600e+17,4.156445054056033920e+17,6.582848196763197440e+17,1.133806198346297216e+18,2.127979825303351040e+18,4.094015552595582976e+18,7.641250686973453312e+18,1.349369584738535629e+19,2.243385008066867610e+19,3.524657163899219558e+19,5.267250580809433907e+19,7.537498369330366054e+19,1.039203557360984228e+20
2.393939393939394089e-02,1.597237871555831800e+16,7.598392658863780800e+16,1.730076183368211840e+17,3.003498604546150400e+17,4.696238581649506560e+17,7.446230138558238720e+17,1.296539889156132352e+18,2.455862245133657088e+18,4.732953777085837312e+18,8.797873892042361856e+18,1.542969366263713178e+19,2.545353321596375859e+19,3.968104775326336614e+19,5.886346214193087283e+19,8.366011280221088973e+19,1.146214930981079613e+20
2.363636363636363591e-02,1.374383325715204200e+16,6.848908690396672000e+16,1.596043801206310080e+17,2.807955179932886720e+17,4.418649979842424320e+17,7.000509742122438400e+17,1.212153941577676032e+18,2.285593339692053248e+18,4.401479460752249856e+18,8.199038087604335616e+18,1.442962734586788659e+19,2.389716078481324442e+19,3.740022506164294451e+19,5.568522901520048947e+19,7.941404578207485133e+19,1.091456404301031670e+20
2.424242424242424240e-02,1.853721574875469200e+16,8.420116069345552000e+16,1.873763214971192640e+17,3.210775743861980160e+17,4.990114880873924480e+17,7.922187626355312640e+17,1.387480753960787456e+18,2.639842362254372352e+18,5.090302713568545792e+18,9.440681035834181632e+18,1.649807007642255770e+19,2.710851232784053043e+19,4.209599282991511142e+19,6.221553519940889805e+19,8.812280559068992307e+19,1.203587009223554990e+20
2.393939393939394089e-02,1.597237871555832800e+16,7.598392658863779200e+16,1.730076183368214080e+17,3.003498604546154240e+17,4.696238581649509120e+17,7.446230138558237440e+17,1.296539889156134656e+18,2.455862245133659136e+18,4.732953777085839360e+18,8.797873892042366976e+18,1.542969366263713178e+19,2.545353321596376269e+19,3.968104775326343987e+19,5.886346214193088102e+19,8.366011280221098803e+19,1.146214930981079941e+20
2.454545454545454392e-02,2.148379509249687600e+16,9.319731709599667200e+16,2.027640992176555520e+17,3.430354300206637440e+17,5.301249523684981120e+17,8.430762312637806080e+17,1.485540084912577280e+18,2.838676866321498624e+18,5.475528928963067904e+18,1.013057679495782400e+19,1.763918077389423821e+19,2.886794025876442317e+19,4.465234940729516851e+19,6.575014213953109197e+19,9.281212596623445197e+19,1.263684391073248379e+20
2.424242424242424240e-02,1.853721574875470400e+16,8.420116069345552000e+16,1.873763214971192960e+17,3.210775743861980800e+17,4.990114880873925120e+17,7.922187626355312640e+17,1.387480753960787968e+18,2.639842362254373888e+18,5.090302713568544768e+18,9.440681035834183680e+18,1.649807007642256384e+19,2.710851232784053043e+19,4.209599282991515238e+19,6.221553519940890624e+19,8.812280559068992307e+19,1.203587009223554499e+20
2.484848484848484890e-02,2.486262562876364800e+16,1.030317346155744960e+17,2.192261514498873920e+17,3.662823701181835520e+17,5.630686822437315840e+17,8.974556708236608000e+17,1.591332472196493312e+18,3.053603119103606784e+18,5.890782947035373568e+18,1.087088429084566733e+19,1.885771167460043162e+19,3.073796964550456934e+19,4.735775565535070618e+19,6.947635306208635290e+19,9.773846768178944410e+19,1.326622803381887304e+20
2.454545454545454392e-02,2.148379509249688000e+16,9.319731709599665600e+16,2.027640992176554880e+17,3.430354300206639360e+17,5.301249523684982400e+17,8.430762312637807360e+17,1.485540084912576512e+18,2.838676866321499136e+18,5.475528928963066880e+18,1.013057679495782195e+19,1.763918077389423411e+19,2.886794025876442317e+19,4.465234940729520947e+19,6.575014213953110835e+19,9.281212596623446835e+19,1.263684391073248707e+20
2.515151515151515041e-02,2.872961987411627200e+16,1.137665183365844480e+17,2.368192132086067200e+17,3.908796393745999360e+17,5.979552657627863040e+17,9.556418322310720000e+17,1.705528104899729408e+18,3.285959980452307968e+18,6.338373126233628672e+18,1.166514455115156070e+19,2.015862375733485158e+19,3.272507734481958502e+19,5.022021214783041536e+19,7.340362660165251072e+19,1.029126274504752497e+20,1.392522042215977288e+20
2.484848484848484890e-02,2.486262562876366000e+16,1.030317346155746080e+17,2.192261514498874560e+17,3.662823701181837440e+17,5.630686822437322240e+17,8.974556708236613120e+17,1.591332472196493056e+18,3.053603119103606272e+18,5.890782947035373568e+18,1.087088429084567347e+19,1.885771167460044390e+19,3.073796964550459392e+19,4.735775565535073075e+19,6.947635306208635290e+19,9.773846768178954240e+19,1.326622803381887468e+20
2.545454545454545539e-02,3.314641828930918000e+16,1.254664716400435840e+17,2.556014935099543040e+17,4.168909365316158720e+17,6.349063339731176960e+17,1.017946450378782208e+18,1.828857707068174848e+18,3.537195627460544512e+18,6.820776204896326656e+18,1.251712914271240192e+19,2.154716689537848115e+19,3.483607856167741850e+19,5.324809549894529024e+19,7.754182248165710234e+19,1.083458160295521812e+20,1.461506066920791245e+20
2.515151515151515041e-02,2.872961987411625600e+16,1.137665183365844640e+17,2.368192132086067200e+17,3.908796393745999360e+17,5.979552657627865600e+17,9.556418322310720000e+17,1.705528104899729664e+18,3.285959980452310016e+18,6.338373126233625600e+18,1.166514455115156070e+19,2.015862375733484749e+19,3.272507734481958912e+19,5.022021214783043994e+19,7.340362660165248614e+19,1.029126274504752169e+20,1.392522042215976960e+20
2.575757575757575690e-02,3.818068091640522400e+16,1.381990039526773920e+17,2.756326093362735040e+17,4.443825930121942400e+17,6.740535540430548480e+17,1.084710973379122944e+18,1.962117879713757184e+18,3.808875910100773888e+18,7.340648446366467072e+18,1.343085339275998003e+19,2.302889420715125146e+19,3.707814138195079987e+19,5.645017227805263462e+19,8.190121422180586291e+19,1.140496693459066552e+20,1.533703093665156956e+20
2.545454545454545539e-02,3.314641828930921600e+16,1.254664716400434720e+17,2.556014935099544000e+17,4.168909365316157440e+17,6.349063339731179520e+17,1.017946450378782720e+18,1.828857707068177152e+18,3.537195627460547584e+18,6.820776204896330752e+18,1.251712914271240192e+19,2.154716689537850163e+19,3.483607856167743078e+19,5.324809549894528205e+19,7.754182248165710234e+19,1.083458160295521812e+20,1.461506066920791736e+20
2.606060606060606188e-02,4.390633331667040000e+16,1.520340135321693440e+17,2.969735156378624640e+17,4.734237823944809600e+17,7.155397413859873280e+17,1.156309558927795456e+18,2.106176877884433920e+18,4.102693273277361664e+18,7.900837408630953984e+18,1.441059021394635776e+19,2.460967692780153242e+19,3.945880170611931546e+19,5.983561319196583526e+19,8.649250198386709299e+19,1.200362596455338476e+20,1.609245688283329987e+20
2.575757575757575690e-02,3.818068091640522400e+16,1.381990039526773280e+17,2.756326093362735680e+17,4.443825930121941760e+17,6.740535540430545920e+17,1.084710973379122944e+18,1.962117879713757696e+18,3.808875910100776448e+18,7.340648446366464000e+18,1.343085339275997594e+19,2.302889420715125965e+19,3.707814138195078349e+19,5.645017227805264282e+19,8.190121422180586291e+19,1.140496693459066388e+20,1.533703093665156628e+20
2.636363636363636340e-02,5.040375241768524800e+16,1.670437449618557120e+17,3.196864325895754240e+17,5.040867655808512000e+17,7.595201040551914240e+17,1.233152361515651072e+18,2.261980853534024704e+18,4.420476276232999936e+18,8.504394363266677760e+18,1.546088454814973952e+19,2.629571980615097139e+19,4.198597857915568128e+19,6.341400752311405773e+19,9.132682553954689024e+19,1.263181066484339180e+20,1.688270858222038548e+20
2.606060606060606188e-02,4.390633331667040000e+16,1.520340135321694080e+17,2.969735156378626560e+17,4.734237823944809600e+17,7.155397413859873280e+17,1.156309558927795456e+18,2.106176877884435200e+18,4.102693273277365760e+18,7.900837408630950912e+18,1.441059021394635981e+19,2.460967692780152013e+19,3.945880170611934822e+19,5.983561319196588442e+19,8.649250198386715853e+19,1.200362596455338476e+20,1.609245688283330314e+20
2.666666666666666491e-02,5.775987681283518400e+16,1.833026214238837120e+17,3.438347715432133120e+17,5.364471771207788800e+17,8.061636339925565440e+17,1.315689136021274624e+18,2.430560596596572672e+18,4.764199741220996096e+18,9.154587388547979264e+18,1.658656844331906662e+19,2.809357703019825562e+19,4.466798991033811763e+19,6.719537781034534502e+19,9.641577734290366464e+19,1.329081886892765348e+20,1.770920143392423281e+20
2.636363636363636340e-02,5.040375241768522400e+16,1.670437449618556480e+17,3.196864325895755520e+17,5.040867655808513280e+17,7.595201040551918080e+17,1.233152361515651072e+18,2.261980853534024192e+18,4.420476276233002496e+18,8.504394363266674688e+18,1.546088454814974362e+19,2.629571980615097139e+19,4.198597857915570586e+19,6.341400752311404134e+19,9.132682553954680832e+19,1.263181066484339671e+20,1.688270858222037238e+20
2.696969696969696989e-02,6.606822544848452000e+16,2.008870522503927360e+17,3.694830613553758080e+17,5.705843588132240000e+17,8.556546611412419840e+17,1.404413185127263488e+18,2.613038808374971904e+18,5.135995564284638208e+18,9.854915161544742912e+18,1.779277677678985011e+19,3.001016868305757798e+19,4.751356857520845619e+19,7.119019475767704781e+19,1.017714156884353516e+20,1.398199538231078584e+20,1.857339705718446817e+20
2.666666666666666491e-02,5.775987681283518400e+16,1.833026214238836480e+17,3.438347715432132480e+17,5.364471771207791360e+17,8.061636339925569280e+17,1.315689136021274624e+18,2.430560596596574208e+18,4.764199741220995072e+18,9.154587388547980288e+18,1.658656844331906458e+19,2.809357703019825152e+19,4.466798991033810125e+19,6.719537781034536960e+19,9.641577734290359910e+19,1.329081886892765184e+20,1.770920143392422953e+20
2.727272727272727140e-02,7.542880866494779200e+16,2.198752167095829120e+17,3.966968770258766080e+17,6.065817474530568960e+17,9.081945879801736960e+17,1.499865680019312128e+18,2.810637943090545664e+18,5.538164221861570560e+18,1.060912147390706688e+19,1.908496363755137024e+19,3.205279772977094656e+19,5.053187889028622746e+19,7.540939235474890752e+19,1.074062779346261934e+20,1.470673308742910771e+20,1.947680417165165527e+20
2.696969696969696989e-02,6.606822544848456000e+16,2.008870522503926400e+17,3.694830613553757440e+17,5.705843588132245760e+17,8.556546611412422400e+17,1.404413185127263232e+18,2.613038808374974976e+18,5.135995564284641280e+18,9.854915161544747008e+18,1.779277677678986854e+19,3.001016868305756570e+19,4.751356857520844800e+19,7.119019475767705600e+19,1.017714156884354007e+20,1.398199538231079076e+20,1.857339705718448456e+20
2.757575757575757638e-02,8.594791642415344000e+16,2.403468254578513600e+17,4.255427728552363520e+17,6.445273244041440000e+17,9.640038237153625600e+17,1.602640385951352064e+18,3.024688655202829824e+18,5.973187007744889856e+18,1.142121049578079437e+19,2.046891937886122803e+19,3.422916753387687526e+19,5.373253344945493606e+19,7.986438319113738650e+19,1.133333937713663836e+20,1.546647404057838223e+20,2.042097946022172426e+20
2.727272727272727140e-02,7.542880866494779200e+16,2.198752167095827840e+17,3.966968770258764800e+17,6.065817474530568960e+17,9.081945879801734400e+17,1.499865680019312640e+18,2.810637943090545664e+18,5.538164221861576704e+18,1.060912147390707302e+19,1.908496363755137843e+19,3.205279772977093018e+19,5.053187889028620288e+19,7.540939235474887475e+19,1.074062779346262098e+20,1.470673308742910771e+20,1.947680417165164544e+20
2.787878787878787790e-02,9.773777045990156800e+16,2.623828615691869120e+17,4.560882226228744960e+17,6.845141355874122240e+17,1.023323939177770880e+18,1.713388826492792832e+18,3.256638891889139200e+18,6.443739035671366656e+18,1.229546281191646003e+19,2.195078835137969766e+19,3.654739990094281523e+19,5.712561030915245670e+19,8.456707394503393280e+19,1.195662985082680607e+20,1.626271055847630111e+20,2.140752841209702973e+20
2.757575757575757638e-02,8.594791642415348800e+16,2.403468254578512640e+17,4.255427728552363520e+17,6.445273244041447680e+17,9.640038237153620480e+17,1.602640385951353088e+18,3.024688655202830336e+18,5.973187007744894976e+18,1.142121049578079642e+19,2.046891937886125261e+19,3.422916753387690394e+19,5.373253344945493606e+19,7.986438319113738650e+19,1.133333937713663836e+20,1.546647404057839534e+20,2.042097946022173409e+20
2.818181818181818288e-02,1.109160302084257280e+17,2.860653035263307520e+17,4.884015696027448960e+17,7.266408914745495040e+17,1.086420065438600320e+18,1.832825922615985408e+18,3.508063671863439872e+18,6.952703043459247104e+18,1.323645225351453491e+19,2.353708732562570854e+19,3.901605364447060787e+19,6.072167050763130470e+19,8.952988102508915917e+19,1.261190463594807624e+20,1.709698629195210752e+20,2.243810614367037358e+20
2.787878787878787790e-02,9.773777045990155200e+16,2.623828615691871040e+17,4.560882226228742400e+17,6.845141355874124800e+17,1.023323939177770752e+18,1.713388826492793344e+18,3.256638891889140736e+18,6.443739035671362560e+18,1.229546281191645184e+19,2.195078835137969357e+19,3.654739990094279066e+19,5.712561030915242394e+19,8.456707394503393280e+19,1.195662985082680443e+20,1.626271055847632077e+20,2.140752841209703301e+20
2.848484848484848439e-02,1.256051468527837120e+17,3.114768330115970560e+17,5.225519895731377920e+17,7.710126577868849920e+17,1.153583561269129984e+18,1.961736145232585984e+18,3.780675593503430144e+18,7.503184035169584128e+18,1.424906354867671450e+19,2.523472461103327232e+19,4.164414366766206157e+19,6.453177590159841690e+19,9.476574634247285965e+19,1.330062236991811584e+20,1.797089728414724588e+20,2.351441819475297239e+20
2.818181818181818288e-02,1.109160302084258400e+17,2.860653035263309760e+17,4.884015696027448320e+17,7.266408914745496320e+17,1.086420065438601600e+18,1.832825922615985920e+18,3.508063671863443456e+18,6.952703043459248128e+18,1.323645225351453696e+19,2.353708732562570445e+19,3.901605364447060787e+19,6.072167050763130470e+19,8.952988102508920832e+19,1.261190463594807296e+20,1.709698629195211735e+20,2.243810614367036375e+20
2.878787878787878937e-02,1.419315656926246880e+17,3.387005307553881600e+17,5.586094703458981120e+17,8.177416488252876800e+17,1.225134976852742400e+18,2.100980222345381120e+18,4.076336117032919552e+18,8.098524798202300416e+18,1.533851081349887181e+19,2.705101987720380416e+19,4.444116055248133325e+19,6.856750730150776832e+19,1.002881531884084920e+20,1.402429622604664177e+20,1.888609301050377830e+20,2.463822129759480381e+20
2.848484848484848439e-02,1.256051468527837440e+17,3.114768330115969280e+17,5.225519895731379200e+17,7.710126577868855040e+17,1.153583561269130240e+18,1.961736145232586240e+18,3.780675593503431680e+18,7.503184035169585152e+18,1.424906354867670221e+19,2.523472461103326413e+19,4.164414366766205338e+19,6.453177590159840051e+19,9.476574634247289242e+19,1.330062236991810929e+20,1.797089728414723932e+20,2.351441819475297894e+20
2.909090909090909088e-02,1.600247842431675200e+17,3.678195640743066880e+17,5.966448117417985280e+17,8.669481367122958080e+17,1.301427343610361088e+18,2.251502444644569856e+18,4.397067667260919296e+18,8.742322332546075648e+18,1.651035690483207578e+19,2.899372468110007910e+19,4.741709064527165850e+19,7.284098288465625907e+19,1.061111421905997660e+20,1.478449522489285673e+20,1.984427739771086438e+20,2.581132411607339827e+20
2.878787878787878937e-02,1.419315656926246880e+17,3.387005307553883520e+17,5.586094703458984960e+17,8.177416488252880640e+17,1.225134976852743168e+18,2.100980222345380864e+18,4.076336117032920576e+18,8.098524798202303488e+18,1.533851081349886976e+19,2.705101987720381235e+19,4.444116055248132506e+19,6.856750730150780109e+19,1.002881531884084920e+20,1.402429622604665651e+20,1.888609301050378158e+20,2.463822129759482020e+20
2.939393939393939240e-02,1.800162816946798720e+17,3.989168700465441280e+17,6.367296503787361280e+17,9.187614913250301440e+17,1.382849822636241152e+18,2.414338616141170176e+18,4.745066605095897088e+18,9.438445229564241920e+18,1.777053365454230938e+19,3.107104370190545715e+19,5.058243662587802419e+19,7.736487686303414682e+19,1.122493273201017979e+20,1.558284553407258624e+20,2.084720981867534090e+20,2.703558795236088218e+20
2.909090909090909088e-02,1.600247842431674560e+17,3.678195640743068160e+17,5.966448117417990400e+17,8.669481367122955520e+17,1.301427343610361600e+18,2.251502444644569088e+18,4.397067667260920832e+18,8.742322332546078720e+18,1.651035690483207373e+19,2.899372468110007091e+19,4.741709064527165030e+19,7.284098288465625907e+19,1.061111421905997332e+20,1.478449522489285345e+20,1.984427739771086766e+20,2.581132411607340810e+20
2.969696969696969738e-02,2.020383441038575040e+17,4.320748385197244800e+17,6.789365141242000640e+17,9.733213673504040960e+17,1.469831747067664384e+18,2.590624699289785856e+18,5.122717117717962752e+18,1.019105203769976832e+19,1.912536300370565939e+19,3.329165668307309773e+19,5.394823854478617805e+19,8.215243838060114739e+19,1.187179119182775419e+20,1.642103175335156122e+20,2.189670606048027935e+20,2.831292741831357235e+20
2.939393939393939240e-02,1.800162816946798400e+17,3.989168700465442560e+17,6.367296503787363840e+17,9.187614913250301440e+17,1.382849822636241152e+18,2.414338616141169664e+18,4.745066605095898112e+18,9.438445229564241920e+18,1.777053365454230118e+19,3.107104370190548582e+19,5.058243662587799142e+19,7.736487686303411405e+19,1.122493273201017979e+20,1.558284553407257969e+20,2.084720981867535401e+20,2.703558795236088873e+20
2.999999999999999889e-02,2.262228181439117760e+17,4.673749993179461760e+17,7.233389116007886080e+17,1.030779056717656192e+18,1.562847096738136320e+18,2.781606207002157056e+18,5.532606078886848512e+18,1.100461065230452122e+19,2.058157905357152256e+19,3.566474107870370611e+19,5.752609531022214758e+19,8.721751061230654259e+19,1.255327047115496489e+20,1.730079818171525038e+20,2.299463926219485676e+20,2.964531106876756460e+20
2.969696969696969738e-02,2.020383441038576000e+17,4.320748385197243520e+17,6.789365141242003200e+17,9.733213673504044800e+17,1.469831747067664128e+18,2.590624699289787392e+18,5.122717117717965824e+18,1.019105203769977242e+19,1.912536300370566349e+19,3.329165668307310592e+19,5.394823854478617805e+19,8.215243838060119654e+19,1.187179119182775419e+20,1.642103175335155794e+20,2.189670606048027935e+20,2.831292741831357563e+20
3.005050505050504972e-02,2.686409669007554880e+17,3.944278731325411200e+17,4.981008455578097920e+17,6.511454328262882560e+17,1.075868645008206848e+18,2.245016415384746752e+18,4.843699043883845632e+18,9.609748811036270592e+18,1.716105546538482278e+19,2.788995313829196186e+19,4.193811999196236186e+19,5.922729457104934502e+19,7.951516748869400986e+19,1.024544865553065411e+20,1.276439085587612140e+20,1.546666585221449318e+20
